author,jml_penelitian
"Nufus,CindyHardianti",2
"Khairunnisa,Kiki",1
"Utami,Adkhilni",1
"Nugroho,AkbarAji",1
"Alfaridza,AnnisaNourma",1
"Arief,DaffaKurniawan",1
"Rifai,Abdulloh",1
"Sulaeman,AhmadSofyan",1
"Joseano,Glenn",1
"Rosita,AyundaAfiani",2
"Nurhasna,Aprilia",1
"Natawiguna,IMadePradnyanDana",1
"Taryoto,AndinH",1
"Yudistira,AlviNur",1
"Hendarsyah,Rachman",1
"Firman,Afdal",1
"MHK,PancaDewi",1
"Yulia,Nindi",2
"Gusparima,Hilmi",1
"Fitrianaldi,Amelia",1
"Dafri,Isnaini",2
"Putri,AuliaRahmania",1
"Megantara,FitriSuminar",1
"Mulyani,AstiWidia",1
"Fiqri,MuhNur",1
"Alfaridzhi,Muhammad",1
"Purwanto,MohamadYanuarJarwadi",2
"Muharomah,Riani",1
"Girmansyah,Deden",2
"Rodiyah,Isyatin",1
"Kurniawan,RizalEko",1
"Kasra,RiskaOktama",1
"Abdillah,RamadhanNur",1
"Novianti,RiscaArdita",1
"Ananda,DenyKris",1
"Robi'ah,Siti",1
"Christi,Adelia",1
"Widhawati,Wuri",1
"Mitsunaga,Tohru",1
"Sutedja,AnitaMaya",1
"Asmarani,Dira",1
"Pratiwi,HestaPutri",1
"Gaisani,MaghfiraPuti",1
"Febrianti,Santi",2
"Novalindha,Mella",1
"Nurasih,SeftaMega",1
"Hartanto,Ardi",1
"Hapsari,KharismaLutfi",1
"Aji,LanangSatia",1
"Nabila,AisyahNur",3
"Anggita,Ninda",1
"Abimanyu,TommyLanggeng",1
"Khoerunnisa,FannyIsmi",1
"Dzihni,MuhammadQashmal",1
"Rahmawati,Devi",2
"Johan,AzmalIchsanulJohan",1
"Yakub,Jens",1
"Saito,Yukie",1
"Alfianida,Syafira",1
"Rifqi,AdityaAllifian",1
"Arifin,AgusDoli",1
"Selviana,PutiBungsuSilvia",1
MFachrurrozi,1
"Mafazah,NadyaFakhrotul",1
"Retnanto,DanangBian",1
"Wirayudhatama,Adhirajasa",1
"Nuranisa,Siti",1
"Widatyo,AldhianFatah",1
"Prasetya,RahmaDhaniDwi",1
"Yuliyanto,LucyDewan",1
"Rezeki,MilaSeri",1
"Hartatik,LelaFuji",1
"Karsono,Yogi",1
"Anugerah,Tirta",1
"Putra,GusfaArlian",1
Suharyanti,1
"Karmila,Dewi",1
"Mulya,Hanjar",1
"Puspitasari,Dita",1
"Luas,Alfando",1
"Fadillah,WendiNurul",1
"Syafaldi,Rahmad",1
"Virdausi,Alisa",1
"Dwiantari,Rambu",1
"Hidayah,YolaSalsabila",1
"Yustriani,LindaMussila",1
"Wakhidah,FannyKhasnatul",1
"Raihan,Jazzmy",1
"Mardani,DwiAndri",1
"Jahrani,M",1
"Adinda,Fadia",1
"Sianturi,RiasariGail",1
"Pamungkas,FitraAji",1
"Habibah,Heni",1
"Mahestra,Prayogi",1
"Mustarih,RizkyAuliaKhair",1
"Hasna,IzdihariNisa'ul",1
"Susherdiana,AfiefaKurnia",1
"Hidayat,MuhammadFakhriAlauddin",1
"Rizki,Ilham",1
"Billah,Itsbat",1
"Prayoga,MuhammadWidyas",1
"Cahyaputri,Bunga",1
"Nugroho,FebrianAri",1
"Aprilia,Mela",1
"Choiriyah,Ayu",1
"Kurniawan,ReynaldoHeradi",1
"Sawiyya,Ruhana",1
"Ismail,FadhilaRahma",1
"Dorly,Dorly",6
"Pisema,MidaLaila",1
Selamet,1
"Ubaidillah,Rosichon",1
"Puspasari,LindungTri",1
"Achsani,NoerAzarn",1
"AndatL,Trias",1
"Harisma,Resky",1
"Wardani,IGustiAyuKusuma",1
"Qital,DariAulia",2
"Primadiyanti,Devita",1
"Shidiqi,Rizki",1
"Sekarjannah,FitriArum",2
"Ardiyani,Marlina",2
"Setiawan,Eka",2
"Putri,NhyraKamala",1
"Soewondo,PancaDewiManuHaraKarti",4
"Indah,Enita",1
"Winata,DimasHarya",1
"Yanti,UlanAprilisda",1
"Fadhilah,AnisaNur",1
"Pasaribu,Syamsul",1
"Tridharma,Raditya",1
"Wulandari,Annisa",2
"Dewi,Rosi",1
"Rahmadani,Nabila",1
Khotib,1
"Widikdo,Wisnu",2
Jedidiah,1
"Widiarti,Riani",1
"Sari,DaraPuspita",1
"Fakhriansyah,IrfanRahmat",1
"Firdaus,ArrizalRestu",1
"Irfani,Rini",1
"Dewanti,AstritNovita",1
"Erliani,EnnisWian",1
"Sudiro,Toto",1
"Saputra,Angga",1
"Arko,PututFajar",1
"Sulistiyani,Sulistiyani",5
"Pangestu,AlifianGigih",1
"Putra,WahyuPradana",1
"Dwitami,DindaFadia",1
"Hasanah,Aghniya'ul",1
"Alhasanah,HafidzaFitri",1
Feriansyah,1
"Jufri,Muhammad",1
"Rusman,Nuraliah",1
"Latip,LutpiAbdul",1
"Hasyim,Aziz",1
"Akbar,Dimas",1
"Wibisono,YusupSeptian",1
"Wardani,Widya",1
"Apriyanti,Cindy",1
"Nugroho,Luhur",1
"Himmi,SetiawanKhoirul",1
"Zega,SarahLuciaDolorosa",1
"Dzikrina,Fitri",1
"Arsalan,BryanAdha",1
"Hadiyani,FarahSabina",1
"Rachmat,AriefBudiNur",1
"Pratama,GelardUntirtha",1
"Puspitasari,Tiara",1
"Pratama,Arrizky",1
"Dewi,ArumKusnila",2
"Erita,ElsiNidyaPutri",1
"Masruchin,Nanang",3
"Zendrato,HermanMarius",1
"Nurpagi,EgiMariah",1
"Olivia,ClarissaElma",1
"Deviani,Cindy",1
"Ardyanto,FernandoAdnan",1
"Adhisvyanetta,Zhaskya",1
"Yanti,DeviFitri",1
"Ahmadi,DedeYoga",1
"Astiti,PipinDwi",1
"Viariani,Wahyu",1
"Lestari,ChykaDwi",1
"Wahyuningtias,Siska",1
"Safrianti,Ummi",1
"Musawira,Musawira",1
Hildanus,1
"Putri,SherlyDwi",2
"Dzakianda,AfikaPutri",1
"Aisyiyah,Siti",1
"Pakawaru,NurulAisyah",1
"Syartinilia,Syartinilia",4
"Alfiyati,Alfiyati",1
"Gea,IrmaYunaraBr",1
"Subrata,Rahman",1
"Kurnia,Imas",1
"Hildawati,ShafiraKarunia",1
"Jamil,Awaludin",1
"Hensriyani,RatnaSuminar",1
"Munarko,Hadi",1
"Fatchya,Anna",1
Misrudin,1
"Nugraha,Fikri",1
"Muhammad,Farrel",1
"Ginting,Chriswinda",1
"Putri,DekaRosalindaMaulidya",1
"Djailani,Zulfikar",1
"Prayogo,YanicoHadi",2
"Firdayanti,Delvina",1
"Khikmawati,FaniUmrotul",1
"Hamidatun,Hamidatun",1
"Yusandra,Yozi",1
"Samad,AriefSuprapto",1
"Daeli,FannyRahmasari",1
"Anggreni,NiKadekSintya",1
"Audina,Nissa",1
"Kartodiharjo,Hariadi",1
"Nasution,AhmadRodianHabibi",1
"Rusdana,FarizMufti",1
"Ritonga,DeaLutfiah",1
"Amandanisa,Amira",1
"Karimah,SaviraVita",1
"Gumilang,SitiInggum",1
"Ningtias,PutriIndah",2
"Kurniasih,RakhmaIndah",1
"Yaman,Aris",1
"Amaraningrum,DelliaShanie",1
"Hartanti,AndhaniWidya",1
"Pratama,WahyuZeka",1
"Ahmad,Fahmi",1
"Hasian,Gerald",1
"Muhajir,Imam",1
"Rumbiak,MatheusMikaGideon",1
"Rizkianiputri,Dini",1
HarlinaEva,1
"Monica,Christina",1
"Annisa,DianIndri",1
"Salsabila,TefanissaJihan",1
"Reksawinata,Fathurullah",1
"Alfiani,Lutfiah",1
"Ayuningrum,Rarafatih",1
"Sari,DwiKartika",1
"Mariana,Maya",1
"Fitriyani,IisAisyahNur",1
"Dharma,RamaAditya",1
"Ardini,YudityaVira",1
"Wulandari,DelaAyu",1
"Mustaqim,Nanda",1
"Nurhakim,Luthfi",1
"Akbar,Hafizh",1
"Prasera,Ananda",1
"Anggiani,Elvira",1
"Fadhila,Redhalfi",1
"Noah,Imanuel",1
"SjariM,DewiRatna",1
"Kumasuya,Nabila",1
"Puspa,RafikaSari",1
"Qushai,Dzikril",1
"Dewi,TrianaGIta",1
"Salimah,WinadaFajar",1
"Qibthiyyah,SarahAl",1
"Purwanto,Y",1
"Amalia,Rezki",1
"Adiputra,MuchamadSubhans",1
Junervin,1
"Grahiananda,Ega",1
"Ananda,DioTry",1
"Aisyah,CutEmi",1
"Nurdiani,Meli",1
"Munawaroh,AnggiNurhardiyanti",1
"Purba,MelpaSusanti",1
"Wijopriono,Wijopriono",1
"Febrianti,AmandaAstriPratiwi",1
"Rini,ErinPuspita",7
"Novita,NengRahayu",1
"Utami,HarisNursafiraSri",1
"Dwiyanto,Diky",1
"Rahayu,DyahUtamiCahyaning",1
"Sabilah,EvaNur",1
"Zahro,YuliaRaudhatulBalaqis",1
"Ilhamsyah,Auliya",1
"Wibowo,CahyoSetyo",1
"Pratama,RaviFarkhan",1
"Sari,IndahFresma",1
"Syamsuddin,Azrin",1
"Astuti,AnikWidi",1
"Kurniawan,Muhammad",1
"Evantri,Dea",1
"Wardanu,Adhisetyorahman",1
"Juwita,Rachma",1
"Bela,Budiman",1
"Darmono,GedeEko",1
"Hakim,MuhammadLuqmanul",1
"Septiawati,Yus",1
"Anggraini,Lilik",1
"Tama,NabillaDira",1
"Mane,MariaTania",1
"Marsa,Salsabila",1
"AlHaq,SifaJahada",1
"Manik,DefriandiTP",1
"Munandar,Yudi",1
"Hasan,Moh",1
"Waluyo,Shiddiq",1
"Safitri,BellaAnggita",1
"Putra,BudiRiza",4
"Mulfi,Alphiani",1
"Kamila,Rahma",1
"Johan,RizkiaAlsakina",1
"Rachmat,AgnaAmalia",1
"Basri,TeguhDwi",1
"Harianto,Eko",1
"Widyastutie,DwiIntan",1
"Agmalaro,Asyhar",1
"Hidayat,Taufik",1
"Rahmawati,Fardilla",2
"Sari,VeniAnggita",1
"Reshwara,Aldo",1
"Utami,LidyaDwi",1
"Purba,DeisyNatasia",1
"Harvin,Bangkit",1
"Rianne,Widya",1
"Trismayeni,Riska",1
"Rizkyandana,Aditya",1
"Atni,RizkyFajratul",1
"Bramayu,CorneliaOkta",1
"Sarfat,MuhammadSyukur",2
"Toruan,DesyPMLbn",1
"Galio,Efrad",1
"Kholila,Salsabila",1
"Hidayah,Mirfatul",1
"Agustin,Mayang",1
"Frasipa,Ana",1
"Zahwa,OrizaSativa",1
"Rahmayunita,Ruth",1
"Istiqomah,Qomsatun",1
"Santika,NandaAgnes",1
"Ramadhan,Anjasnur",1
"Salim,HeruMuthohar",1
"Khoiriyah,SitiLailatul",1
"Wijayanto,Cahyo",1
"Kamal,Mukhlis",1
"Latuconsina,Husain",1
"Tripranoto,MuhammadAdam",1
"Perwitasari,RdRoroDyah",4
"Alfiyan,Achmad",1
"Murtiningsih,Rini",1
"Amelia,Lia",1
"Adriani,Aira",1
"Karti,Panca",3
"Suebnovryzal,Ahmad",1
"Husain,Syahid",1
"Swandari,Woro",1
"Harun,MarinusKristiadi",1
Ashadi,1
"Ariyani,Vika",1
"Putri,FatimatusSa'diyah",1
"Nurhidayah,Irma",1
"Sagala,Lisbet",1
"Hadi,SeptianUmar",1
"Ni'matulloh,MohAris",1
"Putri,FebbyAmanda",1
"Setiawati,NataliaProdiana",2
"Hidayanti,Siti",1
"Riyanto,Erwin",1
"Stya,DwiRaduAnisa",1
"Mas'oed,Teduh",2
"Sakinah,Chyntia",1
Stacia,1
"Anindita,Chairunnisa",2
"Damayanti,DellyaDewi",1
"Rakhman,IraMeylanNafarah",2
"Qinanda,RahmatGenta",1
"Fuadi,ItsarNur",1
"Nazria,Nuzhatun",1
"Kurniajaya,Glory",1
"-,Sutrisno",1
"-,Supriyanto",1
"-,HELVANDA",2
"Lestari,AuliyaAdriana",1
"Mukrim,SyahidAhmad",1
"Ainun,NenengAay",1
"Rahman,RifqiAfifi",1
"Winarni,Ina",4
"Pamungkas,BayuGarin",1
"Sutisna,SetyaPermana",1
"Amberty,Rechsa",1
"Mahardhika,Puspa",1
"Rohani,WahyuniSuci",1
"Sari,DianPuspita",1
"Prananda,Aditya",1
"Virdiani,Else",1
"Margareth,Devia",1
"Anam,RidhoniKhoirul",1
"Sembel,Roy",3
"Purboadji,Aristo",1
"Haditaqy,Aga",1
"Yumna,DafaSatriaNawal",1
"Nupin,IswadiSyahrial",1
"Hidayati,EndangFebrianKhusnul",1
"Larasati,Kinanti",1
"Purba,ArlyGetha",1
"Muharam,FauzanNafis",1
"Simanjuntak,Steffen",1
"Nurwinda,YulisaAviani",1
"Nirmala,Intan",1
"Oktaviani,Shyntia",1
"Wahyuningrum,Alma",1
"Firmansyah,SandikaYuda",1
"Wahyudi,Koko",1
"Amalina,SahiraNur",1
"Hastuti,Nina",1
"Putrianti,Najemi",1
"Mohamad,Rafi",1
"Mulyati,AdeHeri",1
"Mardhiati,Retno",1
"Fitriani,SriAmanda",1
"Romdhoni,Helmi",1
"Ayuningtias,Isyfany",1
"Setyowati,Dinda",1
"Dahlia,Indah",1
"Fahira,Farha",1
"Andriyanto,MuhIvan",1
"Khoerudin,Riki",1
"Kuncoro,DeasyKartikaRahayu",11
"Pratama,HaykalGustian",1
"Puri,AnitsaAsrining",1
"Dewi,MelatyNoviana",1
"Jannah,Ulfatul",1
"Sariun,AloysiusMaverick",1
"Muthmainnah,NurulAdzkia",1
"Raharjo,Mulianto",4
"Bangun,MuhammadDzakyAbiyyu",1
"Syiva,NurulHudaAs",1
"Putri,Eka",3
"Permatasari,FransiskaNoviaAmber",2
"Ramadanti,EkaputriCahya",1
"Wapodo,RohSantosoBudi",1
"Ikhsan,MuhammadFikri",1
"Azkiyatunnuha,Nada",1
"Gusvi,RestuPratiwi",1
"Fauzia,Assyifa",1
"Putri,FadhilahEka",1
"Purwantiningsih,Purwantiningsih",2
"Ariyanti,Dita",1
"Eriyatno,Eriyatno",1
"Satya,RirinRegianaDwi",1
"Sjafrina,Noveria",1
"Yugo,ViniRatnaSari",1
"Saputra,AlvinKurniawan",1
"Juwita,Rosalina",1
"Abdullah,Asaddudin",1
"Dewi,RestiPurnama",1
"Muntasib,EndangKoestatiSriHarini",3
"Napitupulu,CherryChristinEbenezer",1
"Sukarno,Sukarno",5
"Haryati,Sakinah",1
"Wijayanto,MuhammadYusuf",1
"Ismail,Latif",1
"Putri,VinnaWindy",2
"Hibatulloh,MuhammadFarhan",1
"Larasati,MonicaIndah",1
"Miftahudin,M",2
"Halim,ibnu",1
"Yuniati,Tria",1
"Permana,NinikNopia",1
"Yahya,SyaifulIslamTzarM",1
"Munasir,Zakiudin",1
"Ilmi,IbnuMalkanBakhrul",1
"Jamili,MJoehari",1
"Fathiah,MuhammadFadhil",1
"Arisandi,Desy",1
"Arta,FauzanParama",1
"Gaol,Gryshelda",1
"Prambudi,SeptianBimaFajar",1
"Sofianita,NurIntania",1
"Adesetiani,Selna",1
"Kumoratih,Dewi",1
"Sembiring,SyifaSalsabillaBr",1
"Ananda,Sonya",1
"Alghifari,MuhammadKano",1
"Alfiana,Nadia",1
"Maulana,HafizIqbal",1
"Nuryani,Hanifah",1
Suyanto,1
"Reflinur,Reflinur",1
"Rinawati,DianYunita",1
"Ramadhanti,PutriAlyaMukti",1
"Sentosa,Jovanka",1
"Kholisoh,Nur",1
"Sari,KireyPermata",1
"Azizah,Rizkia",1
"Mahardini,JenarPratiwi",1
"Sari,DwiNovita",1
"Wulandari,Melli",1
"Alifianty,OuldyaFasya",2
"Wally,ArgaDarmawan",1
"Prastiwi,HemiliaRiski",1
"Supriyadi,Freddy",1
"Fatchiyyah,Sayyidah",1
"Syahramadani,DindaFathia",1
"Muthia,RidhaNur",1
"Amarsa,DimasMaulana",1
"Wiwaha,HusnaMawaddah",1
"Amelia,Endarwati",1
"Putri,TaniaIntan",1
"Ramadhan,MuhammadDarnandoRahmat",1
"Fahmi,LathisaAnithia",1
"Hutami,WidianandaPutri",1
"Endrawat,YuniCahya",1
"Simbolon,Paulus",1
"Toro,NanangAbdian",1
"Septiani,Mila",1
"Aeni,NopiNur",1
"Taniwiryono,Darmono",2
"Fajriah,Suciati",1
"Subagja,Subagja",1
"Andini,NurIndah",1
"Rahayu,AnisaSri",1
"Nisa,MelindaKhoirotun",1
"Gestarina,Zakiah",1
"Damanik,AnnisaPurnamasari",1
"Fassah,DillaMareistia",15
"Taniasari,Mila",1
"Hendrawati,Triyani",1
"Putri,MithaRizkia",1
"Napitupulu,TakkasAbelio",1
"Lathifah,Melly",1
"Nabilah,Iftitahun",1
"Hidayat,TegarNur",1
"Karolin,Meinneke",1
"Panggabean,GabyAuliaPermata",1
"Mahdi,Syafrin",1
"EkaAstarini,Julia",1
"Solihah,Mar'atus",1
"Sapitri,Ayu",1
"Septiara,Maryona",1
"Haniyah,Rizka",1
"Maulida,Ayesha",1
"Hafizh,FaiqshaNur",1
"Dewantara,EszaCahya",2
"Sulistyaningsih,Yohana",2
"Herjayanti,Nur",1
"Aprianti,Siti",1
"Sitanggang,PutriSari",1
"Dzikri,MuhammadRyanSyafa'ati",1
"Ariyanti,Intan",1
"SaniSaputroA,MuhGunawan",1
"Fakhrurrozi,Yulian",2
"Salam,RizalKuwatus",1
"Wulandari,AjengSri",1
"Astria,TaniaYuanna",1
"Adnan,AnisAnnisa",1
"Puluhulawa,Riska",1
"Eliza,Naila",1
"Mulyono,Mulyono",1
"Aminullah,AksaAzhari",1
"Islami,ZidnyNurDiana",1
"Lionar,RidoRahmat",1
"Widiyanto,Ardi",1
"Fikry,MuhammadAwaluddin",1
"Patricia,BelindaFebri",1
"Lubis,RizqoAzizah",1
"Kartika,Nurmayuni",1
"Wilza,Nedalia",1
"Trinoviyani,Trinoviyani",1
"Parahita,Fayra",1
"Apriliwati,Safira",1
"Wisesa,Hari",1
"Hermawan,Erwin",1
"Dewi,DestianaRahmawati",1
"Hanin,Faishal",1
"Bachtiar,Indra",2
"Elfita,Lina",2
"Almayrizq,DaffaKhairy",1
"Desniar,Desniar",8
"Syukria,AkhirNandi",1
"Susanti,PratiwiDdwi",1
"Hastiwi,ShalmaPulung",1
"Syah,Lukman",1
"Sirait,NikoParulian",1
"Mubarouk,AliSyahrul",1
"Shabrina,Astri",1
"Primasta,MutiaSekar",1
"Nabrisqi,AbyanYassar",1
"Ruliansari,VanyaDelianadaNur",1
"Widhyanti,AktinariaNastiti",1
"Fasya,NAInayati",1
"Lestari,Susi",2
"Restiyani,Inayah",1
"Andio,KhairulFadhil",1
"Puspaningrum,Tyara",1
"Elizabeth,IrmaRosiana",1
"Damayanti,EmazatulArif",1
"Rahma,NailaYaumima",1
"Arianto,RafliFajar",1
"Syarif,Nizam",1
"Saefurrohman,Gerry",1
"Kusumah,EndyWirahadi",1
"Amin,Chairullah",1
"Njume,AkemeCyril",1
Hanniva,1
"Rosa,MuhammadArsy",1
"Badrieh,HaianAmin",1
"Mandala,Bakti",1
"Yohansa,Meicheil",1
"Monica,FirdaAgnes",1
"Andini,NabilahSepti",1
"Rochim,MuhammadRobitho",1
"Tanoto,EkoWahyu",1
"Tazkiya,DhaifinaAnnas",1
"Agustinasari,IkaNur",1
"Anggraini,YenniDewi",1
"Ramadhanti,SalmaNurshafa",1
"Risanti,MetaMeidina",1
"Masri,YasminPutri",1
"Ahmad,Nabil",1
"Maulidina,Avia",1
"Dewi,KrisDamayantiPermata",1
"Tambun,Andreas",1
"Syakirina,KartiniTika",1
"Khairiyah,Nafi'ah",1
"Hidayat,MuhammadSyarif",1
Rismawati,3
"Soraya,Baida",1
"Sari,CitraKomang",1
"Lainufar,PutriAulia",1
"Rachman,RMNaufalRahadyan",1
"Anggrainy,Maragita",1
"Andrianti,StefannieNur",1
"Rahayu,NurFitri",1
"Hastuti,IngMariani",1
"Calvin,Albert",1
"Dahlan,Andi",1
"Azzahra,SonyaIzati",1
"Lubis,ElvinaNora",1
"Octaviani,Sintia",1
"Burhani,BitaNabighah",1
"Silalahi,AulinaRuthEmmisari",1
"Abdillah,AfrisalIsfan",1
"Putri,OliviaFadhilah",1
"Anggito,Faisal",1
"Waturangi,DianaElizabeth",4
"Mauliana,Afina",1
"Patmawati,Agustin",1
"Lucas,Ferdinando",1
"Dewani,NyssaAzaria",1
"Afif,Usamah",1
"Prasety,BayuFebram",1
"Veronica,Angel",1
"Regia,Delonix",1
"Purba,KristinNatalia",1
"Arsambu,Faiq",1
"Firdaus,Asril",1
"Mahatir,Musa",1
"Sutoyo,Sutoyo",5
"Simanjorang,BernandoAgungSaputra",1
"Anshari,AqilAnshari",1
"Kurniawan,Erfin",1
"Rahayu,Firza",1
"Solikha,Bunga",1
"Anastasya,Celine",1
"Nugraha,DimasAdi",1
"Lesmana,AldiDestia",1
"Sinaga,DavidGoklasNoviant",1
"Muin,Abdul",2
"Hidayat,Syahrul",1
"Syarifuddin,SofyanAbdulhafidz",1
"Natamenggala,Ichlasul",1
"Yaimo,Yohanes",1
"Kasmaran,MochIkkbalAditya",1
"Yusup,MohammadNurfadilah",1
"Devara,MuhammadRyan",1
"Widjaya,SalshaPradinda",1
"Reisandi,Galih",1
"Rahman,IvanFathur",1
"Firmawan,MuhammadAde",1
"Panjaitan,James",3
"Sihombing,EvelynGrace",2
"Hendaryati,AnissyaEka",1
"Cahyawati,ParamithaRamadhanisya",1
"Husna,IzaFitria",1
"Ulfah,Diyanah",1
"Hakim,RizqiImaduddin",1
"Munir,RyaasMishbachul",1
"Putri,RachelAyudia",1
"Dewi,NurulAsmaa",1
"Arifin,VirgianSatriana",1
"Ardelia,Elsie",1
"Izah,Salsa",1
"Izah,SalsaBelaNur",1
"Sumbari,AhmadImtaz",1
"Ipangka,Irna",1
"Sutarminingsih,Sutarminingsih",1
"Jannah,FilaRaudatin",1
"Silaban,RachelEbinaGabrielle",1
"Muthiah,Muthiah",1
"Safitri,DayintaNur",1
"Rachman,Nur",1
"Pratiwi,Devi",1
Ermawati,1
"Marselin,TherecaYouce",1
"Imani,KhofifahAstri",1
"Khowiyah,Siti",1
"Arifa,AndiniNaazhira",1
"Putra,AlmuqshitArdhi",1
"Alya,syifa",1
"Rusdiani,Riza",1
"Sheehan,Benjamin",1
"Mulyawan,MuhammadNaufalDwi",1
"Giofani,Hanny",1
"Septika,YomiKharisma",1
"Putri,AmanahAnnisa",1
"Chofifah,DhikaNur",1
"Jamaludin,Ali",1
"Oktaviyanti,Ferlinandita",1
"Permana,SarahSalsabila",1
"Sulistyoaji,MuhammadFarizqi",1
"Khairiyah,Fadhiilatul",1
"Ramdan,AmaMuhamad",1
Sonya,1
"Ali,MuhammadMukti",1
"Firmansyah,MochammadReza",1
"Cantika,NurAfniDwi",1
"Nurdiana,Marissa",2
"Rachmawati,Elsa",1
"Nurdita,Hani",1
"Nshimiyimana,Sylvre",1
"Farahmanadia,Olivia",1
"Walpuri,ChitraGustiIndah",1
"Rumangkang,Febiola",1
"Rahmatullah,GamalKahfi",1
"Prawida,AriefEka",1
"Fadillah,AchmadKemal",1
"Marlinda,Sherly",1
"Silalahi,RibkaLouis",1
"Ashari,Irfan",1
"Pandjaitan,Nora",1
"Jamaludin,Afga",1
"Syah,DianArdian",1
"Andriani,Ade",1
"Nadhilah,Dini",1
"Amir,Sulfikar",1
"Robert,ZahiraRahvenia",1
"Siswoyo,AdiBagus",1
"Suryaputri,GustiAthifa",1
"Yuliana,Iyan",1
"Trianasari,Aprilia",1
"Roslam,MuhammadAbdillah",1
"Putra,MuhammadRaflyAnggara",1
"Harli,IzzatulIslami",1
"Pratama,KharismaNur",1
"Wahpiyudin,CepAbdulBaasith",1
"Elba,ShintaFatina",1
"Zatalini,Halimah",1
"Alimah,ShobirohNuur",1
"Mahendra,MuhammadChosasih",1
"Soraya,Siti",1
"Yunindika,Thufeil",1
"Lituhayu,VaniaAqila",1
"Maria,Bintang",1
"Achmad,Dinoto",1
"Handayani,Rini",1
"Armadiani,RosaliaAptaHanindya",1
"Januarsih,Vera",1
"Jannah,Kholifatul",1
"Hilmy,MuhammadNaufal",1
"Qoshmal,MuhammadRentsaqifHazazi",1
"Nugroho,BayuAji",1
"Ainun,Sintya",1
"Fajri,RahmaAulia",1
"Irwan,MuhammadArifathulFikri",1
"Muharani,NabilaEsa",1
"Ludfi,AlmiraFirnaFitrianti",1
"Putri,Junia",1
"Maiyosa,MegaFenika",1
"Dwiputra,Aditya",1
"Ratri,DeviSagita",1
"Nuraini,Della",1
"Devita,Liza",1
"Leo,IrfanHefri",2
"Aridewa,DamaraWisnu",1
"Nugraha,AndikaWahyu",1
"Dekriyatna,LuciaCyrillaEkoNugrohowati",1
"Hasanah,Aulia",1
"Febri,Adzi",1
"Rahmawati,Novi",1
"Primadani,DhikaKintania",1
"Salasa,Novi",1
"Rifayanto,RaniaPermata",2
"Kurniawan,MuhammadDeru",1
"Gusfa,MiaAnnisa",1
"Alfin,Edward",1
Nurpaidah,1
"Pradana,Yudha",1
"Zuniga,Gemela",1
"Nataprawriya,SukarmanJaya",1
"Clara,ApriliaStefannySanta",1
"Permatasari,Anisya",1
"Wijayanti,Eka",1
"Lestari,NadiahAyu",1
"Afrendi,Erwin",1
"Sari,LuthfiFitriyana",1
"Azzhuhri,Zhuhri",1
"Jahuddin,ReskyWulandariR",1
"Wibawati,Yuli",1
"Tarigan,MaheswaraAdhitsaqifDewariqo",1
"Kamil,MuhammadAfifuddinAbdurRosyid",1
"Monika,Dewi",1
"Hidayah,RizkiNur",1
"Septiani,Willis",1
"Nurjanah,AudraSiti",1
"Ningrum,IntanCahya",1
"Selviana,Rini",1
"Fortuna,Dewi",2
"Fauzia,AlvinaSyafira",1
"Yulianawati,Yashinta",1
"Samuki,Khairul",1
"Astuti,Dwi",4
"Nugroho,EkoPrasetyo",1
"Farhan,MuhammadMuflih",1
"NATALYA,AYATINA",1
"Adi,AriniAnnisa",1
"Pratama,DivaryRaihan",1
"Melati,Ana",1
"Sari,RahmadiahYustika",1
"Sari,Purnama",1
"Kholifatunnisa,Amalia",1
"Lusiana,Devi",1
"Serin,MariskaAprina",1
"Yositama,HasnaKartika",1
"Putri,FriescaRifani",1
"Adiyana,Imam",1
"Zahra,GaluhSamia",1
"Fajri,RantauAdrian",1
"Putri,AnisaDwi",1
"MuktiAli,Mochammad",1
"Pratesti,NilaSauri",1
"Sukmadinara,Edi",1
"Azmi,TengkuFanri",1
"Kusuma,MuliaArta",1
"Mochtar,ZahraDwipa",1
"Zufitrianto,Hafidz",1
"FarzumR,MuhammadYuzil",1
"Akbar,MuamarAziz",1
"Pradana,HarisAdhi",1
"Ilyas,MuhammadFikri",1
"Tobing,AngelicaSeptiani",1
"Kusuma,Alim",1
"Oktavia,RifkaYessica",1
"Nadisa,Nindi",1
"Syfa,RafiandraFarras",1
"Setiawan,RezkyAgust",2
"Sagita,GiovaniOvi",1
"Rusyda,AkifaLaila",1
"Yusuf,FauzanAditiya",1
"Suhendi,Suhendi",5
"Pulunggono,AhmadHeko",1
"TeguhPratama,Ryan",1
"Sukmadewi,Mutiara",1
"Sukarsih,DwiRiza",1
"Hasibuan,AbdRaufMustafa",1
"Annisa,Luthfiah",1
"Bernadette,Theresia",1
"Lestari,Winda",1
"Nuraini,Rani",1
"Gunawan,KarinaEkuDwinanda",1
"Ramdhani,NidaMardhiyah",1
"Sitorus,YuliGandaria",1
"Amani,AnnisaZata",1
"Hutapea,AdrianLeonardo",1
"Isra,MuhammadSaddam",1
"Suroso,Adani",1
"Faqih,Ahmad",1
"Rohmah,NailaSyahida",1
"Fiorenza,FeliaAprina",1
"Rahmah,MisykahWihdati",1
"Kusumaningrum,VeraSiska",1
"Lisnawita,Lisnawita",1
"Yanto,Des",1
"Azzahra,NajmiSalma",1
"Nabilah,Afra",1
"Kusumastuti,RatnaYulia",1
"Fauziyah,Ulfah",1
"Fathiya,Fathiya",1
