author,jml_penelitian
"Zuraida,Rina",4
"Imanny,RamadhitaNurul",1
"Fernandes,Tommy",1
"Fatima,ShafiraPutri",1
"Moha,AlfianMegel",1
"Septianingsih,SriRahayu",1
"Sala,Ridwan",1
"Lelana,NeoEndra",3
"Nurjaya,Wayan",2
Mujahidawati,1
"Setiawan,RaditePA",4
"Nufus,TatunHayatun",1
"Prabowo,Rachman",1
"Yulianto,Muhammad",2
"Wulandari,Dyah",1
"Maharoesman,RizkyAkbar",1
"Rusli,MeikaSyahbana",34
"Banurea,KhairulRizaldi",1
"Rosidin,MuhammadHafid",1
"Rosyid,MuadzAbdul",1
"Lestari,DewiApriliaAjeng",1
"Arifatin,Dini",1
"Hapsari,DhikaPrita",19
"Kurniawan,BennyRobby",1
"Laba,IWayan",1
"Utami,Aidha",1
"Yusmur,Armaiki",1
"Semarayani,CokordaIstriMeyga",1
"Lalang,Damaris",1
"Lestari,Dian",1
"Messakh,JanuarHarunPaulus",1
"Fuadzy,Hubullah",1
"Satono,Bagus",1
"Transplacia,Atloria",1
"Adityatama,RozaqaWahyurianto",1
"Indrawan,Mochamad",1
"Syahrullah,FakhriNaufal",1
"Ariston,Lovedrianto",1
"Manik,DekyAlfiyan",1
"Armonugroho,TioHilmi",1
"Kusumaningtyas,Tiara",1
"Rajbiani,SyifaNurfadilah",1
"Pujiantoro,Lilik",1
"Sari,RohmaYunita",1
"Agustina,SriEndah",22
"Ramadan,RaditaRiski",1
"Abyan,RezaMuhammad",1
"Mangunwidjaja,Djumali",9
"Muna,ZulfaNadhifatul",1
"Hasbullah,Rokhani",52
"Febyola,Wella",1
"Astuti,SriPuji",2
"Mochamad,Farit",1
"Maulida,Asih",1
"Priyoutomo,NurBambang",1
"Fajrin,Anang",1
"Utami,AnnisaRizky",1
"Nuraisyah,Ani",17
"Rosmawati,Arvita",1
"Putri,ARiniSahni",1
"Danish,LisaMichelle",1
"Pasetha,Andre",1
"Prasetyo,PrasetyoBudi",2
"Kaban,Aronika",2
"Jaya,YalesVeva",2
"Putra,AndreReza",1
MFRahardjo,4
"Zahid,Ahmad",4
"Annisa,ChilmiaAyu",1
"AlGhiffary,GustiAbiDzar",1
"Simanjuntak,CharlesPH",23
Kustiyani,1
"Raprap,IanaegeaRandiokoHans",1
"Handayani,Destia",1
"Rohaeti,Elly",1
"Kusmiati,Lisda",1
"Khairunnisa,Nadia",2
"Napitu,JaPosman",1
"Indarwatmi,Murni",2
"Hubeis,AidaVitalayaS",3
Herawati,16
"Aisyah,Imas",1
Setiadi,2
"Thahir,Ridwan",1
"Adhiguna,RizkyTirta",1
"Lamane,SitiAisa",1
Sriwijayanti,1
"Prastyo,Andri",1
"Prasojo,DanielPandu",1
"Putra,GemaAditya",1
"Tambunan,AudryRutPatricia",1
"Adinugroho,MuhammadHafizh",1
"Ridho,FaqihAli",1
"Anggara,BayuMukti",1
"Junior,MZairin",3
"Abadi,Mitra",1
"Siahaan,BagasOktofano",1
"Fakhri,Widian",1
"Utami,LarasNoor",1
"Haq,PradanaIqomatul",1
"Yusuf,MuhammadAshari",1
"Nurviana,Mira",1
"Sihombing,BoySandiKristian",1
"Harianja,Renaldi",1
"Puteri,LarasAulia",1
"Musyafa,IrfanRafii",1
"Sayuti,DiahDwi",2
"Kurniawan,Ikhsan",1
Kristian,1
"Indani,NaliaYustika",1
"Panjaitan,JamesParlindungan",12
"Khairum,AbrarAddinul",1
"Yasir,AhmadMujrini",1
"Amfotis,JefrianusTahoni",1
"Siregar,NoraAdelina",1
"Ulum,FakhrulMokhamad",1
"Nurani,Suci",1
"Nugroho,AgungTri",2
"Ilyas,AbdulZahid",12
"Sjadzali,ImamSubekti",1
"Pardan,NurFadhilah",1
"Haryati,Dian",1
"Susanti,AriskaDwi",1
"Rambe,AziariaJuliaAzzahra",1
"Ningsih,FaridaKurnia",1
"Paramitha,Mia",2
"Astuti,Indri",1
"Yulian,Hany",1
"Firmansyah,Kiang",1
"Marliana,Lia",1
"Sari,RosMeita",1
"Widyatmoko,SumayasriAjiNoor",1
"Nurfazizah,Retty",1
"Hasanah,NeshaPriga",1
"Purnamasari,Rizki",1
"Wigena,AliHamim",1
"Sumertaja,IMade",1
"Daraputri,Anisa",1
"Hidayati,AnnasytassyaNurul",1
"Aman,Amril",18
"Chandra,AlfienArdyan",1
"Ananjaya,AkhmadAghzath",1
"Puspita,ChintiaAyu",1
Chalena,1
"Hana,Asiah",1
"Aditya,AchmadCahya",1
"Sumaryada,TonnyIbnu",1
"Jaya,AchmadMuharam",1
"Riyanti,Anita",1
"Fransiska,VegaErdianaDwi",1
"Persadani,Indahsari",1
"Putranto,BagusAdi",1
"Budiman,Candra",26
"Wahyuni,SeptiaCatur",1
"Kalam,MuhammadRaful",1
"Fajri,BagusNadhif",1
"Adam,MFachrizal",1
"Harbowoputri,Smaradinda",2
"Kusharto,ClaraMeliyanti",23
"Rohdiana,Dadan",2
"Rahma,Amalia",1
"Atmoko,SriSuciUtami",6
"Saputra,Fajar",1
"Pamungkassari,AyuResti",1
"Anwar,LinaAlvionita",1
Freshtriana,1
"Purnama,GifariNugraha",1
"Adhi,AndriyonoKIlat",1
"Sutisna,Devi",1
"Kuswandi,CarlaRiana",1
"Rustiani,Fitri",1
"Trianggiani,Helgina",1
Muanah,1
"Christine,Grace",1
"Annazah,NurSiti",1
Nurwati,1
"Janah,Nur",1
"Wardani,MiaAyu",1
"Ulfa,SoniaFitria",1
"Jaya,Rina",1
"Prasetyawati,Citra",1
"Arizona,Yuanita",1
"Hutapea,HerbinJonathan",1
"Aditya,IGustiNgurahGalang",1
"Susila,AnasDinurrohman",24
"Wirabawana,BartolomeusVarianYuliharsa",1
"Malihah,Zahro",2
"Lestari,SaraBunga",1
"Wijayanto,Dwi",1
"Dewi,YollaMutia",1
"Brigita,Stevani",1
"Asyari,DeaKanditaHanaKarisma",1
"Adelina,Maria",1
"Putriyani,RenyNur",1
"Vilia,Bella",1
"Hidayat,Taufiq",1
Retnaningsih,18
"Tyas,Ayuning",1
"Paraiyannie,Mega",1
"Afifah,Khaulah",1
"Hambani,Fauziah",1
"Anggriawan,Rendy",1
"Widyawan,MuhammadHabib",1
"Wahyuning,ArdieSintho",1
"Anshori,MuhammadFuad",2
"Panjaitan,PaskhaH",1
"Aprillyana,Nia",1
"Wilarso,Sri",1
"Maulidiah,Susi",1
"Ardiasyah,Muhammad",1
"Dali,Irvan",1
Haryanti,1
Zuraida,2
"Wahyudin,Yudi",4
"Abidin,Anugrawati",1
"Kurniawan,DwiTjahyo",1
"Handharyani,Eko",1
"Soejoedono,RetnoD",7
"Putri,DwiDesmiyeni",1
"Chozin,MuhamadAchmad",14
"Rahmi,Efita",1
"Fahmi,AhmadRizal",1
"Suwarno,FaizaChairani",2
"Safitri,GhaisaniEka",1
"Purba,Perananta",1
"ElAyyubi,Salahuddin",3
"Fida,MA'lanasaAndika",1
"Halimah,Khusnul",1
"Siregar,GitaAndini",1
"Utari,MeiHardianti",1
"Lastriana,Mia",1
"Hutami,MunaRizki",1
"Galih,Idat",1
"Yolanda,LindaSri",1
"Haryati,RatnaPuspita",1
"Permana,AsepTata",22
"Khomsa,SitiNur",1
"Harahap,PutriNoviYanti",2
"Pradana,HafidArya",1
Nurmiasih,1
"Tambunan,IkaRoostika",2
"Handini,Elizabeth",1
"Nugroho,LilikPujantoro",1
"Samang,AndiMarlisaBossa",1
Alias,1
"Wardani,DiyahKusuma",1
"Rahma,AnissaSiti",1
"Sarjani,AlvitaSekar",1
"Derik,Efral",1
"Mutamimah,Dewi",1
"Widhiyanto,Iman",1
Muliana,1
"Managanta,AndriAmaliel",1
"Ginting,SimonPetrus",2
"Tarigan,Andi",3
"Saragih,NoviaFitriYanti",1
"Yuniarti,Erni",1
"Soedomo,Sudarsono",10
"Mudhofir,MuhammadRifqiTirta",1
"Iskandar,Budhihascaryo",1
"Dariansyah,MochRicky",1
"Izma,UlfahNur",1
"Makalev,AfraDN",1
"Saputra,ShendiDian",1
"Mandalika,Taksaka",1
"Yokawati,YunnaEgaAsh",1
"Mulyono,SelviaFebriyanti",1
"Nurwiati,Witri",1
"Chozin,MuhammadAhmad",3
"Nugraha,Ucu",1
"Lestari,ViraKurnia",1
"Sarah,RizkikaBeti",1
"Sechan,ArthiezaPratiwi",1
"Wibowo,Hartanto",1
"Harry,EugeniaPutriPermata",2
"Mayasari,Elfa",1
"Praktika,Adiwiguna",1
"Pratisadewi,Almira",1
"Nisa,FawwazKhairun",1
"Lestari,Isnayulia",1
"Ramadhan,Gilang",4
"Dittama,ImanniarYutaEllana",1
"Wahyuningsih,IndahSri",1
"Priandana,Karlisa",39
"Abiyoga,Iqbal",1
"Hasudungan,IvanderManuel",1
"Faadhilah,Nisrina",1
"Sodik,Gopur",1
"Sembiring,AdeIndraMaulana",1
"Putra,BobbyUtomo",1
"Hariyanto,AmandaErtiara",1
Farhana,1
"Khairani,Hazrina",1
"Rahadian,FakhriJauhar",2
"Kusriyanti,Asti",1
"Hulu,PutriIdamWati",1
"Firdaus,FajrinRimadhyani",1
"Devi,SitaSofie",1
"Tintin,Sarianti",1
"BrSitepu,SintaMaria",1
"Rahmi,SuciFadhilah",1
"Puspitasari,Siti",1
"Fitriah,Tia",1
"Fauziyah,Sarah",1
"Paojiyah,SipaRizkina",1
"Fauziah,SofiaNur",1
"Rawi,SafiraNovalinda",1
"Firdaus,Akmal",1
"Ratnawulan,Anggun",1
"Raafi,Ahmad",1
"Muslih,AliMuhammad",1
"Hardhienata,MedriaKusumaDewi",50
"Masruriyah,AnisFitriNur",1
"Rivai,EkiPratama",1
"Margi,DwiSuci",1
"Rahayu,Fani",1
"Nasrowi,HafidzalFurqan",1
"Janato,Fajar",1
"Jenie,RenanPrasta",1
"Arlianty,LiaShafira",1
"Sulistyaningsih,YohanaCecilia",2
"Hilmi,Muhammad",2
"Obe,LeonardusFrengky",1
Khairunnisa,2
"Wicaksana,Kunaifi",1
"Ali,MuhammadAdlan",1
"Latief,MFadhlirrahman",1
"Purwanto,PriyoBagus",1
"Murdani,Khairul",1
"Rahmasari,ShintaNur",2
"Sholikhah,Mar'atus",1
"Arfa,Ocviriani",1
"Safitri,Rosdiana",1
"Larasati,Mahardika",1
"Rahayuni,NiMadeDeniSri",1
"Vikarina,OlgaJulieta",1
"Anggraeni,SriDewi",1
"Fahlevi,Reza",1
"Hanifa,CittaAriestistya",1
"Fuad,AsrulMuhamad",6
"Salsabila,Syafira",1
"Putri,ReziIntan",1
"Widiantara,Ade",1
"Suharyana,Agung",1
"Wicaksono,BiyantoDaru",1
"Handari,BrigitaSri",1
"Praja,AndiaPutra",2
"Benedictus,Joseph",1
"Meilan,TriaMutiari",1
"Bayuardi,Willy",1
"Arisandy,Poppy",1
"Syuryadi,Novfitri",1
"Nurfitriani,RizkiAmalia",1
"Purnama,RizkyGunawanSugeng",1
"Mulyani,Rahma",1
"Ananda,Ridho",1
"iAnggraeni,Lukytawat",1
"Mahestyanti,Puri",1
Sulustijorini,1
"Meliza,Rezika",1
"Olivita,Esperansa",1
"Putri,FennyKarlinaDewi",1
"Dewantoro,Auraga",1
"Rizqia,EkaKhaula",1
"Syarif,Muhammad",1
"Iwan,Yusup",1
"Arif,AbiKarami",2
"Abdullah,AhmadRijal",1
"Rusmna,Iman",1
"Akhdiya,Alina",12
"Satwika,TarunaDwi",1
"Sanjaya,LuthfianRiza",1
"Syukroni,Ikbal",1
"Harahap,Idhamsakti",3
"ulHassan,Waheed",1
"Sidik,ZelinNurfadia",1
"Anwar,ReskiatiWiradhika",1
"Dharmawan,IGedeWahyuDani",1
"Bunga,SelvandaMoreine",1
"Saputri,EkaIndri",1
"DomuSimbolon,Domu",1
"Maulana,Anwar",1
"Hartanto,Tri",2
"Reynaldi,Ilham",1
"Shaliha,Amila",1
"Guzman,Gundasalfus",1
"Zudah,EkoCahyoHutomo",1
"Effendie,Hefni",1
"Pangastuti,Kurnia",1
Azrifitria,1
"Fatmala,AnnisaRahma",1
"Farikhah,HanedaNoor",1
"Suryanto,Heri",1
"Megawati,Kartika",1
"Arum,Isti",1
"Caisario,Ihsan",1
"Ningrum,AfriliaMadaYunita",1
"PramudyaN,Bambang",2
"Las,Irsal",2
"Yahya,VandaJulita",1
"Anisah,LaelaNur",1
"Rahayu,Sherly",1
"Sondita,MFediA",5
"Wibowo,Berbudi",1
"Manik,HenryM",16
Susilohadi,7
"Solikin,Steven",15
"Agustina,NidiaHaiva",1
"Putra,RianRahmatAfwar",1
"Nurkhayati,Rina",1
"Hidayat,YayanNor",1
"Luthfi,AbdulHabib",1
"Dewi,AndiniKesuma",1
"Ariandi,FikaDessy",1
"Nelwan,LeopoldOscar",31
"Syafarudin,AhmadRizky",1
"Ratu,GraceEveFeliciaLepa",1
"Muhamad,Soleh",2
"Ifdholy,Muhamad",1
"Aini,Yusratul",3
"Siagian,YosephaGianaPutri",1
"Cahyati,Resti",1
"Pratama,RahmadIlham",1
"Darsono,TaniaAmalia",1
"Kamelina,SitaNabila",1
"Utama,RizkiAnanda",1
"Sari,Ristiyana",1
"Hanif,Senoyadi",1
"Vidola,Riri",1
"Dasuha,RosePurba",1
"Syah,SetiawamPutra",1
"Widodo,MujiListyo",2
"Wulandari,AninditaAyu",1
"Cahyani,RoroApriliaPutri",2
"Dwifentary,Rani",1
"Munthe,RibkaCynthiaFeberta",2
"Syahidah,RisydaAulia",1
"Tresnawati,PutriIndah",1
"Masyita,FitriAmalia",1
"Atang,Sutandi",1
"Budi,Nugroho",1
Dzaky,1
Rahayu,1
"Darwis,Darmawan",3
"Ambarsari,Evi",1
"Anwar,DewiRezalini",12
"Putranti,DeflinAnggita",1
"Violetta,FransiskaRona",1
"Adnan,FaisalZuhri",1
"Shintohapsari,Diajeng",1
"Akauna,GusnandaMaori",1
"Mohamad,Kusdiantoro",16
"Purnama,Gita",1
"Maryono,IndrianiPutri",1
"Salmah,IsmahAtika",1
"Priyono,BagasAris",1
"Darusman,HudaSalahudin",11
RRSoesatyoratih,1
"Kusumanto,GalihSatria",1
"Arum,DiahSekar",1
"Buwana,BintangMustika",1
"Purnomo,Herry",17
"Rizqi,NiaAzizah",1
"Ramadhani,FitriaSuci",1
"Ridha,MohammadAli",1
"Andalas,Ricardo",1
"Sabrina,Hani",1
"Faizah,Nur",1
"Yeni,Melda",1
"Fhambian,Hangga",1
"Dharmaputra,OkkySetyawati",2
"Fransiscus,Jeffrey",2
"Sadik,kusman",1
"Afendi,FaritMochammad",2
"Ramadhan,MuhamadFickri",1
"Oktihafifah,Dania",1
Purwono,37
"Magandi,FitriIsnaini",1
"Nasywa,Faishal",1
"Wardani,FadlilahKusuma",1
"Rahmat,FajriNur",1
"Hidayat,DwiDjosep",1
"Sari,IndahPurnama",1
"Aprilani,FitriaWahyu",1
"Octaviani,Yanti",1
"Ramadhan,ZalsaLahira",1
"Widyawati,Yunita",1
"Kurnia,ZahraNabila",1
"Putri,TamaraAfina",1
"Sholihah,Uswatun",1
"Nabila,ThiesyaFildza",1
"Fatimah,WahyuSiti",1
"Ikhwanti,Amalia",1
"Sudarwanto,BMirnawati",1
"Trioso,Purnawarman",1
"Januari,Connie",1
"Alamsyah,MohamadHifdhy",1
"AlZahra,Windi",5
"Rahmawati,Kurnia",1
"Ayu,Lola",1
Hizkia,1
"Triyono,Rachmat",1
"Mahmuda,Khoiril",2
"Novyanty,Kiky",1
"Pratiwi,Ismayanti",1
"Andika,IdaBagusMadeBaskara",1
"Rohmah,IsnaLailatur",1
"WahyuEK,Yudiwanti",5
"Freygen,JoseDaCostaRonal",1
"Suwardane,KomangEke",1
"Momongan,JorexDaniel",1
"Nuraeni,Reni",1
"Dondin,Sajuthi",2
"Sanam,Maxs",1
"Joesoef,JayusmanArsiyanti",1
"Wahyuningsih,Utami",1
"Yunieswati,Wilda",1
"Purboningtyas,TitisPury",1
"Rajagukguk,DianPitaloka",1
"Rizaldi,DionSetyo",1
"Sukamto,Aditya",1
"Malia,EndahNur",1
"Arsa,AndiRachmat",1
"Wijayanto,Erwein",1
"Azizi,ErnesSeptina",1
"Zahraini,Rafika",1
"Putri,DaviMardhaRyana",1
"Ramadhan,CharakaRafila",1
"Kautsar,Rere",1
"Sari,CitraAtrina",1
"Sanjaya,Charlie",1
"Masithah,Dewi",1
"Tornado,Farrel",1
"Giriwono,PuspoEdi",46
"Manshur,HanifAlamudin",1
"Panjaitan,NurmalaK",3
Husaini,1
"Luthfi,Muhammad",2
"Triyadi,Nades",1
"Tongdeesoontorn,Wirongrong",1
"Aziz,MArfanul",1
"Setiawan,MuhammadFahrizal",1
"Lelana,RpAgus",1
"Ulya,Lailatul",1
"Taqiuddin,MuhammadAzmi",1
"Khonza,Mutia",1
"Taqwa,MuhammadIchsan",2
"Russianzi,Wanda",2
"Septianawati,Indira",1
"Nugroho,Muhamad",1
Ulpiyah,1
"Rahmawati,Vindri",1
"Mayasari,NiLuhPutu",1
"Tifani,Andi",1
"Syahril,TeukuTjutHelvi",1
"Ahdamana,Tsabit",1
"Hamma,JulfinePetridaLilo",1
"Bahtiar,Rizal",33
"Lathifah,FarithaNur",1
"Napitupulu,DarrinChristyKusumaningrum",1
"Adhi,Wardianto",1
"Ahlaq,LathifahMakarimal",1
"Harahap,HanraHamzah",1
"Dewey,Rico",1
"Rizaldi,Nawareza",1
"Inayah,RiaNurul",1
"Rezki,MaulidaAulia",1
"Anwar,Sayaiful",1
"BrSitepu,Sehtawarta",1
"Saragih,SitiHartatiYusida",1
"Akram,SittiRahbiah",1
"Aditia,RifkiPrayoga",1
"Fitriana,Jayantika",1
"Ahli,MAmalul",1
"Puspitasari,IkaPutri",1
"Putra,KusumaIndra",1
"Arzia,KaniaLatansa",1
"Fitria,DiniRatu",1
"Novianti,TustiahTri",1
"Kurniadi,Bugi",1
"Novianti,NengElin",1
"Prasetyo,YogaSigit",1
"Mutaqin,HamzahKikin",2
"Ardyanti,Novie",1
"Fadhilah,Salma",1
Novita,1
"Kamal,Mukhlish",1
"Angraini,Willy",1
"Listiawan,GilangBagus",1
"Sidqi,MuhammadHasbi",1
"Sumaryano,Heru",1
Hamdani,1
"Zakaria,RungkatFransiska",1
"Khalis,MFajarSulthanNur",1
"Hendryan,Putri",1
Ikhwanudin,1
"Ilyasa,Muhadzir",1
"Kurnia,Iwan",1
Susilawati,6
"Nawawi,Soraya",1
"Cahyanti,IkaFaztin",1
"Sondita,MuhammadFedi",1
"Meuthia,Dinda",1
"Gustilatov,Muhamad",3
"Jali,Nur",1
"Assyfa,AtqiyaNur'",2
"Pratama,DimasWahyu",1
"Intansari,Marina",1
"Ulhaq,MuhammadZikri",1
"Sagala,MartinusBintangPamungkas",1
"Farma,Albert",1
"Syarief,Hidayat",3
"Vidyarini,Andra",1
"Paramita,Aldila",1
"Purnama,Dase",1
"Herlambang,DemasMaulana",1
"Pertiwi,DesiPutri",1
"Murthi,AirlanggaVisnhu",3
"Pratiwi,CitraAri",1
"Wibisana,DoniDera",1
"Purwanto,MohYanuarJ",7
"Hidayat,EkaRahmat",1
"Adriana,LaksmitaKartika",1
"Siswanto,LeillaFaz'riahHertiawati",1
"Ulfah,Meuthia",1
"Albahrawi,MuhammadZaki",1
"Budi,Wahyu",1
"Dhalianty,Julia",1
"Herdayanti,Novi",1
"Kamilah,Khairiyah",10
"Arindiah,NurIhda",1
"Anshar,AmeliaRamadhani",1
"Fauziyah,Anna",1
"Pratama,AgiefJulio",1
"Utami,AinyAmelya",1
"Hidayatullah,Akhmad",1
"Kaiin,EkayantiMulyawati",4
Ananda,1
"Sri,Mulijani",1
"Dyah,Iswantini",1
"NovikNur,Hidayat",1
"Febryanti,Amalyah",1
"Nandita,Bella",1
"Sri,Wahjuni",1
"Ananta,KusumaWisnu",1
"Wicaksono,Aditya",1
"Hadi,UpikKesumawato",1
"Mazaya,Adreanna",1
"Agungpriyono,DewiRatih",7
"Wismoprayogo,Aditama",1
"Nurhasanah,Afifah",1
"Saleema,AinulKhadija",1
"Cahyadi,DanangDwi",3
"Chairunnisa,Deanty",1
"Hilaliah,Asah",1
"Ming,AngGuan",1
"Aji,ArgoWibowoBayu",1
"Malinda,RatrianaTitis",1
"Adelyadi,Alif",2
"Massijaya,MuhammadYusram",2
"Putra,AriBima",1
"Harun,TubagusMuhamad",1
"Sukria,HeriAhmad",29
"Ardani,Vica",1
"Siregar,SaliFikri",1
"Muhammad,Ridla",2
"Rohmah,UmiNikmatul",1
"Telaumbanua,Sukses",1
"Lestari,FebieTri",1
"Wulandari,DianRetno",1
"Indro,MuhNur",1
"Aviana,Elza",1
"Fitrianti,Febby",2
"Prawasti,TaruniSri",17
"Purnamasari,Dita",1
"Wedaswari,IdaAyuIndah",1
"Fitriani,FebiPutri",1
"Putra,AdamSukma",1
"Ermawati,Erni",1
Ermayanti,1
"Sari,DeviPermata",1
"Huwaida,FarahFaadhilah",1
"Nadilah,DithaFortune",1
"Dianti,EkaKresno",1
"Mediana,EvelynWidya",1
"Amir,Fahrizal",1
"Ermawati,Erwina",1
"Homel,SangGelegar",1
"Harahap,SyarifSultoni",1
"Go,RiskaTezara",1
"Febyanti,SafitriAyu",1
"Hartati,RagilPri",1
"Fitriana,Rofikah",1
"Octavin,NalidaTera",1
"Ali,KalifahMuhammad",1
"Qorieb,NashrurRahman",1
"Rahmah,RifqiAlfiani",1
"Alamsah,Deni",1
Adhyanti,1
"Bramandito,Aditya",1
"Verdian,AldiHuda",1
"Rosalia,AyangArmelita",1
"Firdaus,DedenJaelani",1
"Bagaskara,AndikaSurya",1
"Khasanah,AnisyaNur",1
Batubara,1
"Sari,Mulya",2
Monafathia,1
"Suwarti,Muji",1
"Febriansyah,MuhammadIrfan",1
"Risal,Muhammad",1
"Ariyanti,Ria",1
"Setyawati,MellyPratiwi",1
"Baharuddin,Nurfaisah",1
"Qayyim,DzikriIbnul",1
"Hermowo,JarwadiBudi",1
"Anuari,Fitria",1
"Sapitri,EkaWinarni",1
"Vesma,Belisa",1
"Prabowo,BagasAdji",1
"Tryfani,Dita",1
"Rahman,DedeAulia",41
"Damayanti,DewiNovitri",1
"Sutriyono,Agus",1
"Aqmar,MariniZatil",1
"Iqbal,MuhammadChairul",1
"Agustianto,Rizqi",1
"Maulana,NoviNursafitri",1
"Purnama,SatyaAdi",1
"Karlina,Nita",1
"Ibrahim,MuhammadNaufanRais",1
"Amaliah,Rizka",1
"Subekti,Isnani",1
"lKhumaida,Nuru",1
"Prameswari,Wuri",1
"Jaisyurahman,Usamah",1
"Adinugroho,Widyayanto",1
"Pakniany,Yamres",1
"Siregar,YustikaFadilah",1
"Rumlaklak,YanseYane",1
"Haris,WilagaAzman",1
"Widyarti,Mieske",1
"Harini,WeniMukti",1
"Awanis,Nisa",1
"Kurniasih,Semi",1
Roberto,1
"Alzamakhsyari,LouAyy",1
Melanie,1
DariusChristianOhee,1
"Budhiman,Syarif",3
"Aprillano,VarrencoJosye",1
"Putri,YuniaEka",1
"Munibah,khursatul",1
"Harimurti,EkoFitriono",1
"Prasetyo,Haris",1
"Najmi,Lailatun",1
"Purwanto,Aris",6
"Saragih,CrismasSriRejeki",1
"Yanthi,EvyRusmanida",1
"Suharjo,Budi",37
"Sitorus,Friska",1
"Novika,Fanny",1
"Wiryawan,KomangG",5
"Hersade,JonathanJulian",1
"Ghozian,ThoriqAbdullah",1
"Purba,Mulia",3
"Simarmata,ThomasAnggaPutra",1
"Ramdhani,Rakhmat",1
"Anggraeni,Anneke",10
"Wahyudi,Tri",1
"Khairunnisa,Zakiyah",1
"Azani,ZendaraBeda",1
"Dhaneswara,Tanto",1
"Abdurrahman,Abyan",1
"Oktaviany,Yeni",1
"Suhadi,Ujang",1
"Dewi,FitriyaNurAnnisa",16
"Kurniati,Yeni",1
"Septiandari,Mitha",1
"Bumulo,Sahrain",1
"Rizqiani,Sakina",1
"Hartono,Yulianto",1
"Tarigan,HardiSatria",1
"Tarigan,Rallyanta",2
"Sholihah,MutiaraMarAtu",1
"Wirastuti,Dwi",1
"Yolanda,Vina",1
"Adriana,Rizkyta",2
"Rahayuningtias,Oktavia",2
"Septiani,Stevia",29
"Indraswari,Retno",1
"Setyaningsih,Erlina",1
"Widiastuti,Lisa",1
"Syamsudin,DzikryLesmana",1
"Saifuddin,DinaSuryaning",1
"Falashifa,Eriza",1
"Mahendra,Gusti",1
"Faturakhman,Hamzah",1
"Haq,MuhammadAsadNuzulul",1
"Nur'aini,Hanifah",2
"Putri,GivenPautamiMarthia",1
"Asih,IndahDwi",2
"Seno,GalihArio",1
"Oktaviani,WidiaBela",1
"Adi,MuhammadAriefKalbu",1
"Puspita,Indah",3
"Yoanda,Jefry",1
"Wulandari,GustiPutuMutia",1
"Wiryawan,KomangGede",4
Zainuddin,2
"Wardhana,AprilHari",1
"Akbari,RizalArifin",5
"Dewanti-hariyadi,Ratih",1
"Panjaitan,Raini",1
"Hartono,NofaAndriastutiDewi",1
"Mursyalatiyus,IsnainyDinul",1
"Rukmana,Engka",1
"Handayasari,Faridah",1
"Sulistyorini,Endang",1
"Widaya,LukmanDenny",1
"Zelpina,Engki",1
"Wahjuni,Sri",43
Yulianah,2
"Aidismen,YuliaDwiPutri",1
"udadi,UntungS",1
"Fauzan,AufaZinda",1
"Hanifa,DalilahFarhan",1
"Guritno,Adhityo",1
"Rabbani,Ahsan",1
"Dewi,TriIsyaniTungga",2
"Widajati,Eny",44
"Nazara,AnugrahTriputra",1
Ainammardliyyah,1
"Perng,Lee",1
Amrozi,20
"Sakinah,NabillahAnanda",1
"Hayati,Najma",1
"Ardi,MeylinaPutriSantri",1
"Naldi,Jefri",1
"Maharani,Jeni",1
"Aryani,SatyaningtijasSismin",1
"Elok,RetnaniBudi",1
Irwan,4
"Fitriani,Maulida",1
"Nisak,VinaKhoirotun",1
"Ramdhani,Riki",1
"Prastyo,ZendyPutut",1
"Ariffudin,Achmad",1
"Sari,YayukAstriaMutiara",1
"Yuniva,Rieskha",1
"Fatmala,Shinta",1
"Santikayasa,Putu",2
"Diva,NolaClara",1
Novitri,1
"Widyastuti,MarlianaTri",1
"Syarifah,Mauludiyyatus",1
"Astusi,RikaIndri",1
"Mala,MonicaInaMartha",1
"Hartini,Novasari",1
"Dewi,NurulMustika",1
"Fajri,MRaihan",1
"Agustina,Melinda",1
"Purba,RuthKristanti",1
"Dewi,OkkyTiaraSari",1
Rifka,2
Muliadin,1
"Sujatmiko,Galih",1
"Setiawan,HendryIndra",1
"Joko,Purwono",1
"Henmarwan,Guntur",1
"Prasetyo,Dani",1
"Putri,FarasmaNabila",1
"Yulianti,Dewi",1
"Nurani,TriWiji",34
"Hermawan,MuhammadRiezky",1
"Meikasari,NilaSepti",1
"Astuti,Yuly",1
"Dzikrullahiakbar,NaufalNabil",1
"Paramita,PutriNirwana",1
"Utami,Budi",1
"Nurwida,Arni",1
"Novianti,Retna",1
"Hanif,MuhammadAffan",1
"Hasanah,Nurul",1
"Aziz,SaikAbdul",1
"Istiqlal,RahmaFadhila",2
"Dewi,Sonya",1
"Zulkarnain,MukhammadThoha",1
"Ulfa,NurIsnaini",1
"Hernowo,BudiJarwadi",1
"Ulumiyah,Nurul",1
"Januar,Rahmawati",1
"Miranda,PutriAria",1
"Arief,Chusnul",3
"Kartika,Ruth",1
"Pertiwi,ListiaAyu",1
"Setiadi,MauditaRestu",1
"Astini,Wining",1
"Ginting,IndahSuryani",1
"Alamud,Aam",1
"Mohammad,FaisalAli",1
"Ramadani,Fitri",1
"Perbani,HandangTegar",1
"Priantara,FadillahRachmahNur",2
"Nabila,Maryam",1
"Jaya,AuliaIslami",1
"Mukti,AuzanCahya",1
"Hutagalung,PutriNur'zizah",1
"Ni'mah,Nadzifatun",1
"Hidayah,Nur",2
