issued_date,title,authors,tanggal_valid,subject,cluster
2020-01-01 00:00:00,Strategi Pengembangan Koperasi Pengolahan Rumput Laut dengan Pendekatan Business Model Canvas,"['Baga, Lukman M', ' Burhanuddin', ' Mahdi, Ammar Fathin']",True,"['strategi', 'pengembangan', 'pengolahan', 'rumput', 'laut', 'pendekatan', 'model', 'strategi pengembangan']",23
2020-01-01 00:00:00,Dampak Kegiatan Pembangkit Listrik Tenaga Uap terhadap Nelayan Kecil di Pelabuhan Perikanan Nusantara Palabuhanratu,"['Solihin, Akhmad', ' Astarini, Julia Eka', ' Angelina, Gita']",True,"['dampak', 'kegiatan', 'tenaga', 'nelayan', 'pelabuhan', 'perikanan', 'nusantara', 'pelabuhan perikanan']",13
2020-01-01 00:00:00,Analisis Faktor-Faktor Yang Memengaruhi Willingness To Pay Masyarakat Terhadap Ruang Terbuka Hijau Di Kota Bogor (Studi Kasus: Taman Kresna) Mahasiswa Institut Pertanian Bogor,"['Nindyantoro', ' Nababan, Benny Osta', ' Alam, Fadil Rahmadian Syah']",True,"['analisis', 'kota', 'bogor', 'kota bogor', 'to', 'taman', 'faktor', 'memengaruhi', 'masyarakat', 'ruang', 'terbuka', 'hijau', 'studi', 'mahasiswa', 'institut', 'pertanian', 'analisis faktor', 'faktor faktor', 'faktor memengaruhi', 'ruang terbuka', 'terbuka hijau', 'institut pertanian', 'pertanian bogor', 'analisis faktor faktor', 'faktor faktor memengaruhi', 'ruang terbuka hijau', 'institut pertanian bogor']",26
2020-01-01 00:00:00,Evaluasi Indeks Curah Hujan pada Kondisi Banjir di Wilayah Jakarta - Indoneisa.,"['Santikayasa, I Putu', ' Taufik, Muh.', ' Damanik, Agata Angela']",True,"['evaluasi', 'indeks', 'kondisi', 'wilayah', 'jakarta']",19
2020-01-01 00:00:00,Aplikasi Response Surface Methodology untuk Optimasi Ekstraksi Gelatin dari Kulit Ikan Patin dan Pemanfaatannya sebagai Kapsul Keras,"['Nugraha, Roni', ' Nurilmala, Mala', ' Sriwahyuni, Diah']",True,"['aplikasi', 'optimasi', 'ekstraksi', 'kulit', 'ikan']",57
2020-01-01 00:00:00,Kapasitas Adaptif Komunitas Nelayan dalam Menghadapi Kerusakan Ekosistem Laut,"['Pandjaitan, Nurmala K.', ' Hutagaol, Eryanti Sihol M.']",True,"['laut', 'nelayan', 'kapasitas', 'komunitas', 'ekosistem']",19
2020-01-01 00:00:00,Pemodelan Nukleotida dan Sekuens Asam Amino yang Sesuai Dengan Menggunakan Partitur Musik,"['Suwanto, Antonius', ' Priyanto, Jepri Agung', ' Tenri, Ismail Maulana']",True,"['pemodelan', 'asam']",19
2020-01-01 00:00:00,Pengembangan API gRPC dan GraphQL Server untuk Aplikasi Marketplace Tokocabai,"['Rachmaniah, Meuthia', ' Darissalam, Muhammad Idzhar']",True,"['aplikasi', 'pengembangan']",29
2020-01-01 00:00:00,"Penggunaan Ruang berdasarkan Perilaku Bergerak Owa Jawa (Hylobates moloch) di Pusat Rehabilitasi Primata Jawa, Ciwidey, Jawa Barat","['Perwitasari, RR Dyah', ' Iskandar, Entang', ' Selviyanti, Karenina']",True,"['penggunaan', 'perilaku', 'jawa', 'pusat', 'barat', 'jawa barat', 'ruang', 'berdasarkan']",54
2020-01-01 00:00:00,"Kajian Regresi Poisson, Poisson Terampat, dan Binomial Negatif Pada Data Kemiskinan di Indonesia","['Aidi, Muhammad Nur', ' Silvianti, Pika', ' Ambarita, Dicky Okada']",True,"['kajian', 'regresi', 'data', 'kemiskinan', 'indonesia']",19
2020-01-01 00:00:00,"Analisis Fitokimia, Ekstraksi, Fraksionasi, dan Ulasan Potensi Temu Mangga (Curcuma mangga) sebagai Antioksidan","['Mas ud, Zainal Alim', ' Sugita, Purwantiningsih', ' Apitasari, Monica']",True,"['analisis', 'potensi', 'ekstraksi', 'curcuma', 'antioksidan']",19
2020-01-01 00:00:00,Penurunan Tegangan Permukaan dan Daya Hambat Escherichia coli dan Staphylococcus aureus oleh Ekstrak Daun Graptophyllum pictum (L.) Griff,"['Andrianto, Dimas', ' Safithri, Mega', ' Nurinsani, Elgiani Yassifa Yulia']",True,"['daya', 'coli', 'staphylococcus', 'ekstrak', 'daun', 'ekstrak daun']",53
2020-01-01 00:00:00,Sintesis Grafena sebagai Bahan Dasar Fabrikasi Screen Printed Carbon Electrode dengan Teknik Sablon,"['Heryanto, Rudi', ' Wahyuni, Wulan Tri', ' Ramadhanti, Desi']",True,"['dasar', 'sintesis', 'bahan', 'teknik']",19
2020-01-01 00:00:00,Pengembangan Front-end Aplikasi Marketplace Tokocabai berbasis Web,"['Rachmaniah', ' Krismanti, Maya Maharani']",True,"['aplikasi', 'pengembangan', 'berbasis']",29
2020-01-01 00:00:00,Konstruksi Persamaan Friedmann Alam Semesta Friedmann-Lemaitre-Robertson-Walker Termodifikasi Materi Gelap Superfluida,"['Alatas, Husin', ' Sumaryada, Tony Ibnu', ' Akbar, Nugrah Abil']",True,"['konstruksi', 'alam', 'termodifikasi']",19
2020-01-01 00:00:00,Analisis Kestabilan pada Model Epidemik SIR dengan Waktu Diskret.,"['Sumarno, Hadi', ' Kusnanto, Ali', ' Putri, Fajr Nida Akhlul Hikmah']",True,"['analisis', 'model', 'kestabilan', 'analisis kestabilan', 'kestabilan model', 'analisis kestabilan model']",41
2020-01-01 00:00:00,Aktivitas Ekstrak Temulawak terhadap Pertumbuhan Tumor Mammae Tikus Sprague Dawley yang Diinduksi DMBA,"['Hasan, Akhmad Endang Zainal', ' Handharyani, Ekowati', ' Wahyuni, Sri']",True,"['ekstrak', 'aktivitas', 'temulawak', 'pertumbuhan', 'tikus', 'diinduksi']",93
2020-01-01 00:00:00,Populasi dan Komposisi Gastropoda Air Tawar di Beberapa Situ Dengan Persentase Pemukiman Berbeda di Kabupaten Bogor,"['Priawandiputra, Windra', ' Mujiono, Nova', ' Yasrila, Suci Trima']",True,"['populasi', 'bogor', 'air', 'komposisi', 'berbeda', 'kabupaten', 'kabupaten bogor']",73
2020-01-01 00:00:00,Karakterisasi Ekstrak Secang (Caesalpinia sappan) Menggunakan Spektrofotometer UV-Vis dan Telaah Mengenai Aplikasi Zat Warna pada Semikonduktor TiO2,"['Arif, Zulhan', ' Wahyuni, Wulan Tri', ' Listiana, Tri Sunti']",True,"['aplikasi', 'ekstrak', 'karakterisasi', 'zat', 'warna']",86
2020-01-01 00:00:00,"Telaah Metabolit Sekunder dan Inhibisi Ciplukan, Alang-Alang, Pandan, dan Pepaya terhadap Aktivitas Enzim Pengonversi Angiotensin.","['Trivadila', ' Iswantini P, Dyah', ' Dalimunthe, Yulia Mayam Sari']",True,"['aktivitas', 'metabolit', 'alang', 'enzim']",60
2020-01-01 00:00:00,Pendugaan Value-at-Risk dan Expected-Shortfall Portofolio dari Tiga Aset Keuangan dengan Pendekatan Copula-ARMA-GARCH,"['Budiarti, Retno', ' Mangku, I Wayan', ' Rahmawati, Vinni Maulidina']",True,"['pendekatan', 'pendugaan', 'keuangan']",19
2020-01-01 00:00:00,Kombinasi Ekstrak Etanol Temulawak dan Propolis sebagai Antitumor Mammae pada Tikus Sprague-Dawley.,"['Hasan, Akhmad Endang Zainal', ' Handharyani, Ekowati', ' Susilawati']",True,"['ekstrak', 'temulawak', 'tikus', 'kombinasi', 'etanol']",93
2020-01-01 00:00:00,Pendugaan VaR dan TVaR Berdasarkan Model Drawable Vine Copula dengan Simulasi Monte Carlo,"['Ruhiyat', ' Budiarti, Retno', ' Amalia, Unun Rizka']",True,"['var', 'model', 'berdasarkan', 'pendugaan']",19
2020-01-01 00:00:00,Profil Metabolit Ekstrak Daun Sembung (Blumea balsamifera) Menggunakan Kromatografi Cair-Spektrometri Massa,"['Heryanto, Rudi', ' Rafi, Mohamad', ' Anindya, Weni']",True,"['ekstrak', 'daun', 'ekstrak daun', 'metabolit', 'profil', 'cair', 'massa']",53
2020-01-01 00:00:00,Analisis In-Silico Pegaruh Konformasi Molekul Benzileugenol Dibromida pada Sinyal Resonans Magnetik Inti,"['Mas_ud, Zainal Alim', ' Irfana, Luthfan', ' Octonariz, Vito Zhafran']",True,"['analisis', 'in']",61
2020-01-01 00:00:00,Analisis Keberlanjutan dan Strategi Kebijakan Lahan Pertanian Pangan di Kota Bogor,"['Nindyantoro', ' Gandhi, Prima', ' Darmawan, Irham']",True,"['analisis', 'kota', 'bogor', 'kota bogor', 'strategi', 'pertanian', 'keberlanjutan', 'kebijakan', 'lahan', 'pangan']",19
2020-01-01 00:00:00,"Studi Kelayakan Kerjasama Pengembangan Mesin Karbonasi Sampah pada Apartemen Taman Rasuna, Jakarta Selatan","['Mulyati, Heti', ' Septiani, Stevia', ' Kusmawati, Mega']",True,"['taman', 'pengembangan', 'studi', 'jakarta', 'sampah', 'selatan']",19
2020-01-01 00:00:00,"Analisis Sikap, Preferensi, dan Keputusan Pembelian Konsumen terhadap Buah Durian di Kota Bekasi","['Yusalina', ' Karenina, Juniar']",True,"['analisis', 'kota', 'preferensi', 'sikap', 'keputusan', 'pembelian', 'konsumen', 'buah', 'keputusan pembelian']",19
2020-01-01 00:00:00,Faktor-Faktor yang Memengaruhi Impulse Buying Es Kopi Susu Kekinian di Kota Bogor,"['Siregar, Edward H', ' Kharista, Kania Tistya']",True,"['susu', 'kota', 'bogor', 'kota bogor', 'kopi', 'faktor', 'memengaruhi', 'faktor faktor', 'faktor memengaruhi', 'faktor faktor memengaruhi', 'es']",100
2020-01-01 00:00:00,Analisis Faktor-Faktor yang Memengaruhi Financial Distress pada Perusahaan Asuransi Jiwa,"['Ermawati, Wita Juwita', ' Maulana, Ikhsan']",True,"['analisis', 'faktor', 'memengaruhi', 'analisis faktor', 'faktor faktor', 'faktor memengaruhi', 'analisis faktor faktor', 'faktor faktor memengaruhi', 'perusahaan', 'asuransi']",100
2020-01-01 00:00:00,Pendapatan Usahatani Ternak Kelinci Berdasarkan Skala Usaha di Provinsi Jawa Barat,"['Rachmina, Dwi', ' Dewi, Triana Gita', ' Kholish, Usamah Nur']",True,"['jawa', 'barat', 'jawa barat', 'berdasarkan', 'pendapatan', 'skala', 'usaha', 'provinsi', 'provinsi jawa', 'provinsi jawa barat']",32
2020-01-01 00:00:00,Pengaruh Struktur Modal terhadap Kinerja Keuangan pada Dual Banking System di Indonesia.,"['Wiliasih, Ranti', ' Irfany, Mohammad Iqbal', ' Melinda, Vera']",True,"['indonesia', 'keuangan', 'pengaruh', 'struktur', 'modal', 'kinerja', 'dual', 'kinerja keuangan']",10
2020-01-01 00:00:00,Faktor-Faktor yang Memengaruhi Keputusan Wakif untuk Berwakaf Uang di Kabupaten Purworejo.,"['Hasanah, Neneng', ' Muthohharoh, Marhamah', ' Rositanti, Meilina']",True,"['faktor', 'memengaruhi', 'faktor faktor', 'faktor memengaruhi', 'faktor faktor memengaruhi', 'kabupaten', 'keputusan']",100
2020-01-01 00:00:00,"Analisis Pengaruh Pendidikan, Upah dan Kesempatan Kerja Terhadap Pengangguran Terdidik di Provinsi Jawa Barat","['Findi, Muhammad', ' Sundari, Reva']",True,"['analisis', 'jawa', 'barat', 'jawa barat', 'provinsi', 'provinsi jawa', 'provinsi jawa barat', 'pengaruh', 'kerja', 'analisis pengaruh']",32
2020-01-01 00:00:00,Optimasi Solusi Numerik Kuantum Bohmian Termodifikasi dengan Metode Finite Difference Implisit untuk Memprediksi Nilai Tukar Mata Uang,"['Kartono, Agus', ' Hardhienata, Hendradi', ' Afrilia, Sri Rahayu']",True,"['metode', 'nilai', 'optimasi', 'termodifikasi']",55
2020-01-01 00:00:00,"Hubungan Citra Tubuh, Tipe Perilaku Makan, dan Gaya Hidup dengan Status Gizi Siswa SMA Negeri 1 Bogor","['Hardinsyah', ' Iman, Syarafina Sabila']",True,"['bogor', 'tipe', 'perilaku', 'hubungan', 'citra', 'makan', 'hidup', 'status', 'gizi', 'status gizi']",79
2020-01-01 00:00:00,Pengaruh Dukungan Sosial dan Stres Pengasuhan terhadap Penerimaan Orang Tua dengan Anak Berkebutuhan Khusus,"['Alfiasari', ' Ramadhanty, Rizki Dwi']",True,"['pengaruh', 'sosial', 'stres', 'anak']",19
2020-01-01 00:00:00,Pengaruh Peran Gender dalam Fungsi Cinta Kasih dan Perlindungan terhadap Kebahagiaan Remaja,"['Puspitawati, Herien', ' Naina, Sheila']",True,"['pengaruh', 'peran', 'gender', 'fungsi', 'remaja']",81
2020-01-01 00:00:00,Pengaruh Gaya Hidup dan Kelompok Acuan terhadap Motivasi Pembelian Laptop Lenovo pada Mahasiswa Institut Pertanian Bogor,"['Djamaludin, Moh. Djemdjem', ' Rani, Putri Cahaya']",True,"['bogor', 'mahasiswa', 'institut', 'pertanian', 'institut pertanian', 'pertanian bogor', 'institut pertanian bogor', 'pembelian', 'pengaruh', 'hidup', 'kelompok']",36
2020-01-01 00:00:00,"Hubungan Pemesanan Pangan Daring dengan Alokasi Biaya Pangan, Tingkat Kecukupan Gizi, serta Keragaman Konsumsi Pangan","['Martianto, Drajat', ' Heryatno, Yayat', ' Syira D.S, Qhialdy']",True,"['pangan', 'hubungan', 'gizi', 'tingkat', 'keragaman', 'konsumsi']",19
2020-01-01 00:00:00,Relasi Gender dalam Rumah Tangga UMKM Industri Olahan Makanan.,"['Amanah, Siti', ' Ramadhani, Nabilla Rizky']",True,"['industri', 'gender', 'rumah', 'tangga', 'umkm', 'olahan', 'makanan', 'rumah tangga']",19
2020-01-01 00:00:00,Identifikasi Follicle-Stimulating Hormone dan Luteinizing Hormone Subunit-_ pada Perkembangan Gonad Ikan Gurami Osphronemus goramy Betina,"['Alimuddin', ' Soelistyowati, Dinar Tri', ' Carman, Odang', ' Prasetiyo, Arief Eko']",True,"['ikan', 'identifikasi', 'perkembangan']",118
2020-01-01 00:00:00,"Respon Biologi Infeksi Cacing Haemonchus contortus Rudolphi, 1803 pada Domba Ekor Tipis","['Farajallah, Achmad', ' Muladno', ' Wibawan, I Wayan T', ' Muttaqin, Wildan Najmal']",True,"['respon', 'infeksi', 'domba', 'ekor']",96
2020-01-01 00:00:00,"Analisis Pelaksanaan Program Desa Organik dan Faktor-Faktor yang Memengaruhi Willingness to Adopt SRI Organik (Studi Kasus: Kecamatan Ciparay, Kabupaten Bandung, Jawa Barat","['Ismail, Ahyar', ' Thamrin, Fifi Diana', ' Harianja, Asri']",True,"['analisis', 'to', 'jawa', 'barat', 'jawa barat', 'faktor', 'memengaruhi', 'studi', 'faktor faktor', 'faktor memengaruhi', 'faktor faktor memengaruhi', 'kabupaten', 'program', 'desa', 'organik', 'kecamatan', 'bandung']",100
2020-01-01 00:00:00,Karakteristik Fisikokimia dan Sensori Beras Analog Multigrain Berprotein Tinggi.,"['Kusnandar, Feri', ' Budijanto, Slamet', ' Andika, Ari']",True,"['karakteristik', 'beras']",19
2020-01-01 00:00:00,Analisis Potensi Wisata Edukasi Desa Argapura menuju Pongkor UNESCO Global Geopark,"['Aidi, Muhammad Nur', ' Gunawan, Andi', ' Setianata, Andi Aji']",True,"['analisis', 'potensi', 'analisis potensi', 'wisata', 'desa', 'edukasi']",44
2020-01-01 00:00:00,Evaluasi Perbedaan Warna Wadah terhadap Kinerja Produksi Pendederan Lobster Pasir Panulirus homarus pada Wadah Terkontrol,"['Supriyono, Eddy', ' Widanarni', ' Saktya, Bayu Aji']",True,"['evaluasi', 'warna', 'kinerja', 'perbedaan', 'produksi']",19
2020-01-01 00:00:00,Isolat Lapang Enterococcus faecalis sebagai Kandidat Antigen dalam Produksi Imunoglobulin Y (IgY) Anti Streptococcosis pada Bidang Akuakultur,"['Wibawan, I Wayan Teguh', ' Pasaribu, Fachriyan Hasmi', ' Soejoedono, Retno Damajanti', ' Rizkiantino, Rifky']",True,"['produksi', 'isolat', 'anti']",75
2020-01-01 00:00:00,Karakterisasi Toksigenisitas Aspergillus flavus Asal Komoditas Pertanian di Indonesia,"['Rahayu, Winiati P.', ' Nurjanah, Siti', ' Anidah']",True,"['pertanian', 'indonesia', 'karakterisasi']",19
2020-01-01 00:00:00,Tingkat Fertilisasi in vitro Oosit Domba setelah Difertilisasi dalam Media dengan Penambahan Cysteamine,"['Setiadi, Mohamad Agus', ' Karja, Ni Wayan Kurniani', ' Kaiin, Ekayanti Mulyawati', ' Nurkarimah, Dona Astari']",True,"['in', 'tingkat', 'domba', 'vitro', 'media', 'penambahan', 'in vitro']",88
2020-01-01 00:00:00,Evaluasi Ekstrak Tanin Akasia (Acacia mangium) sebagai Aditif Pakan Penghambat Bakteri Patogen dan Parasit Nematoda (Kajian In Vitro dan Meta-analisis),"['Jayanegara, Anuraga', ' Laconi, Erika Budiarti', ' Sinaga, Desi Maria']",True,"['analisis', 'evaluasi', 'kajian', 'ekstrak', 'in', 'vitro', 'in vitro', 'pakan', 'bakteri']",19
2020-01-01 00:00:00,Dinamika Medan Temu Kekeruhan Massa Air di Estuari Musi Banyuasin.,"['Nurjaya, I Wayan', ' Gaol, Jonson Lumban', ' Heltria, Septy']",True,"['air', 'massa', 'dinamika']",19
2020-01-01 00:00:00,"Strategi Keberlanjutan Lahan Sawah Baru di Kecamatan Lubuk Pinang, Kabupaten Mukomuko","['Barus, Baba', ' Pravitasari, Andrea Emma', ' Sandi, Dedi']",True,"['strategi', 'kabupaten', 'keberlanjutan', 'lahan', 'kecamatan', 'sawah']",19
2020-01-01 00:00:00,Optimalisasi Lahan Pertanaman Kelapa Sawit Belum Menghasilkan dengan Tanaman Sela Semusim,"['Hariyadi', ' Suwarto', ' Rizki, Dian Pratanda']",True,"['tanaman', 'lahan', 'kelapa', 'sawit', 'kelapa sawit']",114
2020-01-01 00:00:00,Optimasi Primer Spesifik Spesies Varanus salvator (Biawak Air) Berbasis Gen COI (Sitokrom oksidase subunit I),"['Nuraini, Henny', ' Sumantri, Cece', ' Fitri, Rani Eka']",True,"['air', 'optimasi', 'berbasis', 'primer', 'spesies', 'gen']",55
2020-01-01 00:00:00,Peningkatan Mutu dan Keamanan Pangan pada Kakao Kering.,"['Sutrisno', ' Ahmad, Usman', ' Samsudin', ' Nurfadila, Nijma']",True,"['pangan', 'peningkatan', 'mutu', 'kakao', 'kering']",19
2020-01-01 00:00:00,Karakteristik dan Pemenuhan CPPOB Pelaku UMKM Online Produk Olahan Beku Daging Sapi dan Ayam di DKI Jakarta,"['Muhandri, Tjahja', ' Nurjanah, Siti', ' Pritanova P, Rinanti']",True,"['online', 'produk', 'jakarta', 'umkm', 'olahan', 'karakteristik', 'daging', 'sapi', 'ayam', 'dki', 'daging sapi', 'dki jakarta']",19
2020-01-01 00:00:00,Aktivitas Inhibitor Alfa Glukosidase Aktinobakteri Endofit Kulit Buah Manggis (Garcinia mangostana L.).,"['Lestari, Yulin', ' Meryandini, Anja', ' Oktahariani, Putri']",True,"['kulit', 'aktivitas', 'buah', 'endofit']",19
2020-01-01 00:00:00,Model Spasial Perubahan dan Arahan Penggunaan Lahan Berkelanjutan di DAS Cisadane,"['Murtilaksono, Kukuh', ' Munibah, Khursatul', ' Wulandari, Rina']",True,"['penggunaan', 'model', 'lahan', 'spasial', 'perubahan', 'berkelanjutan', 'penggunaan lahan']",20
2020-01-01 00:00:00,Pengaruh Penambahan Fosfat pada Proses Ekstraksi Teh untuk Pengolahan Minuman Teh Hijau Siap Minum,"['Andarwulan, Nuri', ' Herawati, Dian', ' Hidayati, Rima']",True,"['pengolahan', 'hijau', 'ekstraksi', 'pengaruh', 'penambahan', 'proses', 'teh', 'minuman', 'minum', 'pengaruh penambahan']",19
2020-01-01 00:00:00,Kinerja Pengelolaan Wisata Alam Kegiatan Berkemah dan Mendaki di Gunung Bunder Taman Nasional Gunung Halimun Salak,"['Basuni, Sambas', ' Kosmaryandi, Nandi', ' Safira, T. Maya']",True,"['pengelolaan', 'wisata', 'taman', 'nasional', 'gunung', 'taman nasional', 'nasional gunung', 'taman nasional gunung', 'kegiatan', 'alam', 'kinerja', 'salak']",62
2020-01-01 00:00:00,Analisis Characteristics dan Outcomes Bekerja dari Rumah dengan Subjective Well-Being sebagai Variabel Moderasi,"['Sukmawati, Anggraini', ' Sumertajaya, I Made', ' Damayanti, Nurlia Eka']",True,"['analisis', 'rumah']",19
2020-01-01 00:00:00,Pematahan Dormansi Benih Bawang Putih (Allium sativum L.) Menggunakan Teknologi Ultrafine Bubbles Water,"['Purwanto, Y. Aris', ' Sobir', ' Shandra, Rizky Cynthia']",True,"['benih', 'bawang', 'putih', 'teknologi']",19
2020-01-01 00:00:00,Penyusunan Tabel Mortalitas dengan Model Densitas Kernel: Studi Kasus Data Kresna Life Insurance,"['Sumarno, Hadi', ' Purnaba, I Gusti Putu', ' Tresia']",True,"['model', 'studi', 'data', 'life']",19
2020-01-01 00:00:00,Jumlah Pseudomonas spp. dan Bakteri Psikotrofik Lainnya pada Minuman Susu Aneka Rasa yang Dijual di Sekitar Kampus Dramaga dan Cilibende IPB University.,"['Pisestyani, Herwin', ' Agungpriyono, Srihadi', ' Saputra, Riko']",True,"['susu', 'bakteri', 'minuman', 'spp', 'kampus', 'dramaga', 'cilibende', 'ipb', 'university', 'dramaga cilibende', 'ipb university']",80
2020-01-01 00:00:00,Jumlah Koliform dan Staphylococcus aureus Susu Siap Minum yang Dijual di Lingkungan Sekitar Kampus Dramaga dan Cilibende IPB University,"['Pisestyani, Herwin', ' Wicaksono, Ardilasunu', ' Nursaffana, Ramadhani, Nada']",True,"['susu', 'staphylococcus', 'minum', 'kampus', 'dramaga', 'cilibende', 'ipb', 'university', 'dramaga cilibende', 'ipb university', 'lingkungan']",80
2020-01-01 00:00:00,Potensi Nanopartikel Ekstrak Daun Kersen (Muntingia calabura) sebagai Imunomodulator pada Puyuh (Coturnix coturnix Japonica) yang diberi Deksametason,"['Santoso, Koekoeh', ' Adnyane, I Ketut Mudite', ' Agusti, Naufal']",True,"['potensi', 'ekstrak', 'daun', 'ekstrak daun']",53
2020-01-01 00:00:00,Kualitas Spermatozoa Kauda Epididimis Kucing dalam Pengencer Tris Kuning Telur Omega 3 dan Tris Susu Skim,"['Karja, Ni Wayan Kurniani', ' Ilyas, Abdul Zahid', ' Anggraini, Silvia']",True,"['susu', 'kualitas', 'kucing', 'pengencer', 'tris', 'kuning', 'telur']",21
2020-01-01 00:00:00,Jumlah Mikroorganisme pada Ayam Geprek di Sekitar Kampus Institut Pertanian Bogor Dramaga,"['Lukman, Denny W', ' Indrawati, Agustin', ' Putri, Shila Rahmafia']",True,"['bogor', 'institut', 'pertanian', 'institut pertanian', 'pertanian bogor', 'institut pertanian bogor', 'ayam', 'kampus', 'dramaga']",36
2020-01-01 00:00:00,Kasus Trichinellosis di Balai Besar Uji Standar Karantina Pertanian (BBUSKP).,"['Ridwan, Yusuf', ' Haeriah', ' Waskito, Rifky Wisnuardi']",True,"['pertanian', 'uji']",19
2020-01-01 00:00:00,Deteksi Residu Antibiotik dalam Minuman Susu Aneka Rasa Menggunakan Metode Yogurt Test,"['Pisestyani, Herwin', ' Tiuria, Risa', ' Azzahro, Saidah Fatimah']",True,"['susu', 'metode', 'minuman', 'deteksi', 'antibiotik']",19
2020-01-01 00:00:00,Frekuensi Penggunaan Obat Anti Ektoparasit Pada Kucing di Klinik Hewan Starvet Bogor Tahun 2017 dan 2018,"['Prasetyo, Bayu Febram', ' Soehartono, R Harry', ' Hanifa, Rahmalia Dini']",True,"['bogor', 'penggunaan', 'anti', 'kucing', 'hewan', '2018']",19
2020-01-01 00:00:00,Pola Citra Infrared Thermal Camera Suhu Permukaan Kuda,"['Santoso, Koekoeh', ' Ulum, Mokhamad Fakhrul', ' Hendika, Rivangga Yuda']",True,"['citra', 'pola', 'suhu']",56
2020-01-01 00:00:00,Mungbean yellow mosaic India virus: Identifikasi dan Kajian Pustaka.,"['Hendrastuti Hidayat, Sri', ' Astisiwi, Nahla Hening']",True,"['kajian', 'identifikasi', 'virus']",34
2020-01-01 00:00:00,Analisis Tinggi Muka Air Tanah Lahan Gambut pada Berbagai Tipe Penggunaan Lahan di Provinsi Riau dan Jambi,"['Tarigan, Suria Darma', ' Murtilaksono, Kukuh', ' Sari, Nila Kumala']",True,"['analisis', 'penggunaan', 'tipe', 'air', 'lahan', 'provinsi', 'penggunaan lahan', 'tanah', 'gambut', 'riau', 'jambi']",40
