Issue Date;Title;Author(s);;
2020;Analisis Perbandingan Metode Surface Related Multiple Elemination dan Transformasi Radon dalam Atenuasi Multiple pada Data Seismik 2D Perairan Dangkal di Cekungan Waipoga, Papua;"Manik, Henry Munandar; Nainggolan, Tumpal Bernhard; Yuza, Naufal Hamdani";;
2020;Pepsin Lambung Tuna Sirip Kuning sebagai Katalisator Peningkatan Mutu Pasta Surimi Ikan Nila Merah;"Nurhayati, Tati; Trilaksani, Wini; Ichsani, Shafira Primamesya";;
2020;Komposisi dan Kelimpahan Zooplankton serta Kaitannya sebagai Makanan Ikan di Ekosistem Lamun, Pulau Karang Congkak, Kepulauan Seribu.;"Hariyadi, Sigid; Rahardjo, Muhammad Fadjar; Fadhil, Syahlul";;
2020;Variabilitas Intra-musiman Mixed Layer Depth dari data CTD Argo Float di Laut Sulawesi.;"Atmadipoera, Agus Saleh; Nugroho, Dwiyoga; Rahayu, Puspita";;
2020;Potensi Kuda Laut (Hippocampus comes) sebagai Sumber Antioksidan;"Nurilmala, Mala; Nurhayati, Tati; Malikhaturohmah, Maya";;
2020;Kinerja Produksi Teripang Pasir Holothuria Scabra pada Substrat Dasar yang Berbeda.;"Supriyono, Eddy; Nirmala, Kukuh; Sabdani, Rahadian Rahmat";;
2020;Analisis Usaha Perikanan Pancing Ulur di Pangkalan Pendaratan Ikan Cilamaya Girang. Subang, Jawa Barat;"Oktariza, Wawan; Wiyono, Eko Sri; Syahputra, Rakhmat Herlis";;
2020;Lactobacillus plantarum SK (5) Asal Bekasam sebagai Starter dalam Fermentasi Susu yang Diaplikasikan pada Es Krim Spirulina;"Desniar; Setyaningsih, Iriani; Sari, Ria Kurnia";;
2020;Pengaruh Pemberian Diet Berbasis MOCAF terhadap Total Protein dan Albumin Serum pada Model Tikus Kurang Gizi;"Rimbawan; Setiawan, Budi; Agustina, Mulya";;
2020;Food habits and physical activity in relation to the nutritional status of adolescents in urban and rural senior high schools in Bogor.;"Khomsan, Ali; Dwiriani, Cesilia Meti; Ateye, Mahamed Dol";;
2020;Ketimpangan Akses Energi Listrik dan Kemiskinan di Indonesia;"Anggraeni, Lukytawati; Irawan, Tony; Zuhri, Khalid";;
2020;Analisis Pindah Panas Konveksi pada Screenhouse;"Suhardiyanto, Herry; Impron; Araswati, Nurbaiti";;
2020;Analisis Perkembangan Industri Kreatif di Indonesia;"Rindayati, Wiwiek; Anggraeni, Lukytawati; M. Burhanudin";;
2020;Regenerasi, Keragaman dan Ketahanan Propagul Klonal Anggrek Phalaenopsis Hibrida terhadap Infeksi Dickeya dadantii;"Purwito, Agus; Sukma, Dewi; Mira Humaira, Mira";;
2020;Peran Sektor Perikanan dalam Pengembangan Wilayah Kabupaten Natuna, Kepulauan Riau;"Rustiadi, Ernan; Yulianto, Gatot; Anggraeni, Meirina";;
2020;Strategi Peningkatan Kapasitas Fasilitas Pelabuhan Perikanan Samudera Kutaraja Provinsi Aceh;"Mustaruddin; Lubis, Ernani; Kurnia";;
2020;Daya Dukung Perairan Waduk Sebelum dan Sesudah Penggenangan Bagi Pengembangan Perikanan Alami (Studi Kasus : Waduk Jatigede);"Hariyadi, Sigid; Soewardi, Kadarwan; Putra, Maulana Albar";;
2020;Penetapan Rekomendasi Pemupukan Fosfor dan Kalium Berdasarkan Uji Tanah untuk Tanaman Tomat (Solanum lycopersicum L.) pada Tanah Andisol;"Susila, Anas D.; Sutandi, Atang; Santosa, Edi; Gunawan, Endang";;
2020;Evaluasi Sistem Lingkungan pada Pendederan Intensif Ikan Gabus Channa striata menggunakan Teknologi Akuaponik;"Supriyono, Eddy; Nirmala, Kukuh; Rusmana, Iman; Kusmana, Cecep; Puspaningsih, Dewi";;
2020;Strategi Penguatan Koperasi Penggarap Lahan dalam Pengelolaan Konflik dan Pesisir Berkelanjutan Berbasis Pengembangan Masyarakat;"Kolopaking, Lala M.; Hutagaol, M. Parulian; Firmansyah, Adi; Firmansyah, Adi";;
2020;Model Integrasi Pengelolaan Ekowisata Bahari dan Perikanan Karang dengan Pendekatan Ekosistem di Pulau Ternate, Maluku Utara;"Fahrudin, Achmad; Ahmad, Aditiyawan";;
2020;Kajian Data Jumlah Kasus Baru Kusta di Pulau Jawa Menggunakan Pemodelan Linear Terampat dan Spasial;"Soleh, Agus Mohamad; Sartono, Bagus; Ulfa, Yopi Ariesia";;
2020;Karakterisasi dan Identifikasi Bakteri Penambat Nitrogen dari Rizosfer Kentang Hitam dan Kacang Tanah Asal Bangka;"Mubarik, Nisa Rachmania; Tjahjoleksono, Aris; Arsyadi, Ahmad";;
2020;Perubahan Karakteristik Fisikokimia dan Mikrobiologi Ketupat selama Penyimpanan;"Sugiyono; Suyatma, Nugraha Edhi; Rahmadi, Isnaini";;
2020;Analisis Hematologi dan Reaksi Peradangan dari Implantasi Demineralized Freeze-Dried Bone Xenograft Iradiasi pada Tulang Kalvaria Tikus;"Noviana, Deni; Estuningsih, Sri; Darwis, Darmawan; Amelia, Frizky";;
2020;Pemodelan Pengelolaan Sampah Padat Rumah Tangga Berbasis Komunitas di Kota Bogor.;"Hardjomidjojo, Hartrisari; Munandar, Jono M; Nugraha, Aditya Pandu";;
2020;Strategi Pengembangan Kompetensi Tenaga Kerja Industri Lulusan Sekolah Kejuruan;"Maarif, M. Syamsul; Diarta, Setia; Sutrizona, Fandrika";;
2020;Variasi nukleotida pada ekson dan intron 7 Gen Pengkode Subunit E1_ Branched-chain _-keto Acid Dehydrogenase (BCKDHB) pada Sapi Madura;"Perwitasari, RR. Dyah; Farajallah, Achmad; Satria, Renaldy";;
2020;Uji Sifat Termal Komposit Asam Laurat dan Grafena Sebagai Material Berubah Fasa (PCM);"Maddu, Akhiruddin; Pramudito, Sidikrubadi; Wulan, Sri Ambar";;
2020;Penapisan Fitokimia, Ekstraksi-Fraksionasi, dan Ulasan Potensi Temu Mangga (Curcuma mangga) sebagai Antibakteri;"Syahbirin, Gustini; Sugita, Purwantiningsih; Nihayah, Risda Fardilya";;
2020;Angka Kejadian Infeksi Saluran Pernapasan Akut (Pneumonia) pada Balita Akibat Pengaruh Iklim dan Kualitas Udara di Kota Bogor;"Hidayati, Rini; Turyanti, Ana; Muharrami, Revia";;
2020;Potensi Ekstrak Daun Cengkeh dan Eugenol dalam Memodulasi Apoptosis melalui Kajian Molecular Docking;"Astuti, Rika Indri; Batubara, Irmanida; Amini, Septyani";;
2020;Aktivitas Enzim Transaminase dan Histopatologi Hati Tikus pada Toksisitas Subkronis Ekstrak Etanol 70% Temulawak (Curcuma xanthorrhiza).;"Bintang, Maria; Hasan, Akhmad Endang Zainal; Julaeha, Siti";;
2020;Deteksi Ion Tembaga(II) dengan Teknik Voltametri Pelucutan pada Elektrode Termodifikasi Biofilm Lysinibacillus fusiformis;"Saprudin, Deden; Nurhidayat, Novik; Salsabila";;
2020;Analisis In-Silico Pengaruh Konformasi Molekul terhadap Sinyal Resonans Magnetik Inti (NMR) Metileugenol Dibromida;"Ilmiawati, Auliya; Irfana, Luthfan; Pradana, Rodhi Rizki";;
2020;Sintesis Komposit Hidroksiapatit-CuO Berporogen yang Berpotensi sebagai Implan Antibakteri;"Charlena; Suparto, Irma Herawati; Virgiawan, Rayzha Noerfiqri";;
2020;Seleksi Genotipe Ekstrak Etanol Rimpang Temulawak (Curcuma xanthorrhiza Roxb.) berdasarkan Kandungan dan Aktivitas Senyawa Bioaktif.;"Puspita, Puspa Julistia; Nurcholis, Waras; Calisya, Veren";;
2020;Estimasi Nilai Kehilangan Ekonomi dan Faktor-Faktor yang Mempengaruhi Perilaku Siswa Menyisakan Makanan di Sekolah Menengah Atas (SMA) Kota Bogor;"Ekayani, Meti; Nuva; Utami, Rizki";;
2020;Dampak Ekonomi Kegiatan Pertambangan Bahan Galian Golongan C Di Desa Cipinang Kecamatan Rumpin Kabupaten Bogor;"Istiqomah, Asti; Dzulkarnain, Fino Aghnarizky";;
2020;Analisis Kewirausahaan Strategis Sektor Bisnis Ritel di Kota Bogor.;"Kartika, Lindawati; Azizka, Intan";;
2020;Analisis Faktor-Faktor yang Memengaruhi Financial Distress BPR di Indonesia;"Purwanto, Budi; Kristi, Brigita";;
2020;Strategi Pendistribusian Dana ZIS Dalam Mengurangi Kelompok Dhuafa (Studi Kasus: Lembaga Amil Zakat Harapan Dhuafa Banten).;"Hasanah, Neneng; Silmi, Aisyah";;
2020;Asymmetric Exchange Rate Pass-Through: Kasus Empiris di Kawasan ASEAN+3.;"Achsani, Noer Azam; Dilla, Salsa; Aziza, Eldza Nur";;
2020;Strategi Pemasaran Beras Organik PT Kencana Artha Raya, Jakarta Pusat;"Farmayanti, Narni; Thalia, Ika Vanya";;
2020;Pengaruh Quality of Work Life terhadap Kepuasan Kerja Tenaga Kependidikan Fakultas Ekonomi dan Manajemen IPB;"Sayekti, Andita; Noerrochmah, Irna";;
2020;Analisis Kinerja Keuangan Unit Usaha Asuransi Syariah dalam Menghadapi Spin-off.;"Effendi, Jaenal; Diana, Mutia";;
2020;Analisis Daya Saing Usahatani Jagung Berbasis Korporasi Petani Menggunakan FAO VCA Tool 3.2 (Studi kasus: Desa Bulakan, Kecamatan Gunungkencana, Kabupaten Lebak, Banten).;"Falatehan, A Faroby; Raswatie, Fitria Dewi; Ulyarta, Rosdiana";;
2020;Analisis Efisiensi Produksi Usahatani Kopi Robusta di Kecamatan Sukamakmur, Kabupaten Bogor: Pendekatan Stochastic Frontier.;"Hidayat, Nia Kurniawati; Agshelica, Sola Gracia";;
2020;Perbandingan Daya Saing serta Faktor yang Memengaruhi Perdagangan Rumput Laut Olahan Indonesia ke Kawasan Asia, Eropa, dan Amerika;"Hakim, Dedi Budiman; Panjaitan, Dian Verawati; Zuleman";;
2020;Analisis Pengaruh Tangible Reward dan Intangible Reward Pada Gamifikasi Terhadap Impulse Buying Oleh Pelanggan E-Commerce;"Andrianto, M. Syaefudin; Septiani, Stevia; Zahroh, Rossya";;
2020;Pengaruh Desentralisasi Fiskal terhadap Tingkat Kemiskinan di Provinsi Sumatera Utara (Periode Tahun 2014   2018).;"Findi, Muhammad; Roymanto, Yolanda";;
2020;Analisis Faktor-Faktor Yang Memengaruhi Preferensi Generasi Milenial Terhadap Tabungan Syariah Di DKI Jakarta;"Nursyamsiah, Tita; Hasanah, Qoriatul; Handini, Shita";;
2020;Pengaruh Struktur Modal terhadap Kinerja Keuangan pada Dual Banking System di Indonesia.;"Wiliasih, Ranti; Irfany, M Iqbal; Melinda, Vera";;
2020;Analisis Pengaruh Pertumbuhan Ekonomi terhadap Kemiskinan dan Ketimpangan di Provinsi Papua (Periode Tahun 2011_2018).;"Findi, Muhammad; Khanifah, Wakhidatun";;
2020;Faktor-Faktor yang Memengaruhi Risiko Produksi Bawang Merah di Jawa Tengah.;"Fariyanti, Anna; Nurhasanah, Wiwin";;
2020;Pengaruh Peran Gender dalam Fungsi Agama dan Fungsi Sosialisasi Pendidikan terhadap Kebahagiaan Remaja.;"Puspitawati, Herien; Cahayani, Octaria Intan";;
2020;Pemanfaatan Susu Tempe Kedelai Hitam dan Ubi Jalar Ungu untuk Pengembangan Es Krim Sumber Serat dan Rendah Lemak;"Sulaeman, Ahmad; Palupi, Eny; Handayani, Syinthia";;
2020;Tahapan Komunikasi Partisipatif dalam Proses Pengelolaan Wisata Underwater Desa Bangsring (Kecamatan Wongsorejo, Kabupaten Banyuwangi).;"Purnaningsih, Ninuk; Notonegoro, Muhammad Ridho";;
2020;Pengaruh Keberadaan Industri Kelapa Sawit terhadap Taraf Hidup Rumah Tangga Buruh Pabrik dan Buruh Kebun.;"Sumarti, Titik; Siwi, Mahmudi; Adistika, Exciyona";;
2020;Keterlibatan Pengasuh Informal, Religiusitas, dan Kualitas Hidup Lansia Pria;"Krisnatuti, Diah; Tazkia, Nabila Ghina";;
2020;Faktor Penentu Keterlibatan Generasi muda dalam Pertanian Tanaman Pangan.;"Nurdinawati, Dina; Faridah, Ghina";;
2020;Hubungan antara Pengetahuan, Sikap, dan Praktik Gizi dengan Frekuensi Jajan Anak Sekolah Dasar di Kota Tangerang Selatan;"Riyadi, Hadi; Sofandi, Irfan";;
2020;Tingkat Stres, Penyesuaian Diri, dan Kualitas Hidup Lansia Pria dengan Pengasuh Informal;"Krisnatuti, Diah; Dewi, Mutia Aulia";;
2020;Hubungan Asupan Zat Gizi, Aktivitas Fisik, dan Status Gizi dengan Kebugaran Anggota UKM Bola Voli IPB.;"Dewi, Mira; Efriyanti";;
2020;Model Optimasi Penerapan Elemen Ekowisata dan Daya Saing Destinasi Berbasis Inovasi Mahadata pada Taman Nasional di Indonesia;"Darusman, Dudung; Sumarwan, Ujang; Sunarminto, Tutut; Eddyono, Fauziah";;
2020;Perbaikan Kemampuan Mikrob Multifungsi Pelarut Fosfor dan Kalium (Aspergillus costaricaensis dan Staphylococcus pasteuri) menggunakan Iradiasi Gamma;"Anas, Iswandi; Widyastuti, Rahayu; Citraresmini, Ania; Anwar, Syaiful; Sukmadewi, Desak Ketut Tristiana";;
2020;Surveillance, Identification, and Characterization of Burkholderia pseudomallei Infection in Macaques and Orangutans.;"Pamunekas, Joko; Iskandriati, Diah; Wahyudi, Aris Tri; Sajuthi, Dondin; Testamenti, Vincentius Arca";;
2020;Potensi Pemanfaatan Buah Andaliman (Zanthoxylum acanthopodium DC.) sebagai Ingredien Pangan Fungsional Pencegah Kanker Kolon.;"Wijaya, C. Hanny; Bolling, Bradley W.; Prangdimurti, Endang; Napitupulu, F. Irena R.";;
2020;Strategi Pengembangan Ekowisata Berbasis Kerawanan Bencana di Kabupaten Kuningan, Jawa Barat.;"Alikodra, Hadi Sukadi; Kusmana, Cecep; Setiawan, Yudi; Nugraha, Dian";;
2020;Evaluasi Pengangkutan, Suplementasi Pakan, dan Desain Kontainer untuk Meningkatkan Kesejahteraan Domba selama Transportasi.;"Priyanto, Rudy; Jayanegara, Anuraga; Manalu, Wasmen; Desrial; Lendrawati";;
2020;Nanofibril Selulosa-Surfaktan Cetyltrimethylammonium Chloride dari Palmityl Alcohol untuk Memperbaiki Sifat Fisis-Mekanis Nanokomposit Polylactic Acid;"Hambali, Erliza; Syamsu, Khaswar; Warsiki, Endang; Hastati, Dwi Yuni";;
2020;Kemandirian Usaha Ekonomi Produktif : Kasus Program Kotaku dan Dompet Dhuafa di Provinsi Jawa Barat;"Hubeis, Aida Vitayala S; Muljono, Pudji; Purnaningsih, Ninuk; Muhtadi";;
2020;Pertumbuhan Ekonomi dan Ketimpangan Pembangunan Wilayah di Provinsi Jambi.;"Firdaus, Muhammad; Juanda, Bambang; Hakim, Dedi Budiman; Iqbal, Muhammad";;
2020;Keragaman Genetik, Pertumbuhan Tanaman dan Produksi Benih Kacang Bambara (Vigna subterranea (L.) Verde.) pada Musim Tanam Berbeda;"Ilyas, Satriyas; Setiawan, Asep; AI Hamdi, Muhammad Fauzan Farid";;
2020;Layanan Serangga Pada Penyerbukan Jeruk Pamelo (Citrus maxima (Burm.) Merr.);"Atmowidi, Tri; Kahono, Sih; Cholis, Muchamad Nur";;
2020;Pendekatan Strukturasi Adaptif dalam Komunikasi Inovasi Standar Nasional Indonesia di Kalangan Usaha Mikro Kecil Menengah;"Lubis, Djuara P; Pertamasari, Riko Bintari; Riko Bintari Pertamasari; Pari, Farida";;
2020;Rancang Bangun Sistem Rantai Pasok Produk Olahan Daging Sapi Dengan Menggunakan Teknologi Blockchain;"Arkeman, Yandra; Sugiarto; Meidayanti, Karina";;
2020;Strategi Pengembangan Lahan Budidaya Jagung dan Padi di Wilayah Daratan Kabupaten Sumenep, Madura, Jawa Timur;"Munibah, Khursatul; Sudadi, Untung; Anam, Khairul";;
2020;Suplementasi Prill Fat Minyak Sawit terhadap Kecernaan Ransum dan Performa Sapi Perah;"Retnani, Yuli; Despal; Riestanti, Lolita Udin";;
2020;Perencanaan Industri Pengolahan Ikan Berbasis Manajemen Risiko di Pelabuhan Perikanan Samudera (PPS) Kutaraja;"Purwangka, Fis; Muninggar, Retno; Arif, Muhammad";;
2020;Potensi Antibakteri dan Karakteristik Film Edibel dari Pektin Kulit Durian;"Kusumaningrum, Harsi D.; Suyatma, Nugraha Edhi; Ghaffar, Mufti";;
2020;Evolusi Terarah Lipase Geobacillus stearothermophilus T1.2RQ dengan Mutagenesis Acak untuk Meningkatkan Aktivitas Hidrolitik;"Suwanto, Antonius; Rachmania, Nisa; Gaol, Maria Dita Febriani Lumban";;
2020;Prevalensi dan Faktor Risiko Infeksi Cacing Saluran Pencernaan pada Kuda Delman di Kota Bogor;"Sudarnika, Etih; Ridwan, Yusuf; Shatyaayyupranathasari, Hadzash Peppyrhanggasidhi";;
2020;Potensi Antibakteri dari Ekstrak Kapang Tanah Asal Kampus Institut Pertanian Bogor Terhadap Multidrug Resistant Escherichia coli;"Affif, Usamah; Setijanto, Heru; Situmorang, Grace Tina Aprilia";;
2020;Pengaruh Pemberian Ekstrak Daun Kari (Murraya koenigii) terhadap Luas Permukaan Vili Usus Tikus Putih (Rattus norvegicus) yang Diinduksi 7,12-Dimethylbenz(_)anthracene (DMBA).;"Setiyono, Agus; Maheshwari, Hera; Purnama, Dea Eka";;
2020;Penambahan L-Cysteine terhadap Kualitas Semen Cair Anjing dalam Pengencer Tris Kuning Telur;"Karja, Ni Wayan Kurniani; Winarsih, Wiwin; Rahmadhanty, Hania";;
2020;Penilaian Penerapan Kesejahteraan Hewan Pada Kuda (Equus caballus) Delman di Kota Bogor.;"Sudarnika, Etih; Rodwan, Yusuf; Arifwal, Fadhil";;
2020;Isolasi dan Identifikasi Bakteri Salmonella sp. pada Sarang Burung Walet untuk Tujuan Ekspor ke Tiongkok;"Hidayat, Rahmat; Yahya, Arif";;
2020;Eksplorasi Antibakteri dari Kapang Tanah Institut Pertanian Bogor terhadap Multidrug Resistant Staphylococcus aureus;"Afiff, Usamah; Soehartono, R Harry; Amelia, Dewa Ayu Regina";;
2020;Uji Toksisitas Akut Infusa Biji Kemiri (Aleurites moluccana) pada Mencit (Mus musculus).;"Andriyanto; Latif, Hadri; Nurfadhilah, Elvina";;
2020;Gambaran Resistensi Bakteri Klebsiella sp. Isolat dari Burung Hantu terhadap Beberapa Antibiotik;"Aflrff, Usarnah; Mustika, Aulia Andi; Nady, Evelyn";;
2020;Pemanfaatan Burung Serak Sulawesi (Tyto rosenbergii Schlegel) untuk Mengendalikan Tikus pada Perkebunan Kelapa Sawit di Sulawesi;"Priyambodo, Swastiko; Triwidodo, Hermanu; Sahari, Bandung; Mulyana, Ade Nendi";;
2020;Perbandingan Struktur 3D PfHT pada Sistem Air dan n-Hexane dengan Metode Pendekatan Simulasi Dinamika Molekul;"Wahyudi, Setyanto Tri; Dahlan, Kiagus; Safitri, Noni";;
2020;Penambahan L-Cysteine terhadap Kualitas Semen Cair Anjing dalam Pengencer Tris Kuning Telur;"Karja, Ni Wayan Kurniani; Winarsih, Wiwin; Rahmadhanty, Hania";;
2020;Profil Organ Dalam dan Bobot Karkas Ayam Broiler yang Diberi Jamu Kombinasi Temulawak dan Daun Bangun- Bangun;"Mustika, Aulia Andi; Sutardi, Lina Noviyanti; Mendrofa, Lincah Ayu Hartati";;
2020;Efektivitas Sari Buah Jeruk Nipis (Citrus aurantifolia) sebagai Analgesik dan Stimulator Stamina pada Mencit (Mus musculus).;"Andriyanto; Manalu, Wasmen; Nugraha, Ilham";;
2020;Cemaran Escherichia coli dalam Minuman Susu yang Dijual di Sekitar Kampus Dramaga dan Cilibende IPB University;"Pisestyani, Herwin; Mayasari, Ni Luh Putu Ika; Bangalino, Inke Maria";;
2020;Korelasi Antara Pulsus dan Saturasi Oksigen Tikus Putih (Rattus norvegicus) Galur Sprague-Dawley;"Maheshwari, Hera; Poetri, Okti Nadia; Rahmandika, Ilham Maulidandi";;
2020;Gambaran Eritrogram Pada Kucing Terinfeksi Skabies yang Diberi Asam Boswellik (Boswellia serrata).;"Wientarsih, Ietje; Widhyari, Sus Derthi; Ramadhan, Muhammad Nabil";;
2020;Penggunaan Obat Penunjang Terapi Kasus Calicivirus dan Panleukopenia pada Kucing di Klinik Hewan Starvet Bogor Tahun 2017 dan 2018.;"Prasetyo, Bayu Febram; Madyastuti P, Rini; Agung, Nulhakim, Muhammad";;
2020;Pertumbuhan dan Produksi Ubijalar (Ipomoea batatas L.) Klon Ase Kapas dengan Berbagai Dosis Pupuk Nitrogen;"Suwarto; Sugiyanta; Muwahidah, Ummu";;
2020;Kesadaran Kesejahteraan Hewan Mahasiswa Universiti Tunku Abdul Rahman di Kampus Sungai Long, Selangor, Malaysia;"Satrija, Fadjar; Murtini, Sri; Chyi, Lee Kae";;
2020;Pemeriksaan Kualitas Susu Asal Kedai Susu di Kawasan Permukiman Mahasiswa IPB Dramaga dan Cilibende;"Sudarwanto, Mirnawati B; Soviana, Susi; Maharani";;
2020;Potensi Ekstrak Air Daun Katuk (Sauropus androgynus L. Merr) sebagai Larvasida terhadap Nyamuk Culex quinquefasciatus Say;"Soviana, Susi; Suprayogi, Agik; Rachmasari, Reza";;
2020;Keberadaan Salmonella sp. pada Susu Olahan Asal Kedai Susu di Sekitar Permukiman Mahasiswa Institut Pertanian Bogor;"Sudarwanto, Mirnawati B; Soviana, Susi; Annisa, Ulfa Apriliana";;
2020;Efikasi Obat Berbahan Aktif Sarolaner terhadap Caplak Rhipicephalus sanguineus (Arachnida: Ixodidae) yang Menginfestasi Anjing.;"Soviana, Susi; Nurhidayat; Evangelista, Stevani Virda";;
2020;Prevalence of Gastrointestinal Nematode Infection of Dogs in West Lore Subdistrict of Poso Regency, Central Sulawesi;"Satrija, Fadjar; Setiadi, Mohamad Agus; Khay, Pang Sze";;
2020;Uji Kepekaan Antibiotik Terhadap Staphylococcus Koagulase Negatif (CoNS) Swab Kloaka Burung Hantu Asal Depok;"Afiff, Usamah; Mustika, Aulia Andi; Wijaya, Michella Hoseana";;
2020;Keragaman Genetik, Pertumbuhan Tanaman dan Produksi Benih Kacang Bambara (Vigna subterranea (L.) Verdc.) pada Musim Tanam Berbeda;"Setiawan, Asep; Qadir, Abdul; Farid A, Muhammad Fauzan";;
2020;Peran Pengetahuan Kehidupan Berkeluarga, Kecerdasan Emosional, dan Religiusitas terhadap Kesiapan Menikah;"Latifah, Melly; Krisnatuti, Diah; Ningrum, Danik Nur Fitria";;
2020;Evaluasi Ekstrak Tanin Akasia (Acacia mangium) sebagai Aditif Pakan Penghambat Bakteri Patogen dan Parasit Nematoda (Kajian In Vitro dan Meta-analisis);"Jayanegara, Anuraga; Laconi, Erika Budiarti; Sinaga, Desi Maria";;
2020;Kearifan Lokal dalam Pengelolaan Lahan Sawah di Kampung Adat Urug Kabupaten Bogor;"Mulatsih, Sri; Karlinasari, Lina; Setyawan, Hendra";;
2020;Keberagaman Bambu Marga Schizostachyum Nees di Jawa;"Chikmawati, Tatik; Hartana, Alex; Rifai, Mien Achmad; Al Muzakki, Furqon";;
2020;Penerapan Multilevel Generalized Structured Component Analysis untuk Melihat Hubungan antara Akreditasi dan Ujian Nasional;"Susetyo, Budi; Indahwati; Ladini, Urwawuska";;
2020;Analisis Sentimen Bahasa Indonesia pada Twitter Menggunakan Struktur Tree Berbasis Leksikon;"Nurhadryani, Yani; Wijaya, Sony Hartono; Defina; Saputra, Feby Tri";;
2020;The Role of Decaffeinated Coffee in Decreasing the Risk of Hypertension: A Systematic Review;"Palupi, Nurheni Sri; Fatimah, Fatimah";;
2020;Rancang Bangun Rantai Pasok Agroindustri Briket Tempurung Kelapa Kualitas Ekspor;"Arkeman, Yandra; Wibawa, Dhani Satria; Amalia, Fitri";;
2020;Analisis Formulasi Strategi Pengembangan Bisnis Virtual Gas Pipeline (CNG & LNG).;"Harianto, Harianto; Ul Haq, Dliyaa";;
2020;Pengetahuan dan Sikap Karyawan Terhadap Keamanan Pangan Tempat Makan di Lingkungan Perkantoran DKI Jakarta;"Rahayu, Winiati Pudji; Nurjanah, Siti; Riandi, Arie Norman";;
2020;Analisis Risiko Gempabumi Untuk Evaluasi Rencana Pola Ruang RTRW Kabupaten Sukabumi;"Tjahjono, Boedi; Lubis, Iskandar; Sugiharti, Nona";;
2020;Identifikasi Metabolit Sekunder dari Ekstrak Air Bunga Belimbing Wuluh (Averrhoa bilimbi);"Syahbirin, Gustini; Ilmiawati, Auliya; Mustofa";;
2020;Analisis Spasial Return Period Berbasis Kopula untuk Data Curah Hujan Ekstrem di Sulawesi Selatan;"Fitrianto, Anwar; Aidi, Muhammad Nur; Yanti, Reski Wahyu";;
2020;Analisis Kesuksesan Aplikasi Pendaftaran Antrian Paspor Online Menggunakan Model DeLone dan McLean (Studi Kasus Kantor Imigrasi Kelas I Non TPI Bogor);"Yuliati, Lilik Noor; Simanjuntak, Megawati; Ramos, Ivan";;
2020;Interaksi Spesies Invasif Cherax quadricarinatus (von Martens, 1868) terhadap Macrobrachium sintangense (de Man, 1898) dari Perairan Danau Lido, Bogor, Jawa Barat dalam Pemanfaatan Ruang;"Wardiatno, Yusli; Krisanti, Majariana; Oktafia, Mery";;
2020;Efek Probiotik Komersial terhadap Vitalitas dan Performa Pertumbuhan Udang Vaname yang Dipelihara dalam Salinitas Berbeda;"Yuhana, Munti; Sukenda; Nurcahyati, Fibria Indah";;
2020;Embriogenesis dan Perkembangan Larva Ikan Koridoras Juli (Corydoras julii).;"Carman, Odang; Soelistyowati, Dinar Tri; Albana, Muhammad Adam";;
2020;Klasifikasi Umur Tanam Sambiloto (Andrographis paniculata) Menggunakan FTIR dan Kromatografi Cair-Spektrometer Massa yang Dikombinasikan dengan Kemometrik;"Wahyuni, Wulan Tri; Rafi, Mohamad; Syafitri, Utami Dyah; Kautsar, Antonio";;
2020;Pendekatan Genomika Ekologi untuk Pemuliaan Sengon (Falcataria moluccana) Resisten Karat Tumor (Uromycladium falcatariae).;"Siregar, Iskandar Zulkarnaen; Siregar, Ulfah Juniarti; Matra, Deden Derajat; Shabrina, Hasyyati";;
2020;Photovoice sebagai Metode Participatory Rural Communication Appraisal dalam Pemberdayaan Pemuda pada Sektor Pertanian;"Sarwoprasodjo, Sarwititi; Matindas, Krishnarini; Hidayah, Husnul";;
2020;Survival Rate Ikan Mas (Cyprinus carpio) Akibat Kejutan Suhu Beku serta Pengaruhnya terhadap Penampakan Visual Insang dan Mata.;"Suwandi, Ruddy; Jacoeb, Agoes Mardiono; Oktaviani, Astri Mega";;
2020;Ozonisasi dan Perlakuan Suhu untuk Memperpanjang Umur Simpan Buah Tomat.;"Sinaga, Meity Suradji; Musaddad, Darkam; Gustiah, Wika";;
2020;Suplementasi Vitamin E dan Selenium dalam Pakan yang Mengandung Minyak Ikan Lemuru terhadap Karkas dan Kadar Malondialdehida (MDA) Daging Ayam Broiler Jantan;"Sumiati; Farhah, Annis Aulida";;
2020;Pendugaan Bobot Badan Kambing PE Melalui Pengukuran Ukuran Tubuh Dengan Teknik Citra Digital;"Muladno; Baihaqi, Muhammad; Nasution, Muhammad Alif Farhan";;
2020;Pengelolaan Perikanan Pelagis Kecil dan Demersal di Perairan Selat Sunda.;"Yuliand, Fredinan; Kusrini, Mirza Dikari; Lindawati";;
2020;Implementasi Basis Gr bner pada Sistem Polinomial Nonlinear Multivariat Biner dengan Rekurensi Divide and Conquer;"Guritman, Sugi; Aliatiningtyas, Nur; Rahmawati, Putri";;
2020;Penentuan Harga Opsi Lookback dengan Floating Strike Price Menggunakan Metode Monte Carlo;Salsabila, Ghina;;
2020;Perbandingan Metode Regresi Fungsional dan Regresi Komponen Utama Fungsional untuk Menduga Kadar Glukosa Darah pada Alat Non-Invasif.;"Erfiani; Indahwati; Fadhilah, Nurul";;
