issued_date,title,authors,tanggal_valid,subject,cluster
,"Strategi Pengembangan Ekowisata Berbasis Kerawanan Bencana di Kabupaten Kuningan, Jawa Barat.","['Alikodra, Hadi Sukadi', ' Kusmana, Cecep', ' Setiawan, Yudi', ' Nugraha, Dian']",False,"['strategi', 'jawa', 'barat', 'jawa barat', 'pengembangan', 'strategi pengembangan', 'berbasis', 'kabupaten', 'ekowisata']",23
,"Evaluasi Pengangkutan, Suplementasi Pakan, dan Desain Kontainer untuk Meningkatkan Kesejahteraan Domba selama Transportasi.","['Priyanto, Rudy', ' Jayanegara, Anuraga', ' Manalu, Wasmen', ' Desrial', ' Lendrawati']",False,"['evaluasi', 'domba', 'pakan', 'suplementasi', 'desain', 'meningkatkan', 'transportasi']",19
,Nanofibril Selulosa-Surfaktan Cetyltrimethylammonium Chloride dari Palmityl Alcohol untuk Memperbaiki Sifat Fisis-Mekanis Nanokomposit Polylactic Acid,"['Hambali, Erliza', ' Syamsu, Khaswar', ' Warsiki, Endang', ' Hastati, Dwi Yuni']",False,['sifat'],18
,Kemandirian Usaha Ekonomi Produktif : Kasus Program Kotaku dan Dompet Dhuafa di Provinsi Jawa Barat,"['Hubeis, Aida Vitayala S', ' Muljono, Pudji', ' Purnaningsih, Ninuk', ' Muhtadi']",False,"['jawa', 'barat', 'jawa barat', 'ekonomi', 'usaha', 'provinsi', 'provinsi jawa', 'provinsi jawa barat', 'program']",32
,Pertumbuhan Ekonomi dan Ketimpangan Pembangunan Wilayah di Provinsi Jambi.,"['Firdaus, Muhammad', ' Juanda, Bambang', ' Hakim, Dedi Budiman', ' Iqbal, Muhammad']",False,"['ekonomi', 'wilayah', 'pertumbuhan', 'provinsi', 'jambi', 'ketimpangan', 'pembangunan']",69
,"Keragaman Genetik, Pertumbuhan Tanaman dan Produksi Benih Kacang Bambara (Vigna subterranea (L.) Verde.) pada Musim Tanam Berbeda","['Ilyas, Satriyas', ' Setiawan, Asep', ' AI Hamdi, Muhammad Fauzan Farid']",False,"['tanaman', 'pertumbuhan', 'berbeda', 'keragaman', 'produksi', 'benih', 'kacang', 'vigna', 'genetik', 'tanam', 'keragaman genetik', 'pertumbuhan tanaman']",101
,Layanan Serangga Pada Penyerbukan Jeruk Pamelo (Citrus maxima (Burm.) Merr.),"['Atmowidi, Tri', ' Kahono, Sih', ' Cholis, Muchamad Nur']",False,"['serangga', 'layanan', 'jeruk', 'merr']",19
,Pendekatan Strukturasi Adaptif dalam Komunikasi Inovasi Standar Nasional Indonesia di Kalangan Usaha Mikro Kecil Menengah,"['Lubis, Djuara P', ' Pertamasari, Riko Bintari', ' Riko Bintari Pertamasari', ' Pari, Farida']",False,"['menengah', 'nasional', 'pendekatan', 'indonesia', 'usaha', 'komunikasi', 'mikro', 'inovasi']",19
,Rancang Bangun Sistem Rantai Pasok Produk Olahan Daging Sapi Dengan Menggunakan Teknologi Blockchain,"['Arkeman, Yandra', ' Sugiarto', ' Meidayanti, Karina']",False,"['produk', 'olahan', 'daging', 'sapi', 'daging sapi', 'teknologi', 'sistem', 'rancang', 'bangun', 'rantai', 'pasok', 'rancang bangun', 'rantai pasok']",94
,"Strategi Pengembangan Lahan Budidaya Jagung dan Padi di Wilayah Daratan Kabupaten Sumenep, Madura, Jawa Timur","['Munibah, Khursatul', ' Sudadi, Untung', ' Anam, Khairul']",False,"['strategi', 'jawa', 'pengembangan', 'strategi pengembangan', 'wilayah', 'kabupaten', 'lahan', 'timur', 'jawa timur', 'jagung', 'budidaya', 'padi']",23
,Suplementasi Prill Fat Minyak Sawit terhadap Kecernaan Ransum dan Performa Sapi Perah,"['Retnani, Yuli', ' Despal', ' Riestanti, Lolita Udin']",False,"['sawit', 'sapi', 'suplementasi', 'minyak', 'kecernaan', 'ransum', 'performa', 'perah', 'sapi perah']",48
,Perencanaan Industri Pengolahan Ikan Berbasis Manajemen Risiko di Pelabuhan Perikanan Samudera (PPS) Kutaraja,"['Purwangka, Fis', ' Muninggar, Retno', ' Arif, Muhammad']",False,"['risiko', 'industri', 'pengolahan', 'pelabuhan', 'perikanan', 'pelabuhan perikanan', 'ikan', 'berbasis', 'manajemen', 'samudera', 'perikanan samudera', 'pelabuhan perikanan samudera']",13
,Potensi Antibakteri dan Karakteristik Film Edibel dari Pektin Kulit Durian,"['Kusumaningrum, Harsi D.', ' Suyatma, Nugraha Edhi', ' Ghaffar, Mufti']",False,"['potensi', 'kulit', 'karakteristik', 'antibakteri']",19
,Evolusi Terarah Lipase Geobacillus stearothermophilus T1.2RQ dengan Mutagenesis Acak untuk Meningkatkan Aktivitas Hidrolitik,"['Suwanto, Antonius', ' Rachmania, Nisa', ' Gaol, Maria Dita Febriani Lumban']",False,"['aktivitas', 'meningkatkan']",19
,Prevalensi dan Faktor Risiko Infeksi Cacing Saluran Pencernaan pada Kuda Delman di Kota Bogor,"['Sudarnika, Etih', ' Ridwan, Yusuf', ' Shatyaayyupranathasari, Hadzash Peppyrhanggasidhi']",False,"['kota', 'bogor', 'kota bogor', 'risiko', 'faktor', 'infeksi']",96
,Potensi Antibakteri dari Ekstrak Kapang Tanah Asal Kampus Institut Pertanian Bogor Terhadap Multidrug Resistant Escherichia coli,"['Affif, Usamah', ' Setijanto, Heru', ' Situmorang, Grace Tina Aprilia']",False,"['bogor', 'potensi', 'institut', 'pertanian', 'institut pertanian', 'pertanian bogor', 'institut pertanian bogor', 'coli', 'ekstrak', 'kampus', 'tanah', 'antibakteri']",36
,"Pengaruh Pemberian Ekstrak Daun Kari (Murraya koenigii) terhadap Luas Permukaan Vili Usus Tikus Putih (Rattus norvegicus) yang Diinduksi 7,12-Dimethylbenz(_)anthracene (DMBA).","['Setiyono, Agus', ' Maheshwari, Hera', ' Purnama, Dea Eka']",False,"['ekstrak', 'daun', 'ekstrak daun', 'tikus', 'diinduksi', 'pengaruh', 'putih', 'pemberian', 'pengaruh pemberian']",11
,Penambahan L-Cysteine terhadap Kualitas Semen Cair Anjing dalam Pengencer Tris Kuning Telur,"['Karja, Ni Wayan Kurniani', ' Winarsih, Wiwin', ' Rahmadhanty, Hania']",False,"['cair', 'penambahan', 'kualitas', 'pengencer', 'tris', 'kuning', 'telur', 'semen', 'anjing', 'kualitas semen']",21
,Penilaian Penerapan Kesejahteraan Hewan Pada Kuda (Equus caballus) Delman di Kota Bogor.,"['Sudarnika, Etih', ' Rodwan, Yusuf', ' Arifwal, Fadhil']",False,"['kota', 'bogor', 'kota bogor', 'hewan', 'penerapan']",19
,Isolasi dan Identifikasi Bakteri Salmonella sp. pada Sarang Burung Walet untuk Tujuan Ekspor ke Tiongkok,"['Hidayat, Rahmat', ' Yahya, Arif']",False,"['identifikasi', 'bakteri', 'sp', 'ekspor', 'burung']",19
,Eksplorasi Antibakteri dari Kapang Tanah Institut Pertanian Bogor terhadap Multidrug Resistant Staphylococcus aureus,"['Afiff, Usamah', ' Soehartono, R Harry', ' Amelia, Dewa Ayu Regina']",False,"['bogor', 'institut', 'pertanian', 'institut pertanian', 'pertanian bogor', 'institut pertanian bogor', 'staphylococcus', 'tanah', 'antibakteri']",36
,Uji Toksisitas Akut Infusa Biji Kemiri (Aleurites moluccana) pada Mencit (Mus musculus).,"['Andriyanto', ' Latif, Hadri', ' Nurfadhilah, Elvina']",False,"['uji', 'biji', 'mencit']",64
,Gambaran Resistensi Bakteri Klebsiella sp. Isolat dari Burung Hantu terhadap Beberapa Antibiotik,"['Aflrff, Usarnah', ' Mustika, Aulia Andi', ' Nady, Evelyn']",False,"['isolat', 'bakteri', 'antibiotik', 'sp', 'burung', 'gambaran']",75
,Pemanfaatan Burung Serak Sulawesi (Tyto rosenbergii Schlegel) untuk Mengendalikan Tikus pada Perkebunan Kelapa Sawit di Sulawesi,"['Priyambodo, Swastiko', ' Triwidodo, Hermanu', ' Sahari, Bandung', ' Mulyana, Ade Nendi']",False,"['pemanfaatan', 'tikus', 'kelapa', 'sawit', 'kelapa sawit', 'perkebunan', 'sulawesi', 'burung']",114
,Perbandingan Struktur 3D PfHT pada Sistem Air dan n-Hexane dengan Metode Pendekatan Simulasi Dinamika Molekul,"['Wahyudi, Setyanto Tri', ' Dahlan, Kiagus', ' Safitri, Noni']",False,"['metode', 'air', 'pendekatan', 'struktur', 'dinamika', 'sistem', 'perbandingan']",47
,Penambahan L-Cysteine terhadap Kualitas Semen Cair Anjing dalam Pengencer Tris Kuning Telur,"['Karja, Ni Wayan Kurniani', ' Winarsih, Wiwin', ' Rahmadhanty, Hania']",False,"['cair', 'penambahan', 'kualitas', 'pengencer', 'tris', 'kuning', 'telur', 'semen', 'anjing', 'kualitas semen']",21
,Profil Organ Dalam dan Bobot Karkas Ayam Broiler yang Diberi Jamu Kombinasi Temulawak dan Daun Bangun- Bangun,"['Mustika, Aulia Andi', ' Sutardi, Lina Noviyanti', ' Mendrofa, Lincah Ayu Hartati']",False,"['daun', 'temulawak', 'kombinasi', 'profil', 'ayam', 'broiler', 'ayam broiler', 'bangun']",91
,Efektivitas Sari Buah Jeruk Nipis (Citrus aurantifolia) sebagai Analgesik dan Stimulator Stamina pada Mencit (Mus musculus).,"['Andriyanto', ' Manalu, Wasmen', ' Nugraha, Ilham']",False,"['buah', 'efektivitas', 'sari', 'jeruk', 'mencit']",64
,Cemaran Escherichia coli dalam Minuman Susu yang Dijual di Sekitar Kampus Dramaga dan Cilibende IPB University,"['Pisestyani, Herwin', ' Mayasari, Ni Luh Putu Ika', ' Bangalino, Inke Maria']",False,"['susu', 'coli', 'minuman', 'kampus', 'dramaga', 'cilibende', 'ipb', 'university', 'dramaga cilibende', 'ipb university']",80
,Korelasi Antara Pulsus dan Saturasi Oksigen Tikus Putih (Rattus norvegicus) Galur Sprague-Dawley,"['Maheshwari, Hera', ' Poetri, Okti Nadia', ' Rahmandika, Ilham Maulidandi']",False,"['tikus', 'putih', 'galur']",112
,Gambaran Eritrogram Pada Kucing Terinfeksi Skabies yang Diberi Asam Boswellik (Boswellia serrata).,"['Wientarsih, Ietje', ' Widhyari, Sus Derthi', ' Ramadhan, Muhammad Nabil']",False,"['asam', 'kucing', 'gambaran']",19
,Penggunaan Obat Penunjang Terapi Kasus Calicivirus dan Panleukopenia pada Kucing di Klinik Hewan Starvet Bogor Tahun 2017 dan 2018.,"['Prasetyo, Bayu Febram', ' Madyastuti P, Rini', ' Agung, Nulhakim, Muhammad']",False,"['bogor', 'penggunaan', 'kucing', 'hewan', '2018']",19
,Pertumbuhan dan Produksi Ubijalar (Ipomoea batatas L.) Klon Ase Kapas dengan Berbagai Dosis Pupuk Nitrogen,"['Suwarto', ' Sugiyanta', ' Muwahidah, Ummu']",False,"['pertumbuhan', 'produksi', 'pupuk']",19
,"Kesadaran Kesejahteraan Hewan Mahasiswa Universiti Tunku Abdul Rahman di Kampus Sungai Long, Selangor, Malaysia","['Satrija, Fadjar', ' Murtini, Sri', ' Chyi, Lee Kae']",False,"['mahasiswa', 'kampus', 'hewan', 'sungai']",19
,Pemeriksaan Kualitas Susu Asal Kedai Susu di Kawasan Permukiman Mahasiswa IPB Dramaga dan Cilibende,"['Sudarwanto, Mirnawati B', ' Soviana, Susi', ' Maharani']",False,"['susu', 'mahasiswa', 'dramaga', 'cilibende', 'ipb', 'dramaga cilibende', 'kualitas', 'kawasan', 'kedai', 'permukiman']",80
,Potensi Ekstrak Air Daun Katuk (Sauropus androgynus L. Merr) sebagai Larvasida terhadap Nyamuk Culex quinquefasciatus Say,"['Soviana, Susi', ' Suprayogi, Agik', ' Rachmasari, Reza']",False,"['potensi', 'air', 'ekstrak', 'daun', 'merr', 'nyamuk']",53
,Keberadaan Salmonella sp. pada Susu Olahan Asal Kedai Susu di Sekitar Permukiman Mahasiswa Institut Pertanian Bogor,"['Sudarwanto, Mirnawati B', ' Soviana, Susi', ' Annisa, Ulfa Apriliana']",False,"['susu', 'bogor', 'mahasiswa', 'institut', 'pertanian', 'institut pertanian', 'pertanian bogor', 'institut pertanian bogor', 'olahan', 'sp', 'kedai', 'permukiman']",36
,Efikasi Obat Berbahan Aktif Sarolaner terhadap Caplak Rhipicephalus sanguineus (Arachnida: Ixodidae) yang Menginfestasi Anjing.,"['Soviana, Susi', ' Nurhidayat', ' Evangelista, Stevani Virda']",False,"['aktif', 'anjing', 'berbahan']",19
,"Prevalence of Gastrointestinal Nematode Infection of Dogs in West Lore Subdistrict of Poso Regency, Central Sulawesi","['Satrija, Fadjar', ' Setiadi, Mohamad Agus', ' Khay, Pang Sze']",False,"['in', 'of', 'sulawesi']",24
,Uji Kepekaan Antibiotik Terhadap Staphylococcus Koagulase Negatif (CoNS) Swab Kloaka Burung Hantu Asal Depok,"['Afiff, Usamah', ' Mustika, Aulia Andi', ' Wijaya, Michella Hoseana']",False,"['staphylococcus', 'uji', 'antibiotik', 'burung']",98
,"Keragaman Genetik, Pertumbuhan Tanaman dan Produksi Benih Kacang Bambara (Vigna subterranea (L.) Verdc.) pada Musim Tanam Berbeda","['Setiawan, Asep', ' Qadir, Abdul', ' Farid A, Muhammad Fauzan']",False,"['tanaman', 'pertumbuhan', 'berbeda', 'keragaman', 'produksi', 'benih', 'kacang', 'vigna', 'genetik', 'tanam', 'keragaman genetik', 'pertumbuhan tanaman']",101
,"Peran Pengetahuan Kehidupan Berkeluarga, Kecerdasan Emosional, dan Religiusitas terhadap Kesiapan Menikah","['Latifah, Melly', ' Krisnatuti, Diah', ' Ningrum, Danik Nur Fitria']",False,"['peran', 'pengetahuan']",19
,Evaluasi Ekstrak Tanin Akasia (Acacia mangium) sebagai Aditif Pakan Penghambat Bakteri Patogen dan Parasit Nematoda (Kajian In Vitro dan Meta-analisis),"['Jayanegara, Anuraga', ' Laconi, Erika Budiarti', ' Sinaga, Desi Maria']",False,"['analisis', 'evaluasi', 'kajian', 'ekstrak', 'in', 'vitro', 'in vitro', 'pakan', 'bakteri']",19
,Kearifan Lokal dalam Pengelolaan Lahan Sawah di Kampung Adat Urug Kabupaten Bogor,"['Mulatsih, Sri', ' Karlinasari, Lina', ' Setyawan, Hendra']",False,"['bogor', 'pengelolaan', 'kabupaten', 'kabupaten bogor', 'lahan', 'sawah', 'lokal', 'kampung']",73
,Keberagaman Bambu Marga Schizostachyum Nees di Jawa,"['Chikmawati, Tatik', ' Hartana, Alex', ' Rifai, Mien Achmad', ' Al Muzakki, Furqon']",False,['jawa'],54
,Penerapan Multilevel Generalized Structured Component Analysis untuk Melihat Hubungan antara Akreditasi dan Ujian Nasional,"['Susetyo, Budi', ' Indahwati', ' Ladini, Urwawuska']",False,"['nasional', 'hubungan', 'penerapan', 'analysis']",19
,Analisis Sentimen Bahasa Indonesia pada Twitter Menggunakan Struktur Tree Berbasis Leksikon,"['Nurhadryani, Yani', ' Wijaya, Sony Hartono', ' Defina', ' Saputra, Feby Tri']",False,"['analisis', 'indonesia', 'berbasis', 'struktur']",19
,The Role of Decaffeinated Coffee in Decreasing the Risk of Hypertension: A Systematic Review,"['Palupi, Nurheni Sri', ' Fatimah, Fatimah']",False,"['in', 'of', 'the']",24
,Rancang Bangun Rantai Pasok Agroindustri Briket Tempurung Kelapa Kualitas Ekspor,"['Arkeman, Yandra', ' Wibawa, Dhani Satria', ' Amalia, Fitri']",False,"['agroindustri', 'kelapa', 'kualitas', 'ekspor', 'rancang', 'bangun', 'rantai', 'pasok', 'rancang bangun', 'rantai pasok']",94
,Analisis Formulasi Strategi Pengembangan Bisnis Virtual Gas Pipeline (CNG & LNG).,"['Harianto, Harianto', ' Ul Haq, Dliyaa']",False,"['analisis', 'strategi', 'pengembangan', 'strategi pengembangan', 'bisnis']",23
,Pengetahuan dan Sikap Karyawan Terhadap Keamanan Pangan Tempat Makan di Lingkungan Perkantoran DKI Jakarta,"['Rahayu, Winiati Pudji', ' Nurjanah, Siti', ' Riandi, Arie Norman']",False,"['jakarta', 'pangan', 'sikap', 'makan', 'dki', 'dki jakarta', 'lingkungan', 'pengetahuan']",19
,Analisis Risiko Gempabumi Untuk Evaluasi Rencana Pola Ruang RTRW Kabupaten Sukabumi,"['Tjahjono, Boedi', ' Lubis, Iskandar', ' Sugiharti, Nona']",False,"['analisis', 'risiko', 'ruang', 'evaluasi', 'kabupaten', 'pola']",19
,Identifikasi Metabolit Sekunder dari Ekstrak Air Bunga Belimbing Wuluh (Averrhoa bilimbi),"['Syahbirin, Gustini', ' Ilmiawati, Auliya', ' Mustofa']",False,"['air', 'ekstrak', 'metabolit', 'identifikasi', 'bunga']",19
,Analisis Spasial Return Period Berbasis Kopula untuk Data Curah Hujan Ekstrem di Sulawesi Selatan,"['Fitrianto, Anwar', ' Aidi, Muhammad Nur', ' Yanti, Reski Wahyu']",False,"['analisis', 'data', 'berbasis', 'selatan', 'spasial', 'sulawesi']",19
,Analisis Kesuksesan Aplikasi Pendaftaran Antrian Paspor Online Menggunakan Model DeLone dan McLean (Studi Kasus Kantor Imigrasi Kelas I Non TPI Bogor),"['Yuliati, Lilik Noor', ' Simanjuntak, Megawati', ' Ramos, Ivan']",False,"['analisis', 'bogor', 'aplikasi', 'online', 'model', 'studi', 'non']",19
,"Interaksi Spesies Invasif Cherax quadricarinatus (von Martens, 1868) terhadap Macrobrachium sintangense (de Man, 1898) dari Perairan Danau Lido, Bogor, Jawa Barat dalam Pemanfaatan Ruang","['Wardiatno, Yusli', ' Krisanti, Majariana', ' Oktafia, Mery']",False,"['perairan', 'pemanfaatan', 'bogor', 'jawa', 'barat', 'jawa barat', 'ruang', 'spesies', 'invasif']",7
,Efek Probiotik Komersial terhadap Vitalitas dan Performa Pertumbuhan Udang Vaname yang Dipelihara dalam Salinitas Berbeda,"['Yuhana, Munti', ' Sukenda', ' Nurcahyati, Fibria Indah']",False,"['pertumbuhan', 'berbeda', 'performa', 'efek', 'probiotik', 'udang']",19
,Embriogenesis dan Perkembangan Larva Ikan Koridoras Juli (Corydoras julii).,"['Carman, Odang', ' Soelistyowati, Dinar Tri', ' Albana, Muhammad Adam']",False,"['ikan', 'perkembangan']",118
,Klasifikasi Umur Tanam Sambiloto (Andrographis paniculata) Menggunakan FTIR dan Kromatografi Cair-Spektrometer Massa yang Dikombinasikan dengan Kemometrik,"['Wahyuni, Wulan Tri', ' Rafi, Mohamad', ' Syafitri, Utami Dyah', ' Kautsar, Antonio']",False,"['cair', 'massa', 'umur', 'tanam', 'klasifikasi']",19
,Pendekatan Genomika Ekologi untuk Pemuliaan Sengon (Falcataria moluccana) Resisten Karat Tumor (Uromycladium falcatariae).,"['Siregar, Iskandar Zulkarnaen', ' Siregar, Ulfah Juniarti', ' Matra, Deden Derajat', ' Shabrina, Hasyyati']",False,['pendekatan'],19
,Photovoice sebagai Metode Participatory Rural Communication Appraisal dalam Pemberdayaan Pemuda pada Sektor Pertanian,"['Sarwoprasodjo, Sarwititi', ' Matindas, Krishnarini', ' Hidayah, Husnul']",False,"['metode', 'pertanian', 'sektor']",19
,Survival Rate Ikan Mas (Cyprinus carpio) Akibat Kejutan Suhu Beku serta Pengaruhnya terhadap Penampakan Visual Insang dan Mata.,"['Suwandi, Ruddy', ' Jacoeb, Agoes Mardiono', ' Oktaviani, Astri Mega']",False,"['ikan', 'suhu', 'pengaruhnya']",19
,Ozonisasi dan Perlakuan Suhu untuk Memperpanjang Umur Simpan Buah Tomat.,"['Sinaga, Meity Suradji', ' Musaddad, Darkam', ' Gustiah, Wika']",False,"['buah', 'suhu', 'perlakuan', 'umur', 'simpan']",19
,Suplementasi Vitamin E dan Selenium dalam Pakan yang Mengandung Minyak Ikan Lemuru terhadap Karkas dan Kadar Malondialdehida (MDA) Daging Ayam Broiler Jantan,"['Sumiati', ' Farhah, Annis Aulida']",False,"['kadar', 'ikan', 'pakan', 'daging', 'ayam', 'suplementasi', 'minyak', 'mengandung', 'broiler', 'ayam broiler']",91
,Pendugaan Bobot Badan Kambing PE Melalui Pengukuran Ukuran Tubuh Dengan Teknik Citra Digital,"['Muladno', ' Baihaqi, Muhammad', ' Nasution, Muhammad Alif Farhan']",False,"['teknik', 'pendugaan', 'citra', 'kambing', 'pengukuran', 'digital']",19
,Pengelolaan Perikanan Pelagis Kecil dan Demersal di Perairan Selat Sunda.,"['Yuliand, Fredinan', ' Kusrini, Mirza Dikari', ' Lindawati']",False,"['perairan', 'pengelolaan', 'perikanan']",19
,Implementasi Basis Gr bner pada Sistem Polinomial Nonlinear Multivariat Biner dengan Rekurensi Divide and Conquer,"['Guritman, Sugi', ' Aliatiningtyas, Nur', ' Rahmawati, Putri']",False,"['sistem', 'and', 'implementasi']",47
,Penentuan Harga Opsi Lookback dengan Floating Strike Price Menggunakan Metode Monte Carlo,"['Salsabila, Ghina']",False,"['metode', 'penentuan', 'harga']",19
,Perbandingan Metode Regresi Fungsional dan Regresi Komponen Utama Fungsional untuk Menduga Kadar Glukosa Darah pada Alat Non-Invasif.,"['Erfiani', ' Indahwati', ' Fadhilah, Nurul']",False,"['kadar', 'metode', 'regresi', 'perbandingan', 'fungsional', 'non', 'invasif', 'glukosa', 'darah']",19
,Penerapan SMOTE pada Regresi Logistik Ordinal untuk Klasifikasi Waktu Kelulusan Mahasiswa Statistika,"['Suhaeni, Cici', ' Alamudi, Aam', ' Wahyuningsih, Sri']",False,"['mahasiswa', 'regresi', 'penerapan', 'klasifikasi']",107
,Keragaman dan Sebaran Tumbuhan Asing Invasif di Kampus IPB Dramaga,"['Sulistijorini', ' Putra, Hirmas Fuady', ' Mountara, Arieh']",False,"['keragaman', 'kampus', 'dramaga', 'ipb', 'invasif', 'sebaran']",19
,Analisis Kepuasan Terhadap Kepercayaan Pengunjung Agrowisata Edukasi Sentulfresh,"['Priatna, Wahyu Budi', ' Suawarsinah, Rr. Heny Kuswanti', ' Lainatussifa']",False,"['analisis', 'edukasi', 'kepuasan']",1
,Kemampuan Aktinobakteri Endofit Xylocarpus granatum dalam Menghambat Pertumbuhan Propionibacterium acnes,"['Lestari, Yulin', ' Batubara, Irmanida', ' Masykuroh, Hanifah Suci']",False,"['pertumbuhan', 'endofit']",19
,Uji Toksisitas Akut Sari Buah Jeruk Nipis (Citrus aurantifolia) pada Mencit (Mus musculus).,['Wahyuni'],False,"['buah', 'uji', 'sari', 'jeruk', 'mencit']",64
,Perbandingan Kecepatan Metode Brute Force dan Algoritme Divide and Conquer untuk Menentukan Varitas Aljabar Polinomial Multivariat Biner,"['Guritman, Sugi', ' Siswandi', ' Said, Mohamad Ali']",False,"['metode', 'perbandingan', 'and']",65
,Pemodelan Premi Murni Asuransi Kendaraan Bermotor dengan Metode Generalized Linear Models,"['Purnaba, I Gusti Putu', ' Nugrahani, Endar Hasafah', ' Farandy, Muhammad Raihan']",False,"['metode', 'pemodelan', 'asuransi']",19
,Analisis Harga Saham Menggunakan Model Black- Scholes dan Runge-Kutta Orde 4,"['Hardhienata, Hendradi', ' Kartono, Agus', ' Putra, Yogi Adi Syah']",False,"['analisis', 'model', 'harga', 'saham']",82
,"Partisi Geokimia Logam Berat Ni, Cu dan Cd pada Sedimen di Perairan Morowali, Sulawesi Tengah","['Rastina', ' Prartono, Tri', ' Ramadhoni, Frend Muhammad']",False,"['perairan', 'sulawesi', 'berat']",19
,Perbandingan Asuransi Jiwa untuk Status Last Survivor Menggunakan Model Archimedean Copula dan Elliptical Copula,"['Ruhiyat', ' Purnaba, I Gusti Putu', ' Dewi, Andita Mutiara']",False,"['model', 'asuransi', 'status', 'perbandingan']",19
,Rancang Bangun Sistem Pengendalian Kualitas Agroindustri Semi Refined Carrageenan dengan Pendekatan Value Engineering dan HACCP,"['Sukardi, Sukardi', ' Udin, Faqih', ' Sunarti, Titi Candra', ' Chairani, Laela']",False,"['agroindustri', 'pendekatan', 'kualitas', 'sistem', 'pengendalian', 'rancang', 'bangun', 'rancang bangun']",94
,Modeling Reverse Supply Chain Risk for Beef Industry with Integrated Adaptive Contract.,"['Djatna, Taufik', ' Sukardi', ' Muslich', ' Arkeman, Yandra', ' Paduloh']",False,[],19
,Analisis Bioinformatika untuk Mencari Spesies Bakteri yang Memiliki Kesamaan Sekuen Gen 16S rRNA dengan Bacillus aquimaris galur SH6 dari Basis Data GenBank.,"['Rusmana, Iman', ' Mubarik, Nisa Rachmania', ' Irwansyah, Irsan']",False,"['analisis', 'data', 'bakteri', 'spesies', 'gen', 'galur']",19
,Struktur Komunitas Ikan di Ekosistem Padang Lamun Pesisir Pulau Beralas Pasir Kepulauan Riau,"['Adriani', ' Srimariana, Endang S.', ' Setyadi, Asrul']",False,"['pesisir', 'ikan', 'komunitas', 'ekosistem', 'struktur', 'riau', 'kepulauan', 'pulau', 'struktur komunitas']",84
,Kuat Tumpu dan Leleh Lentur Baut pada Strand Woven Bamboo (SWB) menurut Arah Pembebanan dan Diameter Baut,"['Nugroho, Naresworo', ' Sofyana, Kiki Wasilatus']",False,[],19
,Perbandingan Kecepatan Metode Brute Force dan Algoritme Divide and Conquer untuk Menentukan Varitas Aljabar Polinomial Multivariat Biner.,"['Guritman, Sugi', ' Siswandi', ' Said, Mohamad Ali']",False,"['metode', 'perbandingan', 'and']",65
,Performa Ayam Broiler yang Diberi Pakan Larva Black Soldier Fly Sebagai Substitusi Protein Konsentrat Ayam,"['Suci, Dwi Margi', ' Permana, Idat Galih', ' Firdaus, Yasmin']",False,"['protein', 'pakan', 'ayam', 'performa', 'broiler', 'ayam broiler']",91
,Penerapan Theory of Planned Behavior pada Perilaku Generasi Milenial dalam Pembelian Sayur Organik,"['Najib, Mukhamad', "" Sarma, Ma'mun"", ' Ramadhan, Yusuf']",False,"['perilaku', 'pembelian', 'organik', 'penerapan', 'of', 'generasi']",19
,Identifikasi Kesempurnaan Kematian Pasca Penyembelihan Domba.,"['Nuraini, Henny', ' Baihaqi, Muhamad', ' Zuliana, Hartati']",False,"['identifikasi', 'domba', 'pasca']",19
,Bioactive Profiling of Sargassum cristaefolium Lipid-Soluble Extract and Fraction from Indonesia with Their In-vitro Anti-Inflammatory and Antioxidant Activity Evaluation,"['Andarwulan, Nuri', ' Giriwono, Puspo Edi', ' Diah, Iskandriati', ' Saraswati, Saraswati']",False,"['indonesia', 'in', 'anti', 'vitro', 'in vitro', 'of', 'and', 'from']",104
,Analisis Risiko Bisnis Jasa Pelatihan di PT. MMK,"['Mulyati, Heti', ' Soeboer, Deni Achmad', ' Sofi, Bovi Mutiara']",False,"['analisis', 'risiko', 'pt', 'bisnis']",19
,Pengaruh Karakteristik Dewan Komisaris terhadap Kinerja Perusahaan: Studi Kasus pada BUMN Persero Terbuka Tahun 2014-2018,"['Daryanto, Arief', ' Sasongko, Hendro', ' Susmanto, Awal']",False,"['terbuka', 'studi', 'perusahaan', 'pengaruh', 'kinerja', 'karakteristik', '2018']",19
,Deteksi Peningkatan Denyut Jantung Manusia Berdasarkan Perubahan Warna Kulit dengan Menggunakan Kamera Inframerah,"['Herodian, Sam', ' Tambunan, Evander Oktapian']",False,"['kulit', 'berdasarkan', 'warna', 'peningkatan', 'perubahan', 'deteksi']",19
,The Improvement of Fast-Growing Wood Species Physical Properties through Impregnation of nano-SiO2,"['Maddu, Akhiruddin', ' Rahayu, Istie Sekartining', ' Kurniati, Mersi', ' Prihatini, Esti']",False,"['of', 'the']",24
,Prospek Pengembangan Usaha Peternakan Sapi Perah di Kelompok Ternak Mandiri Sejahtera Kecamatan Cijeruk,"['Cyrilla, Lucia', ' Komala, Iyep', ' Lestari, Ayu']",False,"['pengembangan', 'usaha', 'kelompok', 'kecamatan', 'sapi', 'perah', 'sapi perah', 'peternakan', 'pengembangan usaha']",77
