Issue Date;Title;Author(s)
2018;Kesesuaian Habitat dan Perkembangan Populasi Jalak Putih (Sturnus melanopterus Daudin 1800) di Taman Nasional Bali Barat.;"Hernowo, Jarwadi Budi;Prasetyo, Lilik Budi;Brillianti, Dwitantian Hawa"
2018;Produksi Bibit Tacca (Tacca chantrieri Andre) Aksesi Kalimantan melalui Embriogenesis Sel Somatik secara in Vitro;"Krisantini;Wiendi, Ni Made Armini;Janati, Rahayu Ning"
2018;Analisis Persepsi dan Preferensi Masyarakat dalam Manajemen Riparian Sungai Ciliwung sebagai Penghasil Jasa Biodiversitas Lanskap di Kota Bogor;"Kaswanto;Putri, Meiliwati Widya"
2018;Evaluasi Morfologi dan Uji Daya Hasil 55 Genotipe Ubi Kayu (Manihot esculenta Crantz) Generasi M1V5 Hasil Iradiasi Sinar Gamma.;"Khumaida, Nurul;Ardie, Sintho Wahyuning;Sansurya, Mohammad Erison Caesar"
2018;Pembuatan Kunci Identifikasi Kutukebul (Hemiptera: Aleyrodidae) di Jawa dengan Program Komputer Lucid Phoenix dan Lucid 3.5;"Hidayat, Purnama;Afifah, Mauliddini Nur"
2018;Optimasi Produksi Bibit Krisan (Dendranthema morifolium Ramat) Sistem Fotoautotrofik dengan Pemberian Gula Rendah dan Ventilasi;"Wiendi, Ni Made Armini;Krisantini;Hani', Rizkiya"
2018;Kecernaan dan Aktivitas Enzim Ikan Nila Oreocrhomis sp. yang Diberi Biji Karet Hevea brasiliensis Dihidrolisis dengan Crude Enzim Rumen Domba dan Koktail Enzim.;"Suprayudi, Muhammad Agus;Jusadi, Dedi;Ekasari, Julie;Anugrah"
2018;Efikasi Obat Berbahan Aktif Fluralaner Terhadap Caplak yang Menginfestasi Anjing dengan Bobot Badan di Atas 20 Kilogram di;"Soviana, Susi;Hadi, Upik Kesumawati;Kamiring, Azery Bin"
2018;Toksisitas Minyak Atsiri Kayu Manis terhadap Larva Tribolium castaneum yang Resisten terhadap Fosfin;"i Harahap, Idham Sakt;Rafidatillah, Ulfa"
2018;Bakteri Endofit Asal Pisang Kipas (Ravenala madagascariensis) untuk Pengendalian Nematoda Parasit pada Tanaman Pisang.;"Munif, Abdul;Wulandari, Rafika Ridwan"
2018;Keefektifan Trichoderma harzianum dan Trichoderma koningii dalam Pengendalian Penyakit Moler pada Bawang Merah;"Sinaga, Meity Suradji;Mardhatillah, Zahrusyka"
2018;Sebaran Benalu Famili Loranthaceae di Kebun Raya Bogor dan Implikasinya bagi Program Pengendalian;"Santosa, Edi;Tiffani"
2018;Potensi Ekstrak Eceng Gondok (Eichhornia crassipes (Mart.) Solms-Laub.) sebagai Bioherbisida untuk Mengendalikan Gulma pada Tanaman Padi Sawah.;"Guntoro, Dwi;Utomo, Wahyu"
2018;Pengobatan Miasis dengan Krim Ekstrak Sirih Merah pada Domba Garut yang Diinfestasi Larva Lalat Chrysomya bezziana.;"Mustika, Aulia Andi;Wintarsih, Ietje;Fadhillah, Anna Aesha"
2018;Kemampuan Propolis dalam Menghambat Pertumbuhan Escherichia coli dan Salmonella sp..;"Indrawati, Agustin;Afiff, Usamah;Nugroho, Aditya Sandi"
2018;Kontaminasi Logam Berat (Pb dan Cu) pada Tambak Ikan Bandeng Chanos chanos Forskal di Dukuh Tapak, Kelurahan Tugurejo, Kota Semarang;"Nirmala, Kukuh;Djokosetyanto, Daniel;Sukowati, Aniek Suryani"
2018;Pertumbuhan Ulat Hongkong (Tenebrio molitor) pada Media Pakan yang Berbeda;"Fuah, Asnath M.;Endrawati, Yuni Cahya;Hapsari, Danes Galuh Pramudhita Lingga"
2018;Karakteristik Karkas dan Daging Sapi Peranakan ongole dan Brangus pada Umur yang Berbeda;"Priyanto, Rudy;Aditia, Edit Lesa;Pangestu, Muhammad Bintang"
2018;Pengembangan Metode Sintesis Surfaktan Kationik Setil Trimetil Amonium Klorida.;"Tursiloadi, Silvester;Suryani, Ani;Tsany, Farah Athiyyah"
2018;Kebijakan Rehabilitasi Lahan Kritis Pada Daerah Aliran Sungai (DAS) Berbasis Pengambilan Keputusan Fuzzy (Studi Kasus DAS Cisangkuy).;"Purwanto, Muhammad Yannuar Jarwadi;Widiatmaka;Prasetyo, Lilik B.;Budianto, Bambang Setio"
2018;Intervensi Pendidikan Gizi dan Aktivitas Fisik Permainan Tradisional untuk Mengatasi Masalah Overweight dan Obesitas pada Anak Sekolah;"Khomsan, Ali;Sukandar, Dadang;Riyadi, Hadi;Yulia, Cica"
2018;Karakteristik Pakan Fermentasi Anaerob dan Pengaruh Pemberiannya terhadap Performa dan Histologi Ileum Itik Petelur Awal Produksi;"Nahrowi;Ridla, Muhammad;Yaman, Aman;Setiyono, Agus;Allaily"
2018;Konstruksi Komunikasi Kebijakan Publik tentang Energi Terbarukan.;"Sumardjo;Sarwititi, Sarwoprasodjo;Tambuan, Armansyah Halomoan;Luqman, Yanuar"
2018;Analisis Sambungan Geser pada Kayu dengan Baut Tunggal Akibat Beban Uni-Aksial Tarik.;"Sucahyo;Nugroho, Naresworo;Karlinasari, Lina;Herawati, Evalina"
2018;Mutasi Induksi Dendrobium sylvanum var. flava Menggunakan Colchicine Secara In Vitro.;"Wiendi, Ni Made Armini;Rianawati, Sri;Musalamah"
2018;Keanekaragaman Bazzania (Marchantiophyta: Lepidoziaceae) di Taman Nasional Gunung Leuser, Aceh Tenggara, Sumatra.;"Ariyanti, Nunik Sri;Rifai, Mien Ahmad;Lestari, Ria Windi"
2018;Deteksi Kawanan Ikan Nila (Oreochromis niloticus) pada Keramba Jaring Apung Menggunakan Metode Akustik Aktif dan Pasif.;"Hestirianoto, Totok;Pujiyati, Sri;Randhi, Zulfathri"
2018;Analisis Karakter Morfologi, Anatomi, dan Struktur Sekretori Tanaman Urang-Aring (Eclipta alba Linn. Hassk.).;"Sulistyaningsih, Yohana C.;Djuita, Nina Ratna;Apriliasih, Winny Wulan"
2018;Rancangan dan Pengukuran Kinerja Koperasi di Desa Sidomulyo Kecamatan Silo Kabupaten Jember Menggunakan Balanced Scorecard;"Mulyati, Heti;Wijaya, Nur Hadi;Ramadhani, Bayu Galang"
2018;Analisis Transmisi Kebijakan Moneter melalui Jalur Pembiayaan berdasarkan Jenis Akad.;"Pasaribu, Syamsul Hidayat;Martis, Nur'aina Ibrahim"
2018;Sintesis dan Pencirian Hidrogel Superabsorben Poli(Asam Akrilat)-ko-Polivinil Pirolidon dengan Teknik Iradiasi Gamma;"Mulijani, Sri;Wulanawati, Armi;Tambunan, Veronica May"
2018;Penapisan Ekstrak Daging dan Kulit Buah Salak Beberapa Varietas sebagai Antioksidan dan Antiglikasi;"Batubara, Irmanida;Rohaeti, Eti;Sumaiyah"
2018;Sintesis Ramah Lingkungan Nanopartikel Fe dan Co;"Purwaningsih, Henny;Sjahriza, Ahmad;Pauliana, Syariefianti"
2018;Karakteristik dan Perkembangan Tanah pada Formasi Geologi Qvst di Kecamatan Leuwiliang dan Kecamatan Pamijahan, Kabupaten Bogor.;"Iskandar, Hermanu Widjaja;Prasetya, Agung"
2018;Efektivitas Bacillus subtilis InaCC B289 dan Pseudomonas aeruginosa InaCC B290 dalam Bioremediasi Limbah Logam Berat Artifisial serta Uji Bioassay Menggunakan Daphnia magna;"Hazra, Fahrizal;Santosa, Dwi Andreas;Helmi, Robbi Aulia"
2018;Efektivitas Pelapisan Rizobakteri pada Benih Cabai setelah Disimpan dalam Meningkatkan Pertumbuhan Tanaman serta Mengendalikan Penyakit Busuk Phytophthora;"Ilyas, Satriyas;Manohara, Dyah;Hikmawati, Ainun Nur Maulidina"
2018;Pengendalian Gulma pada Tanaman Kelapa Sawit Utara (Elaeis guineensis Jacq.) di Kebun Tanah Gambus PT. Socfindo, Kab. Batubara, Sumatera: Identifikasi Gulma Resisten Terhadap Campuran Herbisida Glifosat dan 2,4-D.;"Guntoro, Dwi;Dalimunthe, Rivai"
2018;Pertumbuhan Bibit Cengkih (Syzygium aromaticum L. Merr & Perr) Varietas Zanzibar pada Berbagai Taraf Dosis Pupuk Majemuk NPK dan Konsentrasi Auksin;"Wachjar, Ade;Direja, Wahyu Angga"
2018;Redesain Lanskap Terminal Laladon Sebagai Terminal Tipe C Kabupaten Bogor;"Utami, Fitriyah Nurul H;Situmorang, Juan Ponce"
2018;Identifikasi Lalat Buah (Bactrocera spp.) pada Beberapa Jenis Tanaman Buah-buahan di Kabupaten Deli Serdang dan Kabupaten Karo, Sumatera Utara;"Santoso, Sugeng;Lubis, Windar Hidayati"
2018;Studi Karakter Fisik dan Fisiologi Buah dan Benih Tomat (Solanum lycopersicum L.) Tora-IPB;"Suharsi, Tatiek Kartika;Syukur, Muhamad;Zebua, Mercy Julinda"
2018;Perencanaan Kawasan letusan Gunung Banda Api Berbasis Mitigasi di Kepulauan Banda, Provinsi Maluku;"Makelew, Afra D.N;Habi, Muchammad Syaif"
2018;Distribusi Aphelenchoides besseyi Christie Nematoda Terbawa Benih Padi di Pulau Jawa;"Supramana;Mutaqin, Kikin Hamzah;Diana, Didiet Rahayu"
2018;Kecukupan Akomodasi Kapal Purse Seine (Studi Kasus: KM Berkah Melimpah di Pelabuhan Perikanan Samudera Nizam Zachman Jakarta).;"Purwangka, Fis;Iskandar, BH;Jannah, Nurul Faizatil"
2018;Strategi Pengalokasian Belanja Langsung Sektor Pendidikan dan Sektor Kesehatan untuk Peningkatan IPM Kota Bogor;"Siregar, Hermanto;Putri, Eka Intan Kumala;Djajuli, Idja"
2018;Anxiety and Apoptotic Neuron in Amygdala of Young and Aging Rats with Injection of Human Whartons Jelly-Mesenchymal Stem Cells.;"Juliandi, Berry;Boediono, Arief;Sitanggang, Fajar Islam"
2018;Profil Respon Fisiologis dan Kinerja Produksi Kepiting Bakau Scylla serrata pada Wadah Terang  Gelap dalam Sistem Resirkulasi;"Nirmala, Kukuh;Hastuti, Yuni Puji;Pratiknyo, Titis"
2018;Hubungan Mangrove Genus Bruguiera dan Rhizophora Terhadap Keberadaan Kepiting Scylla serrata dan Scylla olivacea di Hoat Sorbay, Kei Kecil, Maluku Tenggara.;"Kawaroe, Mujizat;Wardiatno, Yusli;Saga, Muh. Mufty Izmu Abdillah"
2018;Analisis Spasial Dampak Kenaikan Muka Laut Terhadap Kerentanan Pesisir di Pantai Timur Sumatera Utara;"Gaol, Jonson Lumban;Nurjaya, I Wayan;Nurherdianto, Wahyu"
2018;Pengaruh Komunikasi Remaja-Orang tua, Self-Esteem dan Penggunaan Internet terhadap Perilaku Pornografi Remaja;"Puspitawati, Herien;Yuliati, Noor Lilik;Laili, Mahsiani Mina"
2018;Pendugaan Proporsi Komponen Nilai Cost, Insurance, Freight (CIF) Impor Indonesia dengan Model Logit Fraksional Peubah Ganda;"Saefuddin, Asep;Indahwati;Mardiah"
2018;Evaluasi Manfaat Kara benguk (Mucuna pruriens) Rendam sebagai Imbuhan Pakan pada Kelinci Jantan;"Evvyernie, Dwiera;Harlina, Eva;Pujioktari, Preti"
2018;Evaluasi Pertumbuhan Generatif, Produksi, dan Karakteristik Benih Indigofera zollingeriana pada Jarak Tanam Berbeda;"Abdullah, Luki;Yaman, M. Aman;Kumalasari, Nur Rochmah;Rosadi, Kathleya"
2018;Reintegrasi dan Strategi Nafkah Rumahtangga Inong Balee Pasca Konflik di Aceh.;"Wahyuni, Ekawati Sri;Agusta, Ivanovich;Dewi, Marlina Afrian"
2018;Pengembangan Wisata Bahari Secara Berkelanjutan (Studi Kasus Pantai Labombo Kota Palopo Provinsi Sulawesi Selatan).;"Yonvitner;Imran, Zulhamsyah;Bibin, Muhammad"
2018;Pengendalian Kanibalisme Benih Ikan Lele Afrika Clarias gariepinus Menggunakan Hormon Estradiol-17_ dan Pengaturan Padat Tebar;"Zairin, Muhammad Junior;Alimuddin;Widanarni;Siregar, Khoirotun Nisa"
2018;Efektivitas Kinerja Polisi Kehutanan dalam Penanganan Gangguan Kawasan di Taman Nasional Gunung Gede Pangrango;"Hardjanto;Sunkar, Arzyana;Haerullah, Medi"
2018;Sistem Pakar Diagnosa Hama dan Penyakit pada Budidaya Jamur Kuping (Auricularia auricular) Berbasis Web.;"Pramudya, Bambang;Sumarno, Joshua Ronald"
2018;Kajian Reaksi Proteksi Indola serta Isolasi dan Elusidasi Struktur Molekul Aktif dari Spons Laut Acanthostrongylophora ingens;"Hanif, Novriyandi;Setiawan, Andi;Yanti, Heri"
2018;Penentuan Flavonoid 3,4,5,7-tetrahidroksiflavon-3_-D-rutinosida secara Voltametri dengan Screen Printed Carbon Electrode Termodifikasi Komposit Grafena-Kitosan;"Arif;Wahyuni, Wulan Tri;Maryam, Nova Lita Sri"
2018;Dampak Pelarut Alkali Teknis pada Produksi Silika dari Abu Sekam Padi sebagai Bahan Baku Pupuk;"Wulanawati, Armi;Hoerudin;Fabriany, Sintya Dico"
2018;Rancang Bangun Jaringan MPLS-VPN Menggunakan Switch OpenFlow sebagai Arsitektur Layer 2.;"Sukoco, Heru;Muhammad, Fahmi Dzilikram"
2018;Fotosensitizer Berbahan Dasar Pewarna Temulawak (Curcuma xanthorrhiza) Untuk Aplikasi Sel Surya Tersensitisasi Pewarna;"Mulijani, Sri;Wulanawati, Armi;Madya, M. Miftahul"
2018;Populasi Rangkong Badak (Buceros rhinoceros) pada Hutan Konservasi di Lansekap;"Perwitasari, Raden Roro Dyah;Mulyani, Yeni Aryati;Sahari, Bandung;Nurfaidah, Diane"
2018;Toksisitas Akut Ekstrak Etil Asetat Kapang Endofit Daun Sirsak (Phomopsis sp.) pada Mencit.;"Hasan, Akmad Endang Zainal;Julistiono, Heddy;Akbar, Geodani"
2018;Kuantifikasi Asam Lemak Dan Aktivitas Antioksidan Minyak Kelapa Murni (VCO) Fermentasi Lactobacillus casei;"Andrianto, Dimas;Rasyid, LA Harun Al;Pratama, Muhammad Rastra Teguh"
2018;Ekstraksi Arus_lawan Sistem Biner untuk Pemisahan Xantorizol dari Minyak Atsiri Temu Lawak;"Heryanto, Rudi;Wahyuni, Wulan Tri;Prianti, Heapy"
2018;Infiltrasi Tanah Pada Berbagai Penggunaan Lahan di DAS Mikro Cikardipa, Desa Sukagalih, Kecamatan Megamendung, Bogor;"Wahjunie, Ennie Dwi;Baskoro, Dwi Putro Tejo;Kaiwa, Ogan"
2018;Perencanaan Jalur Jalan Ramah Lingkungan (Green Street) di Jalan Profesor Doktor Satrio, Jakarta Selatan;"Khrisrachmansyah, Rezky;Nasrullah, Nizar;Imany, Wulidatul Binuril"
2018;Aplikasi Ethephon dan Stiker Pascapanen untuk Perbaikan Kualitas Buah Jeruk Siam Garut (Citrus nobilis Lour).;"Poerwanto, Roedhy;Efendi, Darda;Lieka, Metta Gitania"
2018;Kelimpahan Wereng Batang Cokelat Nilaparvata lugens (Stl) dan Walang Sangit Leptocorisa oratorius (Fabricius) serta Predatornya pada Tanaman Padi Varietas IR 64;"Winasa, I Wayan;Najah, Siti Kamila"
