author,jml_penelitian
" Setyobudiandi, Isdradjad",6
" Noviansyah, Ersan",1
" Diatin, Iis",25
" Putri, Hylda Khairah",1
" Rahayu, Dwi Listyo",2
" Hazeri, Gesten",1
" Noor, Ronny Rachman",15
 Irwan,3
" Hasly, Intan Roihatul Jannah",1
 Ismajaya,1
" Meryandini, Anja",16
" Hamka, Muhammad Subhan",2
" Purwaningsih, Sri",6
" Anwar, Effionora",1
" Butar, Maretty Twentyna Dolorosa Butar",1
" Hardhienata, Medria Kusuma Dewi",30
" Sriatun, Mamik",1
"Kukuh, Nirmala",1
" Yani, Hadiroseyani",1
" Fauziyah, Nur",1
" Surnarno, Mas Tri Djoko",1
" Fahmi, Rizkan",1
" Damar, Ario",10
" Rusdi, Rismawaty",1
" Murniasih, Siti",1
" Yuli, Naulita",1
" Phardana, Toufan",1
" Riyamto, Mochammad",1
 Sugandi,1
"Yulianda, Ferdinan",1
" Arifin, Zainul",2
" Lubis, Ernani",7
" Afiyah, Novia Nurul",1
" Jannah, Antung Raudatul",1
" Agus, Syamsul Bahri",24
" Sugara, Ayub",1
" Wigiani, Dwi Putri",1
" Sinaga, Daniel",1
"Mochammad, Riyanto",1
" Sugeng, Hari Wisudo",1
" Tirtana, Denta",1
" Mahdi, Dwi Putra Imam",1
" Kurniawati, Esty",1
" Trilaksani, Wini",13
" Br Sitepu, Gressty Sari",1
" Simamora, Gevbry Ranti Ramadhani",1
 Mustaruddin,19
" Kamargo, Gogo",1
" Rabiyanti, Intan",1
" Mawardi, Wazir",23
" Umam, Hairul",1
" Lesmana, Lalu Jeffri Azani",1
" Maknuun, Luk Luk Il",1
" Aji, Mufit Budi",1
" Iskandar, Budhi hascayo",1
" Najib, Muhammad",1
" Sunarno, Mas Tridjoko",1
" Hulu, Operiman",1
" Rumkorem, Olivia Lana Yosephine",1
" Munandar, Rizqan Khairan",1
" Sasarari, Rosmina",1
"vAdrianto, Luky",1
 Yonvitner,15
" Akmal, Surya Gentha",1
" Huriyah, Siti Balqis",1
" Bengen, Dietriech Geoffrey",19
" Paulangan, Yunus Pajanjan",1
" Kurniawan, Raudhi",2
" Ekasari, Julie",29
" Syahputra, Hadi",1
" Firman, Sri Wahyuni",1
" Ahmad, Fauzi Ichsan",1
" Sunarma, Ade",1
" Cahyadi, Ucu",1
" Teduh, Ahmad",1
" Astini, Lita",1
" Sri, Nuryati",1
" Nurani, Fitriana Sari",1
" Wahyudi, Johan",1
" Nabiu, Nur Lina Maratana",2
" Ekawati, Aprillia Kartika",1
" Azkia, Lana Izzul",1
" Zamani, Putri Neviaty",1
" Nugraha, Muhammad Andre",1
" Welly, Marthen",1
" Rahayu, Rosi",1
" Nirmala, Kukuh",26
" Himawan, Yogi",1
"Atmadipoera, Saleh Agus",1
" Purba, Mulia",2
" Masoleh, Vanessa Claudia",1
"Rahardjo, M Fadjar",1
" Hadiaty, Kurnia Hadiaty",1
" Simanjuntak, Charles PH",5
" Manangkalangi, Emmanuel",1
" Syah, Firman",1
" Hardina, Kanthi",1
" Kosmaryandi, Nandi",9
" Andryansah, Oktedy",1
" Kim, Namhun",1
" Park, Sehwi",1
" Hadi, Yusuf Sudo",8
" Prabuningrum, Dita Sari",1
" Sudrajat, Iyat",2
" Suhendang, Endang",2
" Yandi, Wahyu Nazri",1
" Haneda, Noor Farikhah",14
" Akbar, Ali",1
" Syafii, Wasrin",1
" Manurung, Harisyah",1
" Suhada, Nur",1
" Mansur, Irdika",13
" Saputra, Rahmat",1
 Istomo,4
" Mardhatillah, Rizki",1
" Dwisutono, Aji Nuralam",1
"Kartodiharadjo, Hariadi",1
" Sundawati, Leti",13
" Amelia, Nur Rizky",1
" Tiryana, Tatang",7
" Nanjaya, Erwin Kusumah",1
" Hilwan, Iwan",12
" Irfani, Ewi",1
" Kartikawati, Aprilia",2
" Pamoengkas, Prijanto",5
" Aurum, Putri",1
" Ramadhani, Ghvirly",1
" Wibowo, Cahyo",4
" Fathia, Arin Annisa",1
" Kartodihardjo, Hariadi",7
" Baskoro, Bergas Chahyo",2
" Kuncahyo, Budi",11
 Witno,1
" Puspaningsih, Nining",10
" Putra, Rizki Auliansyah",1
" Nawawi, Deded Sarip",11
" Murda, Rio Ardiansyah",1
" Rahmatia, Citra",1
" Apriyanto, Dwi Putra",1
" Wulandari, Leni",1
" Raharja, Kanda",1
" Wasis, Basuki",8
" Arty, Budi",1
" Naikofi, Kristina Irnasari",1
" Massijaya, Muh Yusram",1
" Abdillah, Imam Busyra",1
" Fajri, Maulidil",1
" Nurrochmat, Didik Ridho",1
" Sarif, Muhammad",1
" Rahman, M Miftah",1
" Siregar, Iskandar Zulkarnain",1
" Sudrajat, Dede Jajat",4
" Chaerani, Nurul",1
" Hermawan, Dede",5
" Mangurai, Silvia Uthari Nuzaverra Mayang",2
" Aida, Tefi Yuliani",1
" Bailao, Apriana",1
" Purnama, Ardiyansyah",1
" Maulana, Muhammad Iqbal",3
" Sumartono, Nova Ika Rakhmawati",1
" Br Lubis, Rizky Febriana",1
" Darmawan, I Wayan",5
" Augustina, Sarah",2
" Azizah, Nikmatul",1
" Wijayanto, Nurheni",1
" Pangestu, Kidung Tirtayasa Putra",2
" Kamiya, Koichi",1
" Aulianisa, Elfa Norisda",1
" Rahayu, Istie Sekartining",8
" Martha, Resa",1
" Hermawan, Rachmad",15
" Suprajanti, Dina Sri",1
"Agus, Priyono Kartono",1
" Yeni, Aryati Mulyani",1
" Vikar, Abdul",1
" Muhamad, Soleh",1
" Siregar, Ulfah Juniarti",3
" Rosdayanti, Henti",1
" Adiwibowo, Soeryo",10
" Sulaiman, Ageng Hasanah",1
 Heri Budianto,1
 Ema,1
" Wahyuni, Ekawati Sri",8
" Wasito, Erlinda sukmasari",1
" Muflikhati, Istiqlaliyah",9
" Aulia, Nadia",2
" Baliwati, Yayuk Farida",5
" Suryana, Esty Asriyana",1
" Boli, Elisabet Bre",1
" Dwiriani, Cesilia Meti",15
" Pasaribu, Elita Oktorina",1
 Saharuddin,3
" Royandi, Eva",1
" Figna, Lucy Natami",2
" Septianto, Marzuqo",1
" Rezeky, Shinta Mutiara",1
" Sinaga, Tiurma",11
" Maya, Sofya",2
" Anggiruling, Dwikani Oklita",3
 Sriyanti,1
" Puspitawati, Herien",13
" Tasqiya, Rizky Sahla",1
" Putri, Netta Meridianti",1
" Ginting, Basita",1
" Alnour, Mohamedalhabieb Alhafiz Mohamed",1
"Rimbawan, Rimbawan",9
" Nurhayati, Aprinia Dian",1
" Febryanti, Ade",2
 Sujimin,1
" Pah, Leony Mayandari",1
" Utami, Atikah Dewi",1
 Nuraini,1
" Muswar, Humayra Secelia",1
" Krisnatuti, Diah",14
" Siroj, Eko Yuliarti",1
" Maesaroh, Siti",1
" Madanijah, Siti",5
" Yuliati, Noor",1
" Rahmayanti, Kurnia",1
" Sumarti, Titik",6
" Tabenu, Oktovianus",1
" Palupi, Eny",32
" Insani, Putri Novia Choiri",1
" Gandasari, Dyah",3
 Rasmira,1
" Asia, Nur",1
" Aini, Qurratu",1
 Farhatilwardah,1
" Ekayanti, Ikeu",14
" Kusumawati, Dewi",1
" Asri, Muh",1
Sarwoprasodjo,1
 Sarwititi,1
 Mutiono,1
" Khomsan, Ali",13
" Cholidah, Emi Nur",1
 Yustiyani,1
" Ma'rifah, Bahriyatul",1
" Insani, Hurry Mega",1
" Muthmainah, Fitriyah Nafsiyah",1
" Windardi, Ika Puspa",1
" Simanjuntak, Asnika Putri",1
" Amrinanto, Ahmad Hisbullah",1
" Christianti, Dyan Fajar",1
" Wibowo, Tri Cahyono",1
" Ginanjar, Dody",1
" Asanti, Ernis",1
" Damayanti, Elia Damayanti",1
" Kinseng, Rilus A",12
" Rahmadian, Faris",1
" Mar'ah, Husnul",1
"Dwi, Hastuti",1
" Istiqlaliyah, Muflikhati",1
" Handhiko, Kukuh Bagus",1
" Setiawan, Budi",6
" Wahyuni, Leny Eka Tyas",1
" Wibowo, Cahyono Tri",5
" Siregar, Nadia Itona",1
Nurfitriliani,1
 Nurfitriliani,1
" Herawati, Tin",12
 R Sukarni,1
" Amongjati, Sri Anom",1
 Sutyawan,1
" Astuti, Widya",1
"Ahmad, Sulaeman",1
" Puspita, Winny",1
" Nissa', Zulfa Nur Auliatun",1
" Sunarti, Euis",4
" Ginting, Widyasari",2
" Hapsari, Dwi Retno",15
" Ahmad, Jazilil Mustopa",1
" Rahmah, Atikah",1
" Putri, Dwi Kurniati",2
" Prameswari, Fajria Saliha Puspita",1
" Septianella, Geo",1
 Firdanianty,2
" Sari, Intan Permata",2
" Lasinta, Megafirmawanti",1
" Lutfiah, Nunung",1
" Miraza, Bachtiar Hasan",1
" Tarigan, Mena Uly",1
" Sitepu, Petrus",1
" Keiya, Ricardus",1
" Yulianda, Riki",1
" Simanjuntak, Megawati",12
 Sarifudin,2
"Lubis, P Djuara",2
" Ovib, Steffany Gloudya",1
" Nainggolan, Viona Febrina Natalia",1
" Wardani, Wahyu Vera",1
" Rachman, Yane Ardian",1
"Hatuti, Dwi",1
" Yuliati, Lilik Noor",17
" Fauziah, Hilda",1
" Mukhaira, Inna",1
" Fala, Maulidia",1
" Kusharto, Clara M",1
" Rozi, Fahrul",1
" Kusramadhanty, Meilita",2
" Nurhusna, Aisyah",1
" Sopacua, Aszet Aprilya",2
" Nasution, Zuraidah",13
" Azra, Jeallyza Muthia",2
" Hadori, Rachmawati",1
"Lubi, P Djuara",1
" Manaf, Ach Haris Sbdi",1
" Fauzi, Anas Miftah",3
" Arrozi, Ahmad Makky",1
" Roosita, Katrin",11
" Fadila, Elzha Nur",1
" Moidady, Nuzulul Ichwal Fattah",1
" Matindas, Krishnarini",5
" Sari, Noni Wilda",1
" Muhammad, Nursid",1
" Permatasari, Anissa",1
" Sartono, Bagus",48
" Bodro, Dewi Kiswani",1
" Solihin, Dedy Duryadi",4
" Retnowati, Dwi",2
" Erfiani, Erfiani",6
 Rosni,1
" Kemala, Tetty",7
" Susanti, Rita",1
 Erfiani,23
" Annisa, Selvi",1
" Karja, Ni Wayan Kurniani",15
" Bahmid, Nur Alif",1
" Sumertajaya, I Made",35
" Hariningrum, Lili",1
" Aziz, Ali Abdul",1
" Wijaya, Sony Hartono",19
" Saraswati, Annisa",1
" Wigena, Aji Hamim",23
" Tazliqoh, Agustifa Zea",1
" Nurhadryani, Yani",13
" Kameswara, Dyta",2
" Wahjuni, Sri",13
" Syahrani, Iswaya Maalik",2
" Pusparini, Diaz Sari",1
" Iswantini, Dyah",5
" Nurhidayat, Novik",9
" Fatonah, Dian Siska Rahma",1
 Rugayah,6
" Rifai, Mien Achmad",5
" Nikmah, Isna Arofatun",2
" Purwaningsih, Henny",17
" Yusuf, Ismiyati Hi",2
 Indahwati,29
" Merdeka, Hary",1
" Rochayati, Isti",2
" l Haq, JN Raisa",1
" Sapari, Iman",2
" Pradono, Dyah Iswantini",11
" Susparini, Ninik Triayu",1
" Djalil, Vella Nurazizah",2
" Septiawan, Pandu",1
" Afendi, Farit Mochamad",17
 Rahmat HS,1
" Sadikin, Rifki",1
" Iryanto, Syam Budi",1
" Priyosoeryanto, Bambang Pontjo",1
" Puspita, Ratna",1
" Arianto, Taufik",1
" Saputro, Agung Eddy Suryo",1
" Wahyudi, Setyanto Tri",20
" Maulana, Farhan Azhwin",1
"Andani, Wirda",1
" Dewantara, Ikra",2
" Pontjo, Bambang",3
" Tumanggor, Lisnawati",1
" i Boer, Lemma Firar",1
" Batubara, Irmanida",42
" Istiana, Nabella",1
" Fitria, Rizki",1
" Ghaniswati, Riza",1
" Setiawaty, Berlian",8
" Muna, Siti Umamah Naili",1
" Djuraidah, Anik",29
" Rizqiana, Zulfanita Dien",1
" Irvan, Moh",1
" Alatas, Husin",18
" Palupi, Endah Kinarya",1
" Buono, Agus",10
" Ariany, Fenty",1
" Aditama, Rendy",1
" Hartono, Wijaya Sony",1
 Syamsuri,1
 Hartanti,1
" Seno, Djarot Sasongko Hami",1
" Weni, Mustika",1
" Nurrusydah, Za'ima",1
" Kurniawan, Tri Putra",1
" Sari, Dwi Retno Puspita",1
"Solihin, Dedi Duryadi",1
" Farajallah, Ahmad",1
" Priyono, Dwi Sendi",1
" Chikmawati, Tatik",21
 Asminarti,1
"Kusuma, Ananta Wisnu",1
" Hardhienata, Dewi Kusuma Medria",1
" Akhmad, Purnajaya Rezki",1
" Soleh, Agus M",6
" Rahayu, Wikasanti Dwi",1
" Novita, Hilda Yulia",1
" Panji, Tri",5
" Sahisnu, Hyakansa Hanief",2
" Ekasatria, Hendri",1
" Nugrahani, Endar Hasafah",11
" Puspasari, Andini",1
" Karomah, Laila",1
 Christian,1
" Rahman, Arief",1
" Sumaryada, Tony",2
" Mafahir, Iim Abdul",1
" Budiarti, Retno",48
" Adriani, Ika Reskiana",1
" Neyman, Shelvie Nidya",11
" Kurniawan, Rizki Agus Zandra",1
 Najmah,1
 Annisa,22
" Firzatullah, Raden Muhamad",1
" Kurniawan, Medy",1
" Marlina, Leni",1
"Syafiri, Utami Dyah",1
" Hafid, Hardianti",1
" Siregar, Alfiansyah Halomoan",1
" Winanda, Witri",1
" Tjahjoleksono, Aris",20
" Alfian, Anggra",1
" Fazriani, Aini",1
" Ahmad, Tarmizi",1
" Bani, Syahik Nur",1
 Irzaman,33
" Hazan, Siti Robiah",1
" Manik, Robin Pranata",1
" Perceka, Rangga Adiyasa",1
" Ismayana, Andes",27
" Udhayana HR, Khadijah Febriana Rukhmanti",1
" Manek, Kornelia Rosvita",1
" Ratnadewi, Diah",5
" Achmadi, Suminar Setiati",5
" Rahmawati, Indriana",1
" Sungkono, Andri",1
" Fendiyanto, Miftahul Huda",7
" Nur, Ria Hayatun",2
" Hasbi, Nurmi",1
" Hermadi, Irman",32
" Sahlan, Muh Fadli Fauzi",1
" Mas'ud, Zainal Alim",5
" Hasibuan, Yustiny Andaliza",1
" Andrianto, Dimas",73
" Tukan, Maria Magdalena Nona Motu",1
" Apsari, Pramesita Prawadika",1
 Rachmat,1
" Swengky, Better",1
" Permatasari, Anggun",1
" Parkhurst, Helen",1
" Pratami, Mentari Putri",1
" Irzaman, Irzaman",3
" Riva'i, Muklas",1
" June, Tania",15
" Fanggidae, Yudi Riadi",1
" Haryanto, Sugi",1
" Fadhila, Zahra",1
" Novianti, Rima",1
" Fatimah, Hilmi Azmi",1
" Kartono, Agus",18
" Priambodo, Gani",1
" Harahap, Baharuddin Yusuf Habiby",1
" Syafitri, Utami Dyah",45
" Andani, Wirda",3
" Benu, Marlon Jusak Rinaldy",1
" Soleh, Agus Mohamad",20
" Haji, Haji Ame",1
" Aidi, Muhammad Nur",23
" Septiani, Ayu",1
"Sukaesih, Imas",1
" Nurkholis, Andi",1
" Komalasari, Meita",1
" Har, Nazopatul Patonah",1
" Hartanto, Salpa",1
" Wahyuli, Agus",1
 Agusriandi,1
" Takene, Cynthia Miranti",1
" Qomaliyah, Eka Nurul",1
" Utami, Mella",1
" Sianturi, Paian",21
" Syams, Niswah Yanfa Nabilah",1
" Jiatmiko, Nuraini",1
" Syahbirin, Gustini",4
 Shabrina,1
" Pamungkas, Novita Galih",1
" Purwayoga, Vega",1
" Harianto, Tommy",1
" Sumarno, Hadi",45
" Fauzi, Andri Azmul",1
" Yolanda, Anne Mudya",1
" Ali, Asriyanti",1
" Ramadhan, Aditya",1
" Herbani, Yuliati",2
" Tsalsabila, Annisa",1
" Gaffar, Andi Widya Mufila",1
"Anang, Kurnia",1
" Soleh, Agus Muhamad",2
" Trianjaya, Beny",1
" Muhyi, Fathi Abdul",1
"Irawati, Tun Tedja",1
" Febriyanti, Erna",1
" Waryanto, Budi",4
 Erwandi,1
"Mochamad, Afendi Farit",1
" Anwar, Fitrianto",1
 Hasnita,1
" Ilham, Horizon Muhammad",1
" Fajarwati, Indah",3
" Aditya, I Made Godya",1
 Endar H Nugrahani,1
" Ludji, Dian Grace",1
 Khairunisa,1
"Mas'ud, Zainal alim",1
" Hanif, Novriyandi",9
" Christopher, Kalema",1
" Bukhari, Fahren",13
" Hidayati, Rini",17
" Latifah, Arnida Lailatul",3
" Mareta, Lesi",1
 Larasati,1
" Linda, Roza",1
" Indriyani, Lisa Aprilia",1
"Ananta, Wisnu Ananta",2
" Tresnawati, Lina Herlina",2
" Sadik, Kusman",20
" Rumahorbo, Kusni Rohani",1
" Haq, Multazimul",1
" Edy, Marwan Ramdhany",1
" Darmawan, Noviyan",15
" Ali, Mohamad Makrus",1
" Purnaba, I Gusti Putu",30
" Hayati, Nahrul",1
" Ermayanti, Tri Muji",3
" Adabiyah, Rifatul",1
" Mujiono, Nova",2
" Jaya, Supena Ence Darmo",1
 Rahmansyah,1
" Hadiana, Riana",1
"Khuluk, Rifki Husnul",1
" Raharjo, Rahmatullah Dimas Rekso",1
" Supena, Ence Darmo Jaya",7
" Satrio, Rizky Dwi",6
"Andreas, Santosa Dwi",1
" Ismiani, Sri",1
 Sarani,1
"Mas d, Zainal Alim",1
" Syarofah, Soffi",1
" Ambarsari, Laksmi",54
" Utama, Tiara Hardyanti",1
" Andrytiarandy, Wendy",1
" Prajaputra, Vicky",2
" Butarbutar, Victor Pandapotan",1
" Julia, Za'aziza Ridha",1
" Aufar, Yazid",1
" Fatma, Yuli Siti",1
" Purnama, Yohanes",1
" Ramadhini, Fitri",1
" Tjahjono, Raden Eliasar Prabowo",1
" Wardhana, Ariq Cahya",1
" Abdillah, Ahmad Muthi",1
" Puhili, Amelia Louisyane",1
" Rifai, Mien Ahmad",2
" Al Anshory, Dafi",1
" Wicaksono, Agung Satrio",1
" Mangku, I Wayan",12
" Afriansyah, Dilla",1
" Andalina, Dina",1
" Kiswanto, Dedy",1
" Septian, Dessy Dwi",1
" Awal, Elsa Elvira",1
" Usemahu, Dian Novia",1
" Hendri, Eko Primadi",1
" Lukmana, Hen Hen",1
" Irawan, Heru",1
" Lukiswati, Intan",1
" Asih, Indah Dwi",1
" Yunitaningtyas, Kristiana",1
"Zahra, Khoiruz",1
" Silalahi, Bib Paruhum",17
" Hardianti, Lilik",1
" Setiani, Lilis",1
" Dewi, Mita Agnes Sari",1
" Nurwegiono, Muhammad",1
" Amallia, Nur",3
" Raharja, Neptu Islamy",1
" Fadhli, Nanda",1
" Sutriah, Komar",6
" Hartati, Nina",1
" Kusuma, Ananta Wisnu",1
" Choiriyati, Nur",1
 Jaharuddin,8
" Aziezah, Nur",1
 Sulistijorini,17
" Andriya, Nadya Nurafifah",1
" Lapatta, Nouval Trezandy",1
" Yanto, Nur Witdi",1
" Anwar, Rohimatul",2
" Elastic, Pantry",1
"Lesmana, Citra Donny",2
" Adam, Rahmat",1
" Agustian, Ryan",1
" Rahmaida, Rizka",1
" Fitrianto, Anwar",16
" Wahyuni, Rezi",1
" Syafruddin, Reski",1
" Puteri Pekerti Wulandari, Puteri Pekerti",1
Sianturi,1
" Nugrahani, Endar H",2
" Muhammad, Heizlan",1
" Effendi, Surianto",1
 Triadiati,3
" Fathia, Siti Diana",1
" Bakhtiar, Toni",11
" Marsya, Suci Febria",2
" Kahono, Sih",10
" Sayusti, Tiara",1
" Pranata, Syafroni",1
" Maulana, Tubagus Iqbal",1
" Thomas, Daniel Caspar",1
" Ardi, Wisnu Handoyo",2
" Afendi, Farit Mochammad",1
" Hidayaturrohman, Umam",1
" Sulistyowati, Ulfah",1
" Manarfa, Wa Ode Rahma Agus Udaya",1
" Ahzan, Zulkaidah Nur",1
" Wizsa, Uqwatul Alma",1
" Permala, Rizki",1
" Sri, Listiyowati",1
" Ariyani, Astri",1
"Sukoco, Eng",1
" Suneth, Rio",1
" Ariawan, Ishak",1
" Putra, Zikalta",1
" Abdullah, Syahid",1
" Olivah, Francklin Gabriello",1
" Jabbar, Ahmad Abdul",1
" Audah, Kholis Abdurachim",2
" Yami, Angga Crystal Loasana",1
" Alvionita, Dewinta Nur",1
" Hassolthine, Cian Ramadhona",1
" Pendong, Lexi Majesty",2
" Mubarik, Nisa Rachmania",11
" Anggriani, Latusi",1
" Al Amri, Muhammad Zulky",1
" Weridyaningrum, Ratu",1
" Maulina, Retsi Firda",1
" Tumbelaka, Ligaya ITA",10
" Rosyada, Zulfi Nur Amrina",2
" Kubro, Zudah Sima'atul",1
" Muliati, Vika Febri",1
" Mastuti, Winda Chairani",1
" Susanti, Ade",1
" Perwitasari, RR Dyah",1
" Putri, Anzalia Eka",1
" Isnaini, Bayutama",1
" Safitri, Emeylia",1
" Kurniati, Mersi",11
" Maula, Frida Yassar",1
" Kharisma, Della",2
"Sudirman, I Lisdar",2
" Anwar, Khoirul",2
" Satrono, Bagus",1
" Amelia, Mia",1
 Nuramaliyah,1
" Muztahid, Muhammad Rheza",2
" Ramayanti, Rosi",1
" Oktavia, Reni",1
"Sumertajaya, I made",1
" Nur, Aidi Muhammad",1
" Rahkmawati, Yeni",1
" Sudrimo, Sella Nofriska",1
" Arifin, Willdan Aprizal",1
"Purnajaya, Akhmad Rezki",1
" Suharto, Ari",1
" Notonagoro, Ahmad Ghiyats",1
 Isroi,1
" Rahman, Anggun",1
" Setyobudiandi, Isdrajad",1
" Yulianto, Gatot",40
" Putri, Megawati Arsita",1
" Santoso, Budy",1
" Sanaha, Dion",1
" Arham, Ihsan",1
"Mulasih, Sri",1
" Susanti, Santi",2
" Putra, Ludwinardo",1
" Kartika, Karlina Fitri",1
" Suhardono, Sri",1
" Setiawan, Yudi",55
" Ambarwulan, Wiwin",3
" Sugiyanto, Tri Agus",1
 Hultera,2
" Arifjaya, Nana Mulyana",1
" Widiyanti, Astrini",1
" Kurniarto, Sara Dwi",1
" Nompo, Sumarni",1
" Husin, Rusdi",1
" Hasibuan, Sari Yulia Kartika",1
" Hasbullah, Rokhani",18
" Mawaddah, Ainul",1
" Rahadian, Aswin",3
" Suprihatin, IngIr",1
" Diyarma, Ikhsan",1
"Lilik B, Prasetyo",1
" Budiman, Mokhamad Asyief Khasan",1
"Yani, Mohammad",4
" Ramdhani, Medy",1
" Putri, Nurul Febriani",1
"Djumali, Mangunwidjaja",1
" Paweli, Nurul Elfiani",1
" Maulana, Vallen Sakti",1
" Rachman, Arief",1
" Santoso, Tri Joko",5
" Kurniawati, Devi Ayu",1
" Fitriyanti, Clara Shinta Ayu",1
" Wulansari, Desi",2
" Maghfirah, Geubrina",1
" Mustapa, Lalu Ardhian",1
" Adila, Mirjani",1
" Andareswari, Novi",1
" Yulieny, Neneng Evy",1
" Astuti, Parni",1
" Manupada, Ni Putu Manacika",1
" Maliki, R M Wisnu Hasbuna",1
 Kaswanto,4
" Ritonga, Rasis Putra",1
" Hidayatullah, Rifqi Rahmat",1
" Maimunah, Siti",1
" Ayuningtyas, Utari",1
" Parameswari, Pinkan Pangestu",1
" Rukminda, Gista M",1
" Rezainy, Anissa",1
" Ekawati, Sulistya",2
" Fitria, Wira",1
" Mustopa, Apon Zaenal",14
" VDarusman, Huda Shalahudin",1
" Hanny, Ellen Lindi Lathifah",1
" Prahastianto, Edi Fajar",1
" Destrianto, Heri",1
" Meilina, Lita",1
 M Nasir,1
"Nurochmat, Dodik R",1
" Yufuai, Martha Christina",1
" Elfriede, Dwining Putri",1
" Pandjaitan, Nora Hendriana Pandjaitan",1
" Anari, Oktovianus",1
" Sari, Dewi Monita",1
" Yusri, Safran",1
" Adawiyah, Dede Robiatul",15
" Sugiarti, Marli",1
" Fadila, Jauhari Dwiputra",1
" Kurniawan, Udhi Tri",1
"Kusnadar, Feri",1
" Irawati, Heny",1
" Ayunda, Winda Snestya",1
" Sukoco, Heru",5
" Ibrahim, Cecep",1
" Syamsir, Elvira",4
" Muzaki, Ahmad",1
 Jailani,1
" Syamsuddin, Nurmujahidah",1
" Nuryani, Hanifah Lioe",1
" Restiani, Yeni",1
" Rahardja, Sapta",1
" Djula, Ibnu Mardhatullah",1
 Mahmudah,1
 Impron,10
" Yuliawan, Taufiq",2
" Pramono, Titus",1
" Purwaningrum, Cucu Rina",1
 Suryahadi,6
" Ridloudin, Ahmad",1
 Sugiyono,3
" Pradana, Akbar",1
" Supriatna, Iman",16
" Utomo, Agi Wasistyo",1
" Mayasari, Ni Luh Putu Ika",14
" Hayati, Meutia",1
" Rahayu, Nila Sari",1
" Intansari, Variena",1
" Pisestyani, Herwin",16
" Rizaldi, Akhmad",1
" Wulansari, Retno",13
" Wolo, Kathirina Beatrik Riwu",1
" Satyaningtijas, Aryani Sismin",13
" Nurdin, Muh Ardiansyah",1
" Ekowati, Ratna Vitta",1
" Satrija, Fadjar",15
" Febrilina, Kurnia Sri",1
" Fahrudin, Mukhamad",1
" Pristihadi, Diah Nugrahani",8
" Niasono, Aji Barbora",1
" Walyani, Septa",1
"Setijanto, Heru",4
" Susanti, Iin",1
 Andriyanto,9
" Mustika, Andi Aulia",1
" Suleman, Sultania Arsad",1
" Widhyari, Sus Derthi",19
" Mihardi, Arief Purwo",11
 Safika,10
" Hardiati, Aprilia",8
" Ulfa, Azizatul",1
" Andesfha, Ernes",1
" Pribadi, Eko Sugeng",5
" Widyasari, Difa",1
" Ulhusna, Fitrah Asma",1
" Rasad, Raden Siti Darodjah",1
" Darussalam, Imam",1
" Tiuria, Risa",8
" Karmila, Mila",1
" Soviana, Susi",18
" Rustam, Sri Nur Rahmi Nur",1
Safika,17
" Pasaribu, Fachriyan Hasmi",4
" Nilasari, Zumala",1
" Maniagasi, Andromeda Zandly Rumpilia",1
" Susanti, Fitria",1
" Khotimah, Husnul",4
" Khoirani, Kuntum",1
" Tumbelaka, Ita Ligaya",1
" Sukareksi, Hazar",1
" Indrawati, Agustin",14
" Azizah, Leila Nur",1
" Soejoedono, Retno Damayanti",3
" Alviodinasyari, Rizky",2
" Poetri, Okti Nadia",10
" Setyaningsih, Retno",1
" Harlina, Eva",9
" Rostantinata, Riski",1
"Pasaribu, Fachriyan hasmi",1
" Agustin, Indrawati",1
" Wulandari, Titis",1
" Noviana, Deni",21
" Suparmin, Yuliani",1
" Lanniari, Nafrina",1
" Farajallah, Achmad",4
" Daryanti, Edhita Putri",1
"Soehartono, R Harry",8
 Nurhidayat,9
" Napitu, Herawati",1
" Pardede, Berlin Pandapotan",2
" Maheshwari, Hera",17
" Wirahadikesuma, Ikhwan",1
" Ulfa, Rasyida",1
 Suhendi,7
" Zaira, Zalika",1
" Sulistyaningsih, Nabila Yogaswara",1
" Khotimah, Fitri Kinasih Husnul",2
" Sari, Dinda Putri Eka",1
"Herlina, Lien",16
" Prawibawa, Azka Adinurrahman",1
" Maharani, Andini",1
" Mustikadewi, Raden Ajeng Faadhila Ramadhanti",1
" Megawati, Lokita Rizky",15
" Ayuningtyas, Wanda Kurnia",1
"Siti Jahroh, Siti",1
" Astuti, Devi Puji",1
"Daryanto, Heny K",4
" Ardiane, Fawnia Adel",1
" Nuraisyah, Ani",16
" Widhasari, Okhy",2
" Diwantara, Dimas Gandhi Purba",1
" Mulia, Novia Dwi",1
" Setiawan, Deni Pemilu",1
"Suwarsinah, Heny Kuswanti",9
" Baihaqi, Muhammad Imam",1
"Ratnawati, Anny",21
" Chasanah, Alfa",8
" Anggina, Lanny",1
" Taryana, Asep",16
" Sari, Desi Kartika",1
" Tito, Abdurachman Kusuma",1
" Ardiyansyah, Mohammad Firman",1
" Afiati, Amirah Rizki",1
" Salsabila, Yasmin Nabila",1
" Putri, Yeliana Esther Claudia",1
" Uno, Sandra Yulia",2
" Sulaiman, Wa Ode Nuzulurrahmah",1
" Fadillah, Achmad",5
" Hartanto, Abdul Jabbar",1
" Rahmaningrum, Anissa Fajaryana Noor",1
" Augusto, Alif Diaz",1
" Fatimah, Fajrina Maharani",1
" Rosniawati, Della",1
" Yuniasih, Evita",1
" Nurhayati, Popong",13
" Risyad, Muhamad",1
" Oktotira, Nurdin",1
" A'yun, Qurrota",1
