author,jml_penelitian
"Lubis, Syamsir Arifin",1
"Fariyanti, Anna",65
"Baraja, Ridhwan Ridho",1
"Ermawati, Wita Juwita",45
"Puspita, Rizka Diana",1
"Marsarifqi, Rakhmania",1
"Istiqomah, Asti",28
"Sinaga, Maria Else Avrelia",1
"Salam, Yuandanis Wahyu",1
Triadiati,13
Putra,1
"Utami, Yoana Meidita Sri",1
"Purwanto, Budi",69
"Hutabarat, Febrina",1
"Christy, Rachel",1
Novitasari,1
"Hidayani, Nurul",1
"Hakim, Dedi Budiman",72
"Qaffany, Naufal",1
"Maulida, Lani",1
"Atmadinata, Yustitia Nurlita",1
Osmaleli,7
"Khairani, Siffa",1
"Thamrin, Fifi Diana",11
"Pratiwi, Wahyu Dinda",1
"Sehabudin, Ujang",25
"Sholihah, Salma Mar'atus",1
Wiganda,1
"Basith, Abdul",26
"Thooriq, Tanneke Iqbal",1
"Puspita, Sari Intan",1
"Aprilianingsih, Shindy",1
"Rahmawati, Vany",1
"Rohmawati, Fithriya Yulisiasih",11
"Hidayat, Rahmat",42
"Guciano, Gebrina Putri",1
"Haniefa, Iffah Dieni",1
Hamim,21
Hadisunarso,9
Hanifatunisa,1
"Wigena, Aji Hamim",35
"Saputra, Galih Hedy",1
"Safithri, Mega",58
Husnawati,21
"Ardhani, Fitria Ayu Kusuma",1
"Setiawan, Sonni",22
"Muhammad, Fadhlil Rizki",2
"Nofiana, Gina",1
"Hasibuan, Lailan Sahrina",8
Irkhan Mikhail K,1
"Nurhadryani, Yani",58
"Zunima, Fadlan",1
"Gunaidi, Aang",1
Syaiful,1
"Wijayanto, Nurheni",52
"Hikmat, Agus",39
"Susanti, Amelia Dwi",1
"Meryandini, Anja",43
"Sunarti, Titi Chandra",1
"Basri, Asrianti",1
"Darusman, Dudung",13
"Samad, Abd",1
Hariyadi,33
"Setiawan, Yudi",36
"Rachdian, Azar",1
"Apriyana, Ko'o",1
"Wirawan, Ilman Na'afian",1
Hasim,40
"Sara, Juni",1
"Suparto, Irma Herawati",26
"Kemala, Tetty",32
"Nursanti, Andi",1
"Atmadipoera, Agus S",7
"Pariwono, John I",1
"Putra, Andry Purnama",1
"Djatna, Taufik",50
"Habyba, Anik Nur",1
"Rahayuningsih, Mulyorini",21
"Setyaningsih, Dwi",33
Kartika,1
"Pulunggono, Heru Bagus",16
"Azzukhruf, Alfian Muhammad",1
"Prasetio, Aqdi",1
"Shahra, Aqlima Boupasslina",1
"Anwar, Ruly",16
"Nugreheni, Ariska",1
"Purwakusuma, Wahyu",26
"Zahro, Astaria Putri",1
"Afendi, Mochamad Farit",1
Basirun,1
"Setiadi, Mohamed",1
"Said, Syahruddin",3
"Saber AbdelRahman, Amal",1
"Harefa, Derma Erni",1
"Sutandi, Atang",14
"Nadalia, Desi",4
"Simanihuruk, Denis Muba Pandapotan",1
"Ritonga, Arya Widura",12
"Arandito, Dwika Syattwa",1
"Yolanda, Ella",1
"Junaedi, Ahmad",27
"Matra, Deden Derajat",16
Fackrurrozi,1
"Rachmawati, Dwi",1
"Kartika, Juang Gema",27
"Setiawan, Dwi Mei",1
"Iskandar, Budhi Hascaryo",29
"Silalahi, Bastian Putrayadi",1
"Rahayu, Winiati Pudji",17
"Novira, Diana Pristawiti",1
"Sunarti, Titi Candra",29
"Fahma, Farah",22
"i Iriani, Evi Savitr",1
"Lovely, Belladini",1
"Tjahjono, Budi",2
"Yudarwati, Rani",9
"Hanidya, Farah Satira",1
"Halim, Hafidz Ramadhan",1
"Zamani, Neviaty P",11
"Arman, Ali",2
"Anggraeny, Bunga",1
"Aidi, Muhammad Nur",30
"Oktasari, Dina",1
"Tanjung, Imam Fauzi",1
"Anggita, Greta Elma",1
"Hartana, Alex",4
"Rifai, Mien Achmad",3
"Marista, Etha",1
Sukenda,37
"Yuhana, Munti",32
"Fitria M, Dian",1
"Muchlisoh, Siti",1
"Surida, Dian",1
"Satrija, Fadjar",27
"Sudarnika, Etih",25
"Setyani, Evie",1
"Nafsiyah, Ikromatun",1
"Sutjahjo, Surjono Hadi",18
"Marwiyah, Siti",8
"Pujawan, Komang Jodi Indra",1
"Miyanti, Isra",1
"Utami, Yogi Budi",1
"Sulistyono, Eko",22
"Fattah, Kays Abdul",1
"Anshory, Jamil",1
Trismilah,1
"Nabilasani, Galih Cendana",1
Siswanto,5
"Kamaludin, Dadan",1
"Aisyah, Liastiana",1
"Ismail, Gunawan",1
"Tutut, Sunarminto",1
"Muhammad, Gema Ikrar",1
"Dewi, Friskafianti Amalia",1
"Wibawan, I Wayan Teguh",13
"Setiyaningsih, Surachmi",12
"Siahaan, Imelda Irma",1
"Veronika, Ika",1
"Susetyo, Budi",34
"Hijrah, Muh",1
Sulistijorini,24
"Tjitrosoedirdjo, Soekisman",3
"Nafeesa, Maulida",1
"Suwanto, Antonius",28
"Syah, Muhamad Azwar",1
"Nisa', Chairun",11
"Agungpriyono, Srihadi",9
"Wahid, Muhammad Risman",2
"Raharja, Sapta",37
"Udin, Faqih",25
"Nurwantara, Ma'ruf Pambudi",1
"Siregar, Vincentius Paulus",31
"Agus, Syamsul Bahri",30
"Harahap, Mutiara Alkayakni",1
Erizal,38
"Widyarti, Meiske",8
"Fajarrachman, Isandre",1
"Yuliana, Nancy Dwi",2
"Efanny, Marisa",1
"Basuni, Sambas",29
Oni,1
Sudarsono,31
Nurmegawati,1
"Suryaatmadja, Sri Laksmi",3
"Lioe, Hanifah Nuryani",35
"Arief, Irma Isnafia",58
"Triwulandhari, Ni Wayan",1
"Suryadarma, Prayoga",17
"Novitasari, Prima",1
"Rafi, Mohamad",38
"Wahyuningrum, Maeda",1
"Ikhsanudin, Nur",1
Gunanti,27
"Gustiono, Dwi",1
"Putri, Nadya Amanda",1
"Jayanegara, Anuraga",47
"Samsudin, Anjas Asmara B",2
"Asikin, Nevyani",1
"Suryaatmaja, Sri Laksmi",1
"Purnamasari, Nestri",1
Sobir,34
"Awang, Maharijaya",1
"Rif'atunidaudina, Ria",1
Ishak,1
"Bachtiar, Taufiq",1
"Musa Hubeis, Musa Hubeis",2
"Wati, Sri Anggun Kemala",1
"Pramuswari, Tiara",1
"Fransiska, Rosalena",1
"Wulandari, Arum Sekar",28
"Azis, Suyogia Nur",1
"Tarigan, Suria Darma",31
"Dasanto, Bambang Dwi",26
"Robo, Sarif",1
"Siregar, Iskandar Zulkarnaen",22
"Roshetko, James Michael",1
"Miharza, Try",1
"Astuti, Rika",1
Zulhaerati,1
"Hidayat, Sri Hendrastuti",30
"Bagariang, Willing",1
"Suhardiyanto, Herry",27
"Muhamad, Syukur",3
"Amaliah, Wenny",2
"Rachmat, Pambudy",1
"Zaky, Yahdi",1
"Mastuti, Titri Siratantri",1
"EK Yudiwanti, Wahyu",1
"Nasution, Nur Ainun",1
"Ahza, Adil Basuki",3
"Alfianti, Ulfa",1
"Hindayu, Marchia Putri",1
"Ramdan, Muhamad",1
"Marpaung, Rizki Bimo Ibrahim",1
"Purwoko, Bambang Sapta",28
"Dewi, Iswari Saraswati",6
Nurhayati,23
"Mugnisjah, Wahju Qamara",16
"Azzahrah, Nadia Fatimah",1
"Syafitri, Nadira",1
"Siagian, Nurvenska Octavia",1
"Anisa, Rindi",1
"Widyastuti, Rahayu",35
"Dianisa, Nabila",1
"Suwarno, Willy Bayuardi",30
"Soeranto, Olan Aprian",1
"Ratna, Endang Sri",21
"Wulansari, Rima",1
"Novitasari, Wahyuning Dwi",1
"Sholihah, Riyadlus",1
"Risky, Tubagus Muhamad",1
"Sopandie, Didy",28
"Iswari, Siva Resmi Dwi",1
"Djoefrie, Mochamad Hasjim Bintoro",10
"Sari, Yeni Lilyan",1
"Setyaningsih, Yuli",1
"Qadir, Abdul",14
"Linawatih, Tetih",1
Anisah,1
"Tiarni, Inka",1
"Lubis, Deni",42
"Rasyid, Andrean Mohammad Irham",1
"Fadila, Anisa Rizki",1
"Falah, Afnan Naufal",1
"Oktavian, Dona",1
"Irawan, Tony",44
"Rahayu, Anggun Puji",1
"Sarianti, Tintin",39
"Septian, Diah Adwi",1
"Setiawan, Anggie Rian",1
"Ulfa, Indah Fitria",1
"Arif, Zulhan",17
"Nurhidayati, Dewi",1
"Sopaheluwakan, Ardhasena",5
"Mohamad, Ghifari Rizkika",1
Siswadi,3
"Bakhtiar, Toni",32
Chairunnisa,1
"Mansor, Zuraina Dato'",1
"Kamilah, Lisliati Tazkiatul",1
"Haitami, Muhammad Najieb",1
"Nurrachman, Muhammad Fikri",1
"Saputra, M Nanda",1
"Rifin, Amzul",62
"Kesuma, Indra",1
"Hamiseno, Djarot Sasongko",2
"Wahyuni, Sri",4
"Prasetyo, Muhammad Alfian",1
"Hadianto, Adi",27
"Amanda, Dea",9
"Asogiyan, Prisilia Kristin",1
"Syafutra, Heriyanto",12
"El Hasyibi, Murtezha Hadijaya",1
"Hayati, Riska Dwi",1
"Ramdhani, Rezha Afnan",1
"Bintang, Maria",26
"Saadah, Susy",1
"Destriani, Devi",1
"Risdiyanto, Idung",25
"Huda, Muhammad Fitrul",1
"Priatna, Wahyu Budi",28
"Chandika, Ricky",1
Suryani,30
"Lestari, Mirta Ardi",1
"Wahyudi, Aris Tri",30
"Nawangsih, Abdjad Asih",25
"Fijrina, Hanifa Nur",1
Nindyantoro,25
"Zai, Sri Kurniaman",1
"Safari, Dodi",1
"Fadila, Farah",1
"Siregar, Sabri Rahman",1
"Afghani, Ihsanudin",1
"Medria, KD Hardhienata",1
"Asfarian, Auzi",39
"Hafiz, Maulana Mhd",1
"Briawan, Dodik",45
"Jannah, Aisyah Fathul",2
"Andrianto, M Syaefudin",6
"Putriningtyas, Sazkya Rahayu",1
"Ambarsari, Laksmi",48
"Suparto, Herawati Irma",1
"Paula, Hellen Merlisa",1
"Khosman, Ali",2
"Heryatno, Yayat",7
"Rahmah, Mahdiyatur",1
"Marliyati, Sri Anna",39
"Navratilova, Hana Fitria",5
Khodijah,1
"Hakim, Moh Rizal",1
"Tohir, Dudi",16
"Umi, Nur Humairoh",1
"Alatas, Muhamad Nagib",1
Erfiani,31
"Masjkur, Mohammad",28
"Puteri, Nabila Amalia",1
"Mastika, Muhammad Naufal Farras",1
"Virianita, Ratri",15
"Rosidah, Idah",1
"Anwar, Faisal",27
"Palupi, Eny",23
"Rahayu S, Rani Dwi",1
"Boer, Rizaldi",22
"Fajria, Siti",1
"Putri, Silvi Agusri",1
"Darmawan, Noviyan",27
"Prabowo, Risnanto Hadi",1
"Putranto, Rivandi Anjas",1
"Madanijah, Siti",21
"Sholuhiyah, Zahrotus",1
"Indro, M Nur",2
"Mantari, Sagina",1
"Fatman, Siti Amaliyah",1
"Mas'oed, Teduh Wulandari",11
"Aliatiningtyas, Nur",16
Rofiqoh,1
"Ulum, Mokhamad Fakhrul",37
"Sukma, Dewi",27
"Pratama, Syilvia Nosya",1
"Sondita, M Fedi Alfiadi",5
"Taurusman, AM Azbas",3
"Jaya, Aziz Fardhani",1
"Jannah, Miftahul",1
"Baskoro, Mulyono S",22
Mustarudin,1
"Baihaqi, Azis",1
"Lisanti, Safira Dewinta",1
"Basuki, Sulistyo",2
"Sinuraya, Mustika",1
"Fatchiya, Anna",37
"Oktaviani, Wanda Fazriah",1
"Cahyaningsih, Umi",24
"Hilungara, Jinsi Rifdy",1
"Retnani, Elok Budi",13
"Tomia, Amalan",1
"Sofian, Ibnu",1
"Wijanarto, Antonius Bambang",1
Asmadin,1
"Hermanto, Bambang Mulyana",1
"Damar, Ario",17
"Atmadipoera, Agus",5
Al Azhar,1
Trikoesoemaningtyas,22
"Shiraiwa, Tatsuhiko",2
"Sagala, Danner",2
"Manzila, Ifa",1
"Nisa, Zahrotun",1
Supriyono,3
"Hazzi, Abduljalil",1
"Pisestyani, Herwin",48
"Winarto, Adi",9
"Awni, Aprialdy",1
"Bahtiar, Andi",1
"Noor, Ronny Rachman",21
"Astuti, Dewi Apri",50
"Mulyono, Rini Herlina",21
"Soewardi, Kadarwan",6
"Hariyadi, Sigit",1
Muliani,1
Achmad,6
"ayanegara, Anuraga J",1
"Firmansyah, Muhammad Alam",10
"Noviana, Linda",1
"Estuningsih, Sri",14
"Adnyane, I Ketut Mudite",8
"Ugi, Bitara",1
"Karja, Ni Wayan Kurniani",27
"Deniswara, Albertus Rheza",1
"Achmadi, Pudji",5
"Irwan, Dede",1
"Wicaksono, Ardilasunu",9
"Widyananta, Budhy Jasa",7
"Yafitz, Aldilah",1
"Tiuria, Risa",26
"Ridwan, Yusuf",14
"Muriana, Alif Nur Muhamad",1
"Damanik, Rizal",2
"Estuti, Wiwit",1
"Aldrian, Edvin",1
"Nuryanto, Danang Eko",1
"Saleh, Amiruddin",32
"Sugihen, Basita Ginting",3
"Soetarto, Endriatmo",35
"Swarnawati, Aminah",1
"Dwiriani, Cesilia Meti",41
"Kolopaking, Risatianti",1
"Ahmad, Aripin",1
"Yulianda, Fredinan",55
"Boer, Mennofatria",36
"Adibrata, Sudirman",1
"Santosa, Yanto",81
"Santoso, Nyoto",55
"Kwatrina, Rozza Tri",1
"Hadi, Kesumawati Upik",3
"Irawati, Zubaidah",1
"Ramadhani, Tri",1
"Zakaria, Fransiska Rungkat",12
"Prangdimurti, Endang",24
"Adawiyah, Dede Robiatul",26
Erniati,1
"Nazli, Rizal Sjarief Sjaiful",2
"a Noorachmat, Bambang Pramudy",1
"Gunadi, Fitrah",1
Anuraga,1
"Laconi, Erika Budiarti",19
"Dewi, Sari Putri",1
"Nugroho, Bramasto",17
"Kartodihardjo, Hariadi",25
"Nugroho, Sigit",1
"Candra, Risno Murti",1
"Junior, Muhammad Zairin",12
"Jusadi, Dedi, et al",1
"Burton, James",1
"Sri, Rejeki Ikeu",1
"Susanto, Djoko",6
Malta,1
"Abrar, Muhammad",1
"Karima, Alya",1
"Siregar, Vincentius",8
"Wen, Wen",1
"Prayoga, Andika",1
"Suseno, Sugeng Heri",34
"Jacoeb, Agoes Mardiono",43
"Taqiyyah, Aribah Nauf",1
"Satyaningtijas, Aryani Sismin",20
"Sembodo, Prakoso Muslim",1
"Setyaningsih, Surachmi",2
"Mayasari, Ni Luh Putu Ika",10
"Rudiana, Komang",1
"Kurniadi, Felix",1
Andriyanto,40
"Effendi, Jevinur Hasya",1
"Arif, Ridi",33
"Sirojuddin, Muhammad Taufiq",1
Nurhidayat,12
"Putra, Reza Pratama Baja",1
Desniar,24
"Iriani, Setyaningsih",1
"Ahyani, Dela Ayuningtyas",1
"Widhyari, Sus Derthi",17
"Azizah, Sofa",1
"Ravintharan, Malini",1
"Sudarman, Asep",16
"Asia, Muli",1
"Purba, Fredy Marthin",1
"Prabowo, Sigid",5
"Berasa, Sehati Efri",1
"Ruchoyah, Erlin Dewi",1
"Hartanto, Mochamad Tri",7
"Agustini, Dwi Rahmasari",1
"Purbonegoro, Triyoni",1
"Deswanto, Debby",1
"Toharmat, Toto",12
"Ulfa, Maria",1
"Nuraini, Henny",34
"Kusuma, Safira Qurhayati",1
"Novelina, Savitri",10
"Zafarina, Shabrina Zakira",1
"Suci, Dwi Margi",28
"Darmawan, Arif",13
"Cahyani, Wungu Endah",1
"Kurnia, Rahmmat",1
"Setyobudiandi, Isdradjad",18
"Putra, Hengki Syaf",1
"Priadi, Trisna",24
"Suharjo, Aprily Anggia Cesarizki",1
Muhdin,11
"Hafiz, Al",1
"Ibrahim, Bustami",28
"Noor, Hana Fauziyah",1
"Rachmawani, Dori",1
"Imawati, Iim",1
"Baihaqi, Muhammad",12
"Susanti, Virnanda Dwi",1
"Krisanti, Majariana",31
"Butet, Nurlisa alias",1
"Nurtami, Ida Ayu Widhiasih",1
"Kosmaryandi, Nandi",16
"Madisha, Anjas",1
"Rushayati, Siti Badriyah",22
"Rahmaningtiyas, Lutfi",1
"Hidayatullah, Laili Fajar Islami",1
"Pranajasakti, Gilang",1
"Siregar, Ulfa Juniarti",1
Pra'atfika,1
"Chasanah, Mar'atun",1
"Heri, Suseno Sugeng",1
"Mardiono, Jacoeb Agoes",1
"Srihastuti, Ita",1
"Bahtiar, Effendi Tri",19
"Wahyudi, Imam",34
"Herlini, Indriyan",1
"Ginoga, Lin Nuriah",24
"Resisty, Affania",1
"Wistara, Nyoman Jaya",7
"Hendra, Djeni",2
"Findyana, Agelita Vindiga",1
"Sarasmita, Reni",1
"Hardjito, Linawati",10
"Widyawati, Ira",1
"Venables, Stephanie",1
"Prasetia, Mohammad Fakhry",1
"Kusrini, Mirza Dikari",34
"Pranata, I Putu Agus Widi",1
"Latif, M Abdul",1
"Husnia, Farach Ulfa",1
"Santosa, Gunawan",28
"Nurfaizi, Muhamad Rifqi",1
"Zuhud, Ervizal A M",7
"Utami, Revina Dwi",1
"Budiaman, Ahmad",30
"Sakina, Ajar Nuraini",1
"Sundawati, Leti",32
"Maulana, Taufiqurrakhman",1
"Saleh, Muhammad Buce",21
"Dewi, Rosima Wati",1
"Ilham, Yopin Okta",1
Istomo,18
"Ghifary, Sandy",1
"Anggraeni, Widya",1
"Hartato, Wahyu",1
"Nawawi, Deded Sarip",23
"Prassetyo, Samsu",1
"Saktiani, Zuri Arika",1
"Wibowo, Santiyo",1
"Sari, Yunanda",1
"Iin, Solihin",1
"Yopi, Novita",2
"Nuryani, Mawaddah",1
"Supriyono, Eddy",53
"Shafira, Nanda",1
"Kushardono, Dony",2
"Amanda, Nabilla Dhani",1
"Wahyuningrum, Prihatin Ika",18
"Simbolon, Domu",23
"Handayani, Mira",1
"Agustiani, Nurgianti",1
"Nihaya, Naily",1
"Herliyana, Elis Nina",18
"Rizqiyah, Zakiyatur",1
"Effendi, Hefni",24
"Syamputra, Mabril",1
"Nuryati, Neni",1
"Hubeis, Aida Vitayala S",10
"Hudaya, Yaya",1
Zairion,22
"Meilanur, Rulliyanti",1
"Maddupa, Hawis H",1
"Darmawan, Regitri",1
"Rahmayanti, Rika Puspita",1
"Sholeh, Qolby Nuuran",1
"Samosir, Agustinus M",17
"Arthabandoyo, Septian",1
"Oktavia, Siti Rosa",1
"Hakimah, Siti Nur",1
"Fauzan, Ridho",1
"Nurdiati, Sri",36
"Agustina, Ayu",1
"Saputra, Adang",2
"Telaumbanua, Utema",1
"Sharif, Tia Azira",1
"Endriani, Risti",1
"Oktavia, Widya",1
"Matutina, Vicentius Marco",1
Ulfa,1
"Bengen, Dietriech Geofrey",2
"Anita, Yeni",1
"Ula, Shoimatul",1
"Hardhienata, Hendradi",20
"Iqbal, Aryl Alfath M",1
"Syamsir, Elvira",14
"Dewanto, Ariane Putri",1
"Suryatma, Nugraha Edhi",1
"Kosasih, Abi Hakim Mandalaputra",1
"Khendriani, Aviruyana Defrinda",1
"Sutejo, Agus",16
"Rifai, Ahmad Fauzan",1
Purwoko,9
"Firmanda, Afrinal",1
Muslich,21
"Assyfa, Cynthia Audya",1
"Fauzya, Anninda Faiz",1
"Darmawan, Aditya Hafizh",1
"Dahlan, Deni",1
"Permatasari, Niken Ayu",15
"Afifah, Fitri",1
"Annuha, Fityah",1
"Adawiyah, Dede R",4
"Maulidya, Indira",1
"Darmawan, Jonathan",1
"Pandjaitan, Nora Herdiana",27
"Rau, Maulana Ibrahim",1
"Ekananda, Fahri",1
"Wibah, Fani Kyota Azharoi",1
"Sugiarti, Cinta Wahyu Al Istiqomah",1
"Setiawan, Budi Indra",49
"Angraini, Lini",1
"Azwar, Farhan Alif",1
"Purwanto, Y Aris",22
"Iqbal, Muchamad",1
"Rahayu, Winiati P",24
"Pratiwi, Lintang Adelia",1
"Syuaib, Muhammad Faiz",11
"Altessya, Monika",1
"Badriyah, Lailatul",1
"Muhlizah, Muhamad Wildan",1
"Sapei, Asep",26
"Putra, Heriansyah",21
"Abiyyu, Muhammad Farras",1
"Purwanto, Moh Yanuar Jarwadi",15
"Kahfi, Mohammad Datul",1
"Badar, Munm",1
"Sapoan, Muhamad",1
"Purnomo, Eko Hari",24
"Irfana, Nadira",1
"Astika, I Wayan",10
"Sadewo, Willy Bambang",1
"Mentari, Sekar",2
"Paradita, Refika Aulia",1
"Husna, Nurjannah",1
"Novitasari, Riska",1
"Pratama, Raka Kirana",1
"Syahputra, Ryandanil",1
Prayoga,1
"Suharnoto, Yuli",24
"Suwarno, Rahmat Hadi",1
"Iffatunnisa, Alifah",1
"Andriyanto, M Syaefudin",1
"Sukma, Aeska Alya",1
"Anggraini, Arum",1
"Prastyo, Wildan",1
"Wiliasih, Ranti",58
"Cempakasari, Adinda Ayu Intan",1
"Anisa, Rahma",24
"Fahmi, Abdullah Ilman",1
"Nurcholish, Waras",1
"Hanifitri, Ainia",1
"Satria, Apriyandi Budi",1
"arman, Kustiariyah T",1
"Zaelani, Bella Fatima Dora",1
"Rasyidi, Almay Shalahuddin",2
"Helmi, Eka Yusuf Hediputra",1
"Thohari, Anbar",1
Fathurrohmah,1
"Rahayu, Gayuh",23
"Nurani, Rika Fithri",1
"Budiman, Cindy Laura",1
"Purnamadewi, Yeti Lis",34
"Putri, Hafiza Rahmi",1
"Sekararum, Dita",1
"Fariidatunnaa'imah, Feira",1
"Verawati, Nadya",1
"Sarah, Siti",1
"Sari, Dina Lianita",22
"Zughroh, Martha",1
"Mulyani, Nur",1
"Ratnasari, Bonita",1
"Handayani, Heni",1
"Khotib, Mohammad",16
"Simanungkalit, Ivander Yeremia",1
"Syahri, Muhammad Naufal",1
"Intan, Sri",1
"Raswatie, Fitria Dewi",3
"Fadhan, Raudhah Inti",1
"Setiyoko, Ferian Aji",1
"Nurcholis, Waras",44
"Purnomo, Dini Maysara",1
Annisa,21
"Saputro, Dony Rahmad Agung",1
"Nurandinie, Dewi Renny",1
"Harahap, Rinto Hoiruddin",1
"Meliala, Rifka Junitaria",1
"Pane, Rahmat Fariz",1
"Sugema, Iman",23
"Widhiarti, Rien Kuntum",1
"Orwiantari, Digna",1
"Farisita, Dian Hartina",1
"Raharja, Farah Hanin",1
"Roosita, Katrin",21
"Salsabiila, Fathimah Zahra",1
"Arya, Haerani Suryadi",1
"Kusnanto, Ali",23
"Shinta, Inassa Amira",1
"Hasan, Akhmad Endang Zaenal",1
"Khairina, Muthia",1
"Herawati, Tin",35
Musthofa,3
"Muslima, Fifi",1
Siswandi,9
"Ali, Patta",1
"Rusdayanti, Nurul",1
"Sari, Pupi Rahma",1
"Nathasia, Novena",1
"Mahiroh, Novita",1
"Hernawati, Neti",14
"Oktaviani, Pratiwi",1
Charlena,24
"Nurkamala, Novi",1
"Hardhienata, Medria",3
"Insi, Nida Nurul",1
"Amalia, Rizka",2
"Nurdin, Naufal Muharam",16
"Dewi, Mira",23
"Utami, Nur Firma",1
"Heryanti, Evi Silviana",1
"Anwar, Dewi Rezalani",1
"Izdihar, Jasmine Kashmira",1
"Harahap, Nur Ainun Afifah",1
"Wijaya, Hendra",1
"Putriani, Siska",1
Dadang,39
"Nurmansyah, Ali",23
"Aldino, Muhammad Lutfi",1
"Adiwibowo, Soeryo",22
"Sidauruk, Vetra Sabatini",1
"Simanjuntak, Megawati",44
"Umiyati, Siti",1
"Muscifa, Zahra Silmi",1
Roberdi,2
"Fanice, Yulia",1
"Syamsu, Khaswar",19
"Dwi, Setyaningsih,",1
"Astriandari, Ayu",1
"Yamin, Mohamad",4
"Santos, Adelia Caetano Gonzaga Dos",1
"Manik, Henry Munandar",22
"Nainggolan, Tumpal Benhard",1
"Sidiq, Aditya Permana",1
"Hadiroseyani, Yani",26
"Suryanto, Bobby",1
"Budiardi, Tatag",39
"Setiawan, Arif",1
"Kesuma, Addiena",1
"Kurnia, Rahmat",24
"Nurhafidzoh, Athifah",1
"Ndamunamu, Martini",2
"Hadi, Kusumawati",1
"Supryatno, Adi",1
"Rachman, BayuLatief Mahir",1
"Bayu, Hendi Hendra",1
"Ledoh, Liky Yuliandro",1
"Sirait, Amelia Theresia",1
"Suhartono, Maggy Thenawidjaya",1
"Ogawa, Masahiro",1
"Djuardi, Anwika Utami Putri",1
"Subrata, I Dewa Made",14
"Setiawan, Radite Praeko Agus",18
"Priyonggo, Budi",1
"Yani, Mohamad",28
"Apriliya, Indah",1
"Baga, Lukman M",20
"Raharja, Enditya Luhur",1
"Abdurrohman, Ahmad Idris",1
"Islami, Diajeng Rochma",1
"Setiawan, Iswan Achlan",1
Suliantari,2
"Pangestika, Leonie Margaretha Widya",1
"Butet, Nurlisa Alias",10
Erwyansyah,1
"Solihin, Iin",23
"Maspeke, Fauzan Idris",1
"Fajar, Fadilah",1
"Palupi, Hapsari Kinanthi",1
"Gaol, Jonson L",4
"Arhatin, Risti Endriani",17
"Pratama, Danar Jovian",1
"Gusnanto, Arief",2
"Mangku, I Wayan",38
"Salaki, Deiby Tineke",2
"Feta, Neneng Rachmalia",1
"Masyud, Burhanudin",1
"Murdani, Nanang Hari",1
"Dinarti, Diny",28
"Sari, Yusnita",1
"Uju, Deng",1
Akbardiansyah,1
"Djoefrie, Bintoro",1
"Fathnoer, Veronica",1
"Hariyadi, Ratih Dewanti",4
"Pradianti, Oryssa Sathalica",1
"Andriani, Yuli",1
"Pambudy, Rachmat",35
"Aulia, Muhammad Reza",1
"Effendi, Irzal",37
"Ramzhani, Rama",1
"Marsela, Laras Cica",1
"Rifaldi, Irfan",1
"Kartika, Rona Ismi",1
"Nugroho, Thomas",16
Sahmirad,1
"Samsudin, Reza",1
"Damayanti, Pipit",1
Aisyah,1
"Pradhiati, Prita Isvandria",1
"Suwandi, Ruddy",35
"Maharani, Santri",1
Ratnasari,1
"Aisyah, Syarifah Iis",31
"Maharijaya, Awang",31
"Galingging, Ronny Yuniar",1
"Purwito, Agus",15
"Setiawan, Asep",11
"Maskromo, Ismail",1
"Rahayu, Megayani Sri",19
Sukarno,18
"Yuliana, Dewi Nancy",1
"Yuniarti, Tatty",1
"Suprayudi, Agus Muhammad",2
"Meilisza, Nina",1
"Santoso, Adi",2
Jessica,1
"Tjakradidjaja, Anita Sardiana",2
Suryahadi,18
Audina,1
"Riyanto, Sutisna",21
"Nandika, Arifiandi",1
"Taufik, Epi",42
M Sriduresta S,1
"Pratiwi, Yulia Yasmin",1
"Matangaran, Juang Rata",21
"Pahlawati, Fima",1
"Priyono, Agus",28
"Gunawan, Hendra",6
"Santosa, Anjumanda Martha",1
"Jannah, Raudhatul",1
"Riwayanti, Oktavia Ayu",1
"Sukendro, Andi",22
"Fakhri, Faishal",1
"Mubarrok, Abdullah Romli",1
Elias,30
"Nurjaman, Ikhsan Aji",1
"Ramdani, M Rizqi Dwi",1
"Syaliana, Luvya",1
,3
"Indrawan, Angelica",1
"Mas'ud, Alim Zainal",1
"Eriza, Nurul",1
"Rachmaniah, Meuthia",42
"Saputra, Aziz Yanuar",1
"Yanto, Dede Heri Yuli",2
"Rahmawati, Cyntia Dewi",1
"Abidin, Zaenal",36
Trivadila,13
"Hermawan, Agung",1
"Faatih, Izzar Arrisyad",1
"Asanta, Ghala Nanda",1
"Erliana, Windiani",35
"Ramadhana, Aina",1
"Santikayasa, I Putu",28
"Amalina, Diah Nur",1
"Hardhienata, Medria Kusumadewi",1
"Cahyo, Fatkhurrohman Dwi",1
"Maddu, Akhiruddin",29
"Maryamah, Ika",1
"Fatimah, Nurul",2
Rafdi,1
"Putri, Rebecca Tiara Eka",1
"Akhadi, Muhammad Thohirul",1
"Kusumastanto, Tridoyo",27
"Nababan, Benny Osta",3
"Laela, Erika Nurdhajmi",1
Nuva,3
"Novia, Inggi Dwi",1
"Hernamawati, Elin",1
"Famelika, Kenny",1
"Setiawaty, Berlian",26
"Sumarno, Hadi",38
"Hardianti, Wiwik Tri",1
"Pratiwi, Anggi Nofian",1
"Fristiani, Yunita Elva",1
"Akbar, Auriza Rahmad",17
"Kusuma, Saputra Anom",1
"Amzul, Rifin",1
"Tarigan, Randy Romendo",1
"Sulaeman, Ahmad",37
